visa_record_id,employee_id,visa_status,effective_date,end_date,work_authorization_status,verification_status
VISA001495,DUD101338,Work Visa,2020-11-04,,Eligible,Verified
VISA001496,DUD101339,Work Visa,2019-11-17,,Eligible,Verified
VISA001497,DUD101340,Other Work-Eligible Status,2025-02-18,,Eligible,Verified
VISA001498,DUD101341,Long-Term Resident,2025-05-29,,Eligible,Verified
VISA001499,DUD101342,Spouse of Japanese National,2025-09-19,,Eligible,Verified
VISA001500,DUD101343,Work Visa,2021-11-17,,Eligible,Verified
VISA001501,DUD101344,Work Visa,2024-09-10,,Eligible,Verified
VISA001502,DUD101345,Work Visa,2025-02-19,,Eligible,Verified
VISA001503,DUD101346,Work Visa,2023-12-15,,Eligible,Verified
VISA001504,DUD101347,Permanent Resident,2020-01-16,,Eligible,Verified
VISA001505,DUD101348,Work Visa,2023-04-28,,Eligible,Verified
VISA001506,DUD101349,Permanent Resident,2024-02-06,,Eligible,Verified
VISA001507,DUD101350,Spouse of Japanese National,2022-08-15,,Eligible,Verified
VISA001508,DUD101351,Permanent Resident,2023-05-31,,Eligible,Verified
VISA001509,DUD101352,Work Visa,2022-10-12,,Eligible,Verified
VISA001510,DUD101353,Work Visa,2019-06-22,,Eligible,Verified
VISA001511,DUD101354,Other Work-Eligible Status,2022-04-24,,Eligible,Verified
VISA001512,DUD101355,Work Visa,2021-02-02,,Eligible,Verified
VISA001513,DUD101356,Work Visa,2025-11-12,,Eligible,Verified
VISA001514,DUD101357,Work Visa,2020-09-24,,Eligible,Verified
VISA001515,DUD101358,Permanent Resident,2022-07-23,,Eligible,Verified
VISA001516,DUD101359,Spouse of Japanese National,2024-12-23,,Eligible,Verified
VISA001517,DUD101360,Work Visa,2023-02-06,,Eligible,Verified
VISA001518,DUD101361,Work Visa,2019-08-16,,Eligible,Verified
VISA001519,DUD101362,Long-Term Resident,2025-05-30,,Eligible,Verified
VISA001520,DUD101363,Permanent Resident,2021-09-30,,Eligible,Verified
VISA001521,DUD101364,Permanent Resident,2023-01-08,,Eligible,Verified
VISA001522,DUD101365,Work Visa,2020-06-21,,Eligible,Verified
VISA001523,DUD101366,Permanent Resident,2019-08-27,,Eligible,Verified
VISA001524,DUD101367,Permanent Resident,2021-12-21,,Eligible,Verified
VISA001525,DUD101368,Work Visa,2024-05-23,,Eligible,Verified
VISA001526,DUD101369,Spouse of Japanese National,2023-09-06,,Eligible,Verified
VISA001527,DUD101370,Work Visa,2024-07-08,,Eligible,Verified
VISA001528,DUD101371,Dependent Visa with Work Permission,2025-06-03,,Eligible,Verified
VISA001529,DUD101372,Spouse of Japanese National,2024-10-16,,Eligible,Verified
VISA001530,DUD101373,Permanent Resident,2020-03-23,,Eligible,Verified
VISA001531,DUD101374,Work Visa,2023-02-19,,Eligible,Verified
VISA001532,DUD101375,Permanent Resident,2021-04-01,,Eligible,Verified
VISA001533,DUD101376,Work Visa,2025-06-11,,Eligible,Verified
VISA001534,DUD101377,Work Visa,2022-06-05,2024-11-16,Eligible,Verified
VISA001535,DUD101377,Long-Term Resident,2024-11-17,,Eligible,Verified
VISA001536,DUD101378,Work Visa,2021-07-04,,Eligible,Verified
VISA001537,DUD101379,Work Visa,2020-09-23,2023-03-11,Eligible,Verified
VISA001538,DUD101379,Long-Term Resident,2023-03-12,,Eligible,Verified
VISA001539,DUD101380,Work Visa,2023-12-17,,Eligible,Verified
VISA001540,DUD101381,Spouse of Japanese National,2025-10-23,,Eligible,Verified
VISA001541,DUD101382,Other Work-Eligible Status,2020-02-13,,Eligible,Verified
VISA001542,DUD101383,Long-Term Resident,2025-05-21,,Eligible,Verified
VISA001543,DUD101384,Work Visa,2023-05-24,,Eligible,Verified
VISA001544,DUD101385,Work Visa,2023-09-10,,Eligible,Verified
VISA001545,DUD101386,Work Visa,2026-02-03,,Eligible,Verified
VISA001546,DUD101387,Other Work-Eligible Status,2021-03-04,,Eligible,Verified
VISA001547,DUD101388,Permanent Resident,2025-07-12,,Eligible,Verified
VISA001548,DUD101389,Spouse of Japanese National,2020-05-29,,Eligible,Verified
VISA001549,DUD101390,Work Visa,2022-01-03,,Eligible,Verified
VISA001550,DUD101391,Permanent Resident,2021-08-06,,Eligible,Verified
VISA001551,DUD101392,Work Visa,2023-09-15,,Eligible,Verified
VISA001552,DUD101393,Work Visa,2022-04-26,,Eligible,Verified
VISA001553,DUD101394,Permanent Resident,2023-05-25,,Eligible,Verified
VISA001554,DUD101395,Student Visa with Work Permission,2023-06-17,,Eligible,Verified
VISA001555,DUD101396,Work Visa,2025-11-08,,Eligible,Verified
VISA001556,DUD101397,Permanent Resident,2023-12-23,,Eligible,Verified
VISA001557,DUD101398,Work Visa,2019-06-14,,Eligible,Verified
VISA001558,DUD101399,Work Visa,2025-07-07,,Eligible,Verified
VISA001559,DUD101400,Work Visa,2024-11-01,,Eligible,Verified
VISA001560,DUD101401,Work Visa,2021-10-26,,Eligible,Verified
VISA001561,DUD101402,Work Visa,2019-11-07,2023-02-15,Eligible,Verified
VISA001562,DUD101402,Spouse of Japanese National,2023-02-16,,Eligible,Verified
VISA001563,DUD101403,Permanent Resident,2024-09-29,,Eligible,Verified
VISA001564,DUD101404,Long-Term Resident,2026-01-17,,Eligible,Verified
VISA001565,DUD101405,Permanent Resident,2021-06-24,,Eligible,Verified
VISA001566,DUD101406,Work Visa,2023-02-11,,Eligible,Verified
VISA001567,DUD101407,Spouse of Japanese National,2025-02-25,,Eligible,Verified
VISA001568,DUD101408,Permanent Resident,2023-03-05,,Eligible,Verified
VISA001569,DUD101409,Spouse of Japanese National,2021-02-03,,Eligible,Verified
VISA001570,DUD101410,Student Visa with Work Permission,2025-07-25,,Eligible,Verified
VISA001571,DUD101411,Permanent Resident,2022-12-03,,Eligible,Verified
VISA001572,DUD101412,Work Visa,2020-07-02,,Eligible,Verified
VISA001573,DUD101413,Spouse of Japanese National,2023-03-31,,Eligible,Verified
VISA001574,DUD101414,Long-Term Resident,2024-09-09,,Eligible,Verified
VISA001575,DUD101415,Permanent Resident,2019-05-11,,Eligible,Verified
VISA001576,DUD101416,Work Visa,2021-03-27,,Eligible,Verified
VISA001577,DUD101417,Work Visa,2019-10-13,2024-06-24,Eligible,Verified
VISA001578,DUD101417,Permanent Resident,2024-06-25,,Eligible,Verified
VISA001579,DUD101418,Permanent Resident,2023-02-10,,Eligible,Verified
VISA001580,DUD101419,Work Visa,2023-04-30,,Eligible,Verified
VISA001581,DUD101420,Long-Term Resident,2024-10-26,,Eligible,Verified
VISA001582,DUD101421,Permanent Resident,2025-04-05,,Eligible,Verified
VISA001583,DUD101422,Permanent Resident,2026-01-23,,Eligible,Verified
VISA001584,DUD101423,Work Visa,2025-05-23,,Eligible,Verified
VISA001585,DUD101424,Spouse of Japanese National,2025-01-19,,Eligible,Verified
VISA001586,DUD101425,Spouse of Japanese National,2019-07-30,,Eligible,Verified
VISA001587,DUD101426,Work Visa,2025-07-30,,Eligible,Verified
VISA001588,DUD101427,Work Visa,2020-04-12,,Eligible,Verified
VISA001589,DUD101428,Spouse of Japanese National,2024-07-15,,Eligible,Verified
VISA001590,DUD101429,Other Work-Eligible Status,2025-08-23,,Eligible,Verified
VISA001591,DUD101430,Permanent Resident,2023-03-06,,Eligible,Verified
VISA001592,DUD101431,Permanent Resident,2023-03-28,,Eligible,Verified
VISA001593,DUD101432,Other Work-Eligible Status,2022-09-21,,Eligible,Verified
VISA001594,DUD101433,Other Work-Eligible Status,2025-10-08,,Eligible,Verified
VISA001595,DUD101434,Other Work-Eligible Status,2024-08-28,,Eligible,Verified
VISA001596,DUD101435,Long-Term Resident,2025-09-08,,Eligible,Verified
VISA001597,DUD101436,Permanent Resident,2022-07-09,,Eligible,Verified
VISA001598,DUD101437,Permanent Resident,2023-08-09,,Eligible,Verified
VISA001599,DUD101438,Work Visa,2024-06-13,,Eligible,Verified
VISA001600,DUD101439,Long-Term Resident,2024-02-21,,Eligible,Verified
VISA001601,DUD101440,Permanent Resident,2021-09-25,,Eligible,Verified
VISA001602,DUD101441,Permanent Resident,2022-01-19,,Eligible,Verified
VISA001603,DUD101442,Work Visa,2023-10-05,,Eligible,Verified
VISA001604,DUD101443,Permanent Resident,2025-11-11,,Eligible,Verified
VISA001605,DUD101444,Work Visa,2021-08-25,,Eligible,Verified
VISA001606,DUD101445,Work Visa,2024-05-04,,Eligible,Verified
VISA001607,DUD101446,Student Visa with Work Permission,2019-06-10,,Eligible,Verified
VISA001608,DUD101447,Work Visa,2020-09-06,,Eligible,Verified
VISA001609,DUD101448,Other Work-Eligible Status,2019-11-24,,Eligible,Verified
VISA001610,DUD101449,Student Visa with Work Permission,2019-08-03,,Eligible,Verified
VISA001611,DUD101450,Work Visa,2019-06-09,,Eligible,Verified
VISA001612,DUD101451,Work Visa,2025-05-31,,Eligible,Verified
VISA001613,DUD101452,Work Visa,2023-05-03,,Pending,Verified
VISA001614,DUD101453,Work Visa,2022-11-07,2025-04-10,Eligible,Verified
VISA001615,DUD101453,Long-Term Resident,2025-04-11,,Eligible,Verified
VISA001616,DUD101454,Work Visa,2024-09-16,,Eligible,Verified
VISA001617,DUD101455,Permanent Resident,2025-01-03,,Eligible,Verified
VISA001618,DUD101456,Work Visa,2024-09-15,2025-10-03,Eligible,Verified
VISA001619,DUD101456,Permanent Resident,2025-10-04,,Eligible,Verified
VISA001620,DUD101457,Dependent Visa with Work Permission,2025-12-25,,Eligible,Verified
VISA001621,DUD101458,Work Visa,2022-01-25,,Eligible,Verified
VISA001622,DUD101459,Work Visa,2023-08-11,,Eligible,Verified
VISA001623,DUD101460,Other Work-Eligible Status,2025-02-07,,Eligible,Verified
VISA001624,DUD101461,Permanent Resident,2023-07-19,,Eligible,Verified
VISA001625,DUD101462,Work Visa,2021-08-09,,Eligible,Verified
VISA001626,DUD101463,Spouse of Japanese National,2019-06-24,,Eligible,Verified
VISA001627,DUD101464,Work Visa,2022-06-17,2024-03-05,Eligible,Verified
VISA001628,DUD101464,Long-Term Resident,2024-03-06,,Eligible,Verified
VISA001629,DUD101465,Work Visa,2021-01-11,,Eligible,Verified
VISA001630,DUD101466,Spouse of Japanese National,2025-06-15,,Eligible,Verified
VISA001631,DUD101467,Permanent Resident,2021-01-05,,Eligible,Verified
VISA001632,DUD101468,Work Visa,2025-04-17,,Eligible,Verified
VISA001633,DUD101469,Work Visa,2025-04-10,,Eligible,Verified
VISA001634,DUD101470,Work Visa,2025-03-03,,Eligible,Verified
VISA001635,DUD101471,Work Visa,2020-08-18,,Eligible,Verified
VISA001636,DUD101472,Spouse of Japanese National,2022-09-25,,Eligible,Verified
VISA001637,DUD101473,Work Visa,2020-07-04,,Eligible,Verified
VISA001638,DUD101474,Permanent Resident,2025-05-29,,Eligible,Verified
VISA001639,DUD101475,Long-Term Resident,2025-04-27,,Eligible,Verified
VISA001640,DUD101476,Permanent Resident,2021-12-05,,Eligible,Verified
VISA001641,DUD101477,Permanent Resident,2023-10-04,,Eligible,Verified
VISA001642,DUD101478,Permanent Resident,2024-12-03,,Eligible,Verified
VISA001643,DUD101479,Long-Term Resident,2023-10-10,,Eligible,Verified
VISA001644,DUD101480,Work Visa,2021-11-02,,Eligible,Verified
VISA001645,DUD101481,Permanent Resident,2022-12-15,,Eligible,Verified
VISA001646,DUD101482,Work Visa,2021-02-13,,Eligible,Verified
VISA001647,DUD101483,Dependent Visa with Work Permission,2024-12-12,,Eligible,Verified
VISA001648,DUD101484,Work Visa,2019-06-30,2021-02-10,Eligible,Verified
VISA001649,DUD101484,Permanent Resident,2021-02-11,,Eligible,Verified
VISA001650,DUD101485,Work Visa,2022-10-02,,Eligible,Verified
VISA001651,DUD101486,Work Visa,2020-10-29,,Eligible,Verified
VISA001652,DUD101487,Work Visa,2025-09-26,,Eligible,Verified
VISA001653,DUD101488,Work Visa,2025-09-03,,Eligible,Verified
VISA001654,DUD101489,Work Visa,2023-02-11,,Eligible,Verified
VISA001655,DUD101490,Work Visa,2026-01-16,,Eligible,Verified
VISA001656,DUD101491,Permanent Resident,2020-11-22,,Eligible,Verified
VISA001657,DUD101492,Work Visa,2021-09-24,,Eligible,Verified
VISA001658,DUD101493,Work Visa,2024-07-31,,Eligible,Verified
VISA001659,DUD101494,Permanent Resident,2019-10-11,,Eligible,Verified
VISA001660,DUD101495,Other Work-Eligible Status,2023-04-16,,Eligible,Verified
VISA001661,DUD101496,Dependent Visa with Work Permission,2019-07-09,,Eligible,Verified
VISA001662,DUD101497,Work Visa,2021-11-09,,Eligible,Verified
VISA001663,DUD101498,Work Visa,2023-06-16,,Eligible,Verified
VISA001664,DUD101499,Permanent Resident,2021-04-05,,Eligible,Verified
VISA001665,DUD101500,Work Visa,2023-08-19,,Eligible,Verified
