employment_history_id,employee_id,employment_start_date,employment_end_date,employment_status,employment_type,position,career_level,start_reason,end_reason,assignment_status
EMPLOY000945,DUD100945,2025-11-05,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000946,DUD100946,2025-02-25,2026-07-05,Inactive,Full-time,Lead Trainer,6,Initial Hire,Relocation,Awaiting Assignment
EMPLOY000947,DUD100947,2024-08-27,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000948,DUD100948,2026-04-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000949,DUD100949,2023-09-14,2025-05-03,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Assigned
EMPLOY000950,DUD100950,2021-07-03,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000951,DUD100951,2025-04-29,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000952,DUD100952,2024-03-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000953,DUD100953,2024-08-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000954,DUD100954,2025-10-07,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000955,DUD100955,2024-11-05,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000956,DUD100956,2023-10-26,2024-09-18,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000957,DUD100957,2026-06-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000958,DUD100958,2024-10-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000959,DUD100959,2021-12-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000960,DUD100960,2024-06-02,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000961,DUD100961,2025-06-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000962,DUD100962,2023-04-25,2025-04-16,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Awaiting Assignment
EMPLOY000963,DUD100963,2022-08-06,2023-01-05,Inactive,Full-time,Senior Trainer,5,Initial Hire,Personal Reasons,Awaiting Assignment
EMPLOY000964,DUD100964,2023-06-09,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000965,DUD100965,2021-11-15,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000966,DUD100966,2025-03-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000967,DUD100967,2022-05-25,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000968,DUD100968,2021-02-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000969,DUD100969,2025-07-09,2026-05-16,Inactive,Full-time,Senior Teacher,3,Initial Hire,Personal Reasons,Assigned
EMPLOY000970,DUD100970,2024-10-02,2025-09-07,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Assigned
EMPLOY000971,DUD100971,2022-01-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000972,DUD100972,2023-04-22,2024-04-23,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Career Change,Awaiting Assignment
EMPLOY000973,DUD100973,2023-12-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000974,DUD100974,2025-11-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000975,DUD100975,2023-11-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000976,DUD100976,2022-11-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000977,DUD100977,2025-03-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000978,DUD100978,2022-05-21,2024-07-26,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY000979,DUD100979,2024-12-29,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000980,DUD100980,2021-09-24,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000981,DUD100981,2025-03-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000982,DUD100982,2024-08-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000983,DUD100983,2025-05-28,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000984,DUD100984,2023-11-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000985,DUD100985,2025-11-16,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000986,DUD100986,2025-02-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000987,DUD100987,2025-06-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000988,DUD100988,2023-12-02,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000989,DUD100989,2026-02-05,2027-06-30,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Career Change,Assigned
EMPLOY000990,DUD100990,2023-06-09,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000991,DUD100991,2025-01-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000992,DUD100992,2024-11-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000993,DUD100993,2024-03-31,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000994,DUD100994,2026-06-02,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000995,DUD100995,2024-06-24,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000996,DUD100996,2025-05-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000997,DUD100997,2021-12-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000998,DUD100998,2021-09-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000999,DUD100999,2023-07-15,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001000,DUD101000,2025-04-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001001,DUD101001,2025-03-10,2027-01-06,Inactive,Full-time,Senior Trainer,5,Initial Hire,Performance,Awaiting Assignment
EMPLOY001002,DUD101002,2025-09-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001003,DUD101003,2024-02-10,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY001004,DUD101004,2024-01-06,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001005,DUD101005,2022-08-02,2023-11-08,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Awaiting Assignment
EMPLOY001006,DUD101006,2025-11-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001007,DUD101007,2023-09-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001008,DUD101008,2021-05-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001009,DUD101009,2024-06-03,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY001010,DUD101010,2023-12-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001011,DUD101011,2025-10-07,2028-02-28,Inactive,Full-time,Senior Teacher,3,Initial Hire,Contract End,Assigned
EMPLOY001012,DUD101012,2023-06-08,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001013,DUD101013,2022-07-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001014,DUD101014,2022-01-19,2022-09-13,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Career Change,Assigned
EMPLOY001015,DUD101015,2024-07-21,2026-10-24,Inactive,Full-time,Senior Teacher,3,Initial Hire,Performance,Assigned
EMPLOY001016,DUD101016,2025-09-13,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001017,DUD101017,2022-11-12,2023-07-10,Inactive,Full-time,Senior Teacher,3,Initial Hire,Relocation,Assigned
EMPLOY001018,DUD101018,2024-04-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001019,DUD101019,2024-01-19,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001020,DUD101020,2023-12-12,2025-01-19,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY001021,DUD101021,2021-01-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001022,DUD101022,2024-05-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001023,DUD101023,2023-06-13,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001024,DUD101024,2023-11-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001025,DUD101025,2024-04-20,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001026,DUD101026,2024-06-04,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001027,DUD101027,2024-06-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001028,DUD101028,2022-02-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001029,DUD101029,2022-12-03,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001030,DUD101030,2026-07-15,2028-04-24,Inactive,Full-time,Senior Teacher,3,Initial Hire,Relocation,Assigned
EMPLOY001031,DUD101031,2023-11-17,2024-09-22,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001032,DUD101032,2021-04-29,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001033,DUD101033,2021-02-24,2021-08-04,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Awaiting Assignment
EMPLOY001034,DUD101034,2024-02-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001035,DUD101035,2022-11-21,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001036,DUD101036,2025-08-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001037,DUD101037,2023-08-17,2025-07-08,Inactive,Full-time,Senior Teacher,3,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001038,DUD101038,2026-07-08,,Active,Full-time,Lead Trainer,6,Initial Hire,,Awaiting Assignment
EMPLOY001039,DUD101039,2024-12-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001040,DUD101040,2022-09-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001041,DUD101041,2021-03-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001042,DUD101042,2022-01-21,2023-02-17,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Assigned
EMPLOY001043,DUD101043,2024-11-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001044,DUD101044,2026-06-20,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY001045,DUD101045,2022-05-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001046,DUD101046,2026-03-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001047,DUD101047,2024-01-29,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001048,DUD101048,2026-03-30,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001049,DUD101049,2023-03-12,2025-05-12,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY001050,DUD101050,2023-03-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001051,DUD101051,2024-05-28,,Active,Full-time,Trainer,4,Initial Hire,,Awaiting Assignment
EMPLOY001052,DUD101052,2021-10-28,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001053,DUD101053,2021-04-18,2023-03-16,Inactive,Full-time,Senior Teacher,3,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001054,DUD101054,2024-06-14,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001055,DUD101055,2023-01-27,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001056,DUD101056,2021-02-04,2022-01-14,Inactive,Full-time,Trainer,4,Initial Hire,Career Change,Assigned
EMPLOY001057,DUD101057,2021-10-10,2022-06-29,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001058,DUD101058,2021-05-08,2022-10-05,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Awaiting Assignment
EMPLOY001059,DUD101059,2023-11-22,2025-03-29,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Awaiting Assignment
EMPLOY001060,DUD101060,2023-04-04,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001061,DUD101061,2025-03-23,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001062,DUD101062,2025-06-02,,Active,Full-time,Trainer,4,Initial Hire,,Awaiting Assignment
EMPLOY001063,DUD101063,2026-03-01,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001064,DUD101064,2025-05-05,2026-08-11,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Assigned
EMPLOY001065,DUD101065,2026-06-12,2028-07-27,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY001066,DUD101066,2022-09-07,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY001067,DUD101067,2021-04-14,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001068,DUD101068,2024-06-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001069,DUD101069,2025-11-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001070,DUD101070,2026-03-18,2027-10-14,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Awaiting Assignment
EMPLOY001071,DUD101071,2025-07-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001072,DUD101072,2026-05-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001073,DUD101073,2024-11-01,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001074,DUD101074,2026-01-14,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001075,DUD101075,2025-05-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001076,DUD101076,2026-05-02,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001077,DUD101077,2025-08-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001078,DUD101078,2025-06-08,2027-02-14,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001079,DUD101079,2022-06-24,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001080,DUD101080,2025-06-13,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001081,DUD101081,2026-01-27,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001082,DUD101082,2025-11-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001083,DUD101083,2022-08-06,2024-04-25,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001084,DUD101084,2025-05-03,2027-01-27,Inactive,Full-time,Senior Teacher,3,Initial Hire,Personal Reasons,Assigned
EMPLOY001085,DUD101085,2023-09-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001086,DUD101086,2021-01-05,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001087,DUD101087,2026-05-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001088,DUD101088,2023-10-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001089,DUD101089,2026-08-08,2027-09-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY001090,DUD101090,2021-04-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001091,DUD101091,2025-04-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001092,DUD101092,2021-03-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001093,DUD101093,2023-06-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001094,DUD101094,2025-07-22,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001095,DUD101095,2022-06-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001096,DUD101096,2026-05-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001097,DUD101097,2023-10-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001098,DUD101098,2026-08-01,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001099,DUD101099,2021-01-19,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001100,DUD101100,2022-08-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001101,DUD101101,2024-04-09,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001102,DUD101102,2022-03-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001103,DUD101103,2024-10-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001104,DUD101104,2021-11-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001105,DUD101105,2024-04-23,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001106,DUD101106,2022-10-11,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001107,DUD101107,2024-08-17,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001108,DUD101108,2022-12-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001109,DUD101109,2022-06-20,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001110,DUD101110,2021-05-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001111,DUD101111,2025-02-17,,Active,Full-time,Trainer,4,Initial Hire,,Awaiting Assignment
EMPLOY001112,DUD101112,2022-10-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001113,DUD101113,2021-11-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001114,DUD101114,2022-07-29,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY001115,DUD101115,2025-06-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001116,DUD101116,2025-12-10,,Active,Full-time,Lead Trainer,6,Initial Hire,,Awaiting Assignment
EMPLOY001117,DUD101117,2025-06-20,2025-11-07,Inactive,Full-time,Senior Trainer,5,Initial Hire,Career Change,Assigned
EMPLOY001118,DUD101118,2023-09-09,2025-11-05,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Awaiting Assignment
EMPLOY001119,DUD101119,2024-05-16,2026-01-13,Inactive,Full-time,Senior Teacher,3,Initial Hire,Performance,Assigned
EMPLOY001120,DUD101120,2025-11-29,2026-11-11,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Assigned
EMPLOY001121,DUD101121,2024-07-09,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY001122,DUD101122,2025-09-07,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001123,DUD101123,2025-01-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001124,DUD101124,2021-06-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001125,DUD101125,2023-10-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001126,DUD101126,2022-06-19,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001127,DUD101127,2022-07-14,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001128,DUD101128,2024-01-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001129,DUD101129,2024-06-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001130,DUD101130,2024-09-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001131,DUD101131,2026-07-24,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001132,DUD101132,2025-07-31,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001133,DUD101133,2025-08-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001134,DUD101134,2025-10-17,2026-04-16,Inactive,Full-time,Trainer,4,Initial Hire,Relocation,Assigned
EMPLOY001135,DUD101135,2025-10-11,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY001136,DUD101136,2025-01-25,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY001137,DUD101137,2025-12-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001138,DUD101138,2024-01-13,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001139,DUD101139,2025-04-05,2027-09-02,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001140,DUD101140,2024-08-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001141,DUD101141,2022-09-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001142,DUD101142,2024-08-16,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001143,DUD101143,2024-04-26,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001144,DUD101144,2025-11-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001145,DUD101145,2025-06-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001146,DUD101146,2024-02-02,2026-02-22,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY001147,DUD101147,2024-09-12,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001148,DUD101148,2021-10-03,2023-04-09,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY001149,DUD101149,2021-02-15,2022-09-29,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY001150,DUD101150,2026-02-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001151,DUD101151,2025-05-28,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001152,DUD101152,2025-02-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001153,DUD101153,2025-07-28,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001154,DUD101154,2026-06-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001155,DUD101155,2025-11-05,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY001156,DUD101156,2022-10-08,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001157,DUD101157,2021-10-17,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001158,DUD101158,2021-05-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001159,DUD101159,2022-11-08,2024-03-07,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY001160,DUD101160,2021-12-23,2024-02-04,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY001161,DUD101161,2024-10-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001162,DUD101162,2021-05-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001163,DUD101163,2024-04-01,2025-02-19,Inactive,Full-time,Senior Trainer,5,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001164,DUD101164,2021-02-07,2023-04-25,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Awaiting Assignment
EMPLOY001165,DUD101165,2025-12-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001166,DUD101166,2021-09-01,,Active,Full-time,Lead Trainer,6,Initial Hire,,Awaiting Assignment
EMPLOY001167,DUD101167,2022-05-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001168,DUD101168,2024-11-18,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001169,DUD101169,2022-05-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001170,DUD101170,2021-12-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001171,DUD101171,2022-08-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001172,DUD101172,2021-04-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001173,DUD101173,2021-10-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001174,DUD101174,2024-07-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001175,DUD101175,2025-11-25,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001176,DUD101176,2022-03-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001177,DUD101177,2026-07-11,2026-11-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Awaiting Assignment
EMPLOY001178,DUD101178,2026-06-01,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001179,DUD101179,2025-03-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
