client_feedback_id,client_id,assignment_id,employee_id,feedback_date,overall_satisfaction,teacher_performance,reliability,communication,lesson_quality,professionalism,assignment_satisfaction,renewal_intention,complaint_flag,complaint_category,comments
CFB0000254,CLI0034,ASG000105,DUD100074,2026-01-18,5,5,5,4,5,5,5,No,False,,
CFB0000255,CLI0034,ASG000105,DUD100074,2025-06-24,3,4,3,4,3,3,3,Yes,False,,
CFB0000256,CLI0034,ASG000105,DUD100074,2025-11-06,4,4,4,3,4,4,5,Yes,False,,
CFB0000257,CLI0238,ASG000106,DUD100075,2025-10-05,1,1,1,1,1,1,2,Maybe,False,,
CFB0000258,CLI0238,ASG000106,DUD100075,2025-12-20,5,5,4,4,5,5,4,Yes,False,,
CFB0000259,CLI0157,ASG000107,DUD100076,2023-12-05,5,5,5,5,5,4,5,Maybe,False,,
CFB0000260,CLI0157,ASG000107,DUD100076,2024-04-27,3,2,3,3,4,3,2,Maybe,False,,
CFB0000261,CLI0157,ASG000107,DUD100076,2023-12-24,5,5,5,5,5,5,5,Maybe,False,,
CFB0000262,CLI0104,ASG000108,DUD100077,2023-08-08,2,3,2,2,3,3,2,Maybe,True,Professionalism,
CFB0000263,CLI0265,ASG000109,DUD100078,2022-12-03,4,4,4,5,3,5,4,Yes,False,,
CFB0000264,CLI0265,ASG000109,DUD100078,2022-03-07,4,4,4,5,4,3,4,Maybe,False,,
CFB0000265,CLI0265,ASG000109,DUD100078,2022-07-24,2,2,3,3,2,2,2,Maybe,False,,
CFB0000266,CLI0152,ASG000110,DUD100079,2025-10-23,3,3,3,3,4,2,4,Yes,False,,
CFB0000267,CLI0152,ASG000110,DUD100079,2025-06-30,3,3,3,4,3,4,2,Maybe,False,,
CFB0000268,CLI0152,ASG000110,DUD100079,2025-06-05,4,4,4,3,4,4,5,Yes,False,,
CFB0000269,CLI0022,ASG000111,DUD100080,2022-05-09,3,3,2,2,2,3,3,Yes,False,,
CFB0000270,CLI0022,ASG000111,DUD100080,2023-02-22,4,4,5,5,4,4,4,Yes,False,,
CFB0000271,CLI0022,ASG000111,DUD100080,2023-10-26,4,4,5,4,3,4,3,Maybe,False,,
CFB0000272,CLI0022,ASG000111,DUD100080,2023-09-27,5,5,5,5,5,5,5,Yes,False,,
CFB0000273,CLI0276,ASG000112,DUD100081,2023-06-01,3,3,4,3,3,3,2,Yes,False,,
CFB0000274,CLI0276,ASG000112,DUD100081,2023-07-15,4,4,4,4,5,4,4,Yes,False,,
CFB0000275,CLI0250,ASG000113,DUD100081,2024-05-17,4,4,4,3,5,4,5,Yes,False,,
CFB0000276,CLI0250,ASG000113,DUD100081,2023-11-28,5,5,5,4,4,5,5,No,False,,
CFB0000277,CLI0151,ASG000114,DUD100082,2022-08-28,3,3,4,3,2,3,3,Maybe,True,Communication,
CFB0000278,CLI0265,ASG000115,DUD100082,2023-01-09,3,3,4,2,3,4,3,Yes,False,,
CFB0000279,CLI0265,ASG000115,DUD100082,2023-05-04,3,4,4,2,4,4,2,Maybe,False,,
CFB0000280,CLI0265,ASG000115,DUD100082,2023-08-23,3,4,3,2,3,3,3,No,False,,
CFB0000281,CLI0265,ASG000115,DUD100082,2023-08-10,4,4,5,4,4,5,4,Yes,False,,
CFB0000282,CLI0030,ASG000116,DUD100083,2024-08-15,5,4,5,5,5,5,4,Yes,False,,
CFB0000283,CLI0030,ASG000116,DUD100083,2024-03-28,2,2,3,1,2,2,2,Yes,False,,
CFB0000284,CLI0030,ASG000116,DUD100083,2024-12-06,5,5,5,4,5,5,5,Yes,False,,
CFB0000285,CLI0030,ASG000116,DUD100083,2024-04-28,4,5,3,4,5,4,5,Maybe,False,,
CFB0000286,CLI0152,ASG000117,DUD100084,2022-09-04,4,3,3,3,4,4,4,No,False,,
CFB0000287,CLI0152,ASG000117,DUD100084,2022-08-21,4,4,4,4,3,4,4,Yes,False,,
CFB0000288,CLI0152,ASG000117,DUD100084,2022-12-28,4,4,5,4,3,5,5,Yes,False,,
CFB0000289,CLI0037,ASG000118,DUD100084,2023-10-08,3,3,4,4,2,3,3,Yes,False,,
CFB0000290,CLI0268,ASG000119,DUD100085,2025-08-10,4,3,4,4,3,3,4,No,False,,
CFB0000291,CLI0268,ASG000119,DUD100085,2026-06-30,4,3,4,4,3,4,4,Maybe,False,,
CFB0000292,CLI0008,ASG000120,DUD100086,2025-02-25,2,2,2,1,1,2,2,Maybe,False,,
CFB0000293,CLI0165,ASG000121,DUD100087,2021-10-25,4,4,3,3,5,5,3,Maybe,False,,
CFB0000294,CLI0165,ASG000121,DUD100087,2021-06-03,4,4,4,4,4,4,5,Yes,False,,
CFB0000295,CLI0149,ASG000122,DUD100087,2022-02-19,5,5,4,4,5,5,4,Yes,False,,
CFB0000296,CLI0149,ASG000122,DUD100087,2021-11-28,4,5,5,4,3,4,5,Yes,False,,
CFB0000297,CLI0149,ASG000122,DUD100087,2022-05-12,3,3,2,4,3,3,2,Yes,True,Communication,
CFB0000298,CLI0149,ASG000122,DUD100087,2022-03-20,3,3,2,4,2,3,3,Maybe,False,,
CFB0000299,CLI0059,ASG000123,DUD100087,2023-06-21,4,5,5,3,5,4,4,Yes,False,,
CFB0000300,CLI0059,ASG000123,DUD100087,2023-10-05,3,3,3,3,4,4,2,Yes,False,,
CFB0000301,CLI0161,ASG000124,DUD100088,2024-04-19,3,3,4,3,3,3,3,Maybe,False,,
CFB0000302,CLI0161,ASG000124,DUD100088,2025-10-02,4,5,4,3,4,5,4,Yes,False,,
CFB0000303,CLI0276,ASG000125,DUD100089,2025-11-03,5,5,4,5,5,4,5,Maybe,False,,
CFB0000304,CLI0276,ASG000125,DUD100089,2025-08-20,4,4,4,3,4,3,4,Yes,False,,
CFB0000305,CLI0276,ASG000125,DUD100089,2025-12-29,2,2,2,1,2,1,2,Maybe,False,,
CFB0000306,CLI0286,ASG000126,DUD100089,2026-03-23,4,4,4,5,3,4,5,Yes,False,,
CFB0000307,CLI0286,ASG000126,DUD100089,2026-08-05,4,4,3,5,5,3,4,Yes,False,,
CFB0000308,CLI0286,ASG000126,DUD100089,2026-06-05,4,4,4,3,3,3,5,Yes,False,,
CFB0000309,CLI0286,ASG000126,DUD100089,2026-06-03,3,3,3,4,4,4,4,No,True,Punctuality,
CFB0000310,CLI0087,ASG000127,DUD100090,2021-11-08,4,4,5,4,4,4,4,Maybe,False,,
CFB0000311,CLI0087,ASG000127,DUD100090,2021-12-27,4,4,5,4,3,3,5,No,False,,
CFB0000312,CLI0145,ASG000128,DUD100091,2024-06-01,1,1,1,1,2,2,1,Maybe,False,,
CFB0000313,CLI0195,ASG000129,DUD100092,2025-02-15,4,3,3,5,3,3,3,Yes,False,,
CFB0000314,CLI0195,ASG000129,DUD100092,2025-07-06,4,5,4,5,3,3,4,No,False,,
CFB0000315,CLI0195,ASG000129,DUD100092,2025-04-27,5,5,5,5,5,5,5,Yes,False,,
CFB0000316,CLI0195,ASG000129,DUD100092,2024-11-15,4,5,4,4,4,5,5,Yes,False,,
CFB0000317,CLI0153,ASG000130,DUD100093,2023-10-08,3,3,4,2,3,4,4,No,False,,
CFB0000318,CLI0153,ASG000130,DUD100093,2024-12-04,5,5,4,5,5,4,4,No,False,,
CFB0000319,CLI0153,ASG000130,DUD100093,2022-03-08,3,3,2,3,4,4,3,Yes,False,,
CFB0000320,CLI0110,ASG000131,DUD100094,2021-05-11,4,4,4,4,5,3,4,No,False,,
CFB0000321,CLI0110,ASG000131,DUD100094,2021-05-13,5,5,5,5,5,5,5,Yes,False,,
CFB0000322,CLI0014,ASG000132,DUD100095,2026-05-30,3,2,3,4,3,4,3,Maybe,False,,
CFB0000323,CLI0014,ASG000132,DUD100095,2026-03-21,5,5,5,5,4,4,4,Yes,False,,
CFB0000324,CLI0014,ASG000132,DUD100095,2026-10-18,4,4,5,3,4,4,4,Yes,False,,
CFB0000325,CLI0014,ASG000132,DUD100095,2026-05-24,4,3,4,4,4,3,5,Maybe,False,,
CFB0000326,CLI0081,ASG000133,DUD100095,2026-12-30,5,4,5,5,5,5,4,Maybe,False,,
CFB0000327,CLI0081,ASG000133,DUD100095,2027-10-06,3,3,2,3,3,2,3,Maybe,False,,
CFB0000328,CLI0134,ASG000134,DUD100096,2023-03-09,4,3,5,5,4,3,5,Maybe,False,,
CFB0000329,CLI0134,ASG000134,DUD100096,2023-01-25,5,5,5,5,5,5,5,Yes,False,,
CFB0000330,CLI0134,ASG000134,DUD100096,2023-01-06,4,4,3,5,3,3,3,Yes,False,,
CFB0000331,CLI0134,ASG000134,DUD100096,2023-05-01,3,3,2,3,3,2,3,Yes,False,,
CFB0000332,CLI0154,ASG000135,DUD100096,2023-11-08,3,3,3,3,3,4,3,No,False,,
CFB0000333,CLI0154,ASG000135,DUD100096,2023-12-13,3,3,4,3,2,3,3,Maybe,False,,
CFB0000334,CLI0154,ASG000135,DUD100096,2023-09-10,4,4,4,5,4,3,3,Yes,False,,
CFB0000335,CLI0215,ASG000136,DUD100096,2025-12-10,3,3,2,2,3,3,3,No,True,Professionalism,
CFB0000336,CLI0215,ASG000136,DUD100096,2025-07-25,3,3,2,2,4,3,3,No,True,Attendance,
CFB0000337,CLI0215,ASG000136,DUD100096,2025-09-05,5,5,4,5,4,5,5,Maybe,True,Classroom Management,
CFB0000338,CLI0215,ASG000136,DUD100096,2024-08-07,4,4,4,5,5,5,3,Yes,False,,
CFB0000339,CLI0083,ASG000137,DUD100097,2022-11-07,4,4,5,5,3,4,4,Yes,False,,
CFB0000340,CLI0083,ASG000137,DUD100097,2023-03-27,3,3,4,2,3,3,3,No,False,,
CFB0000341,CLI0083,ASG000137,DUD100097,2022-11-13,5,5,4,5,5,5,4,Yes,False,,
CFB0000342,CLI0079,ASG000138,DUD100097,2024-03-30,2,2,3,1,1,2,1,Yes,False,,
CFB0000343,CLI0071,ASG000139,DUD100098,2026-04-20,4,4,3,3,5,5,4,Yes,False,,
CFB0000344,CLI0071,ASG000139,DUD100098,2027-03-30,3,4,3,3,3,2,2,Maybe,False,,
CFB0000345,CLI0071,ASG000139,DUD100098,2026-04-19,4,4,3,4,3,4,4,Yes,False,,
CFB0000346,CLI0071,ASG000139,DUD100098,2026-10-19,4,3,4,4,5,3,4,No,False,,
CFB0000347,CLI0107,ASG000140,DUD100098,2027-05-14,4,4,3,3,4,3,3,Maybe,False,,
CFB0000348,CLI0107,ASG000140,DUD100098,2027-05-14,4,4,4,4,5,4,4,Yes,False,,
CFB0000349,CLI0107,ASG000140,DUD100098,2027-05-14,4,4,3,3,4,3,4,Maybe,False,,
CFB0000350,CLI0155,ASG000141,DUD100099,2025-06-28,4,3,4,3,5,5,3,Yes,False,,
CFB0000351,CLI0155,ASG000141,DUD100099,2025-09-08,3,4,2,3,4,2,3,No,False,,
CFB0000352,CLI0155,ASG000141,DUD100099,2025-04-22,5,5,5,5,5,5,5,Yes,False,,
CFB0000353,CLI0155,ASG000141,DUD100099,2025-03-07,4,4,4,4,5,3,4,Yes,False,,
CFB0000354,CLI0087,ASG000142,DUD100099,2026-07-28,5,5,5,5,5,4,5,Yes,False,,
CFB0000355,CLI0087,ASG000142,DUD100099,2026-07-22,3,3,3,2,4,3,2,No,False,,
CFB0000356,CLI0148,ASG000143,DUD100100,2025-04-28,5,5,5,5,5,5,4,Yes,False,,
CFB0000357,CLI0148,ASG000143,DUD100100,2025-04-01,5,5,5,4,5,4,4,Yes,False,,
CFB0000358,CLI0148,ASG000143,DUD100100,2025-05-03,3,3,2,3,2,3,2,Yes,False,,
CFB0000359,CLI0148,ASG000143,DUD100100,2025-06-22,5,5,4,5,5,5,5,Yes,False,,
CFB0000360,CLI0254,ASG000144,DUD100101,2026-07-05,3,2,3,3,3,2,3,Maybe,False,,
CFB0000361,CLI0254,ASG000144,DUD100101,2026-07-25,4,4,4,4,4,4,4,Yes,False,,
CFB0000362,CLI0254,ASG000144,DUD100101,2026-06-28,5,5,5,4,5,4,5,Yes,False,,
CFB0000363,CLI0211,ASG000145,DUD100102,2025-09-08,1,2,1,2,1,1,1,No,True,Attendance,
CFB0000364,CLI0061,ASG000146,DUD100103,2023-06-01,5,5,4,5,5,5,4,Yes,False,,
CFB0000365,CLI0061,ASG000146,DUD100103,2023-07-03,4,4,3,4,5,4,5,No,True,Punctuality,
CFB0000366,CLI0061,ASG000146,DUD100103,2023-05-21,4,3,4,4,4,5,3,Maybe,False,,
CFB0000367,CLI0011,ASG000147,DUD100103,2023-09-25,3,3,2,3,3,2,2,Maybe,False,,
CFB0000368,CLI0011,ASG000147,DUD100103,2023-09-02,4,4,3,5,5,5,4,Yes,False,,
CFB0000369,CLI0011,ASG000147,DUD100103,2023-09-05,4,3,4,5,4,4,4,Yes,False,,
CFB0000370,CLI0158,ASG000148,DUD100104,2024-09-02,4,4,4,4,3,4,4,Yes,False,,
CFB0000371,CLI0158,ASG000148,DUD100104,2025-06-24,4,3,3,4,4,5,4,Yes,False,,
CFB0000372,CLI0158,ASG000148,DUD100104,2025-08-12,3,4,3,4,4,2,3,Yes,False,,
CFB0000373,CLI0158,ASG000148,DUD100104,2024-09-07,3,3,4,3,3,3,2,Maybe,True,Professionalism,
CFB0000374,CLI0046,ASG000149,DUD100104,2027-02-26,2,3,2,2,2,3,1,Maybe,False,,
CFB0000375,CLI0046,ASG000149,DUD100104,2026-11-20,5,4,5,5,5,5,5,Yes,False,,
CFB0000376,CLI0007,ASG000150,DUD100104,2027-09-15,1,1,1,2,1,1,1,Maybe,False,,
CFB0000377,CLI0007,ASG000150,DUD100104,2027-11-13,5,5,5,5,4,5,5,Yes,False,,
CFB0000378,CLI0023,ASG000151,DUD100105,2022-08-02,2,3,2,3,1,2,1,No,False,,
CFB0000379,CLI0080,ASG000152,DUD100106,2024-05-13,2,1,2,1,1,1,1,Maybe,False,,
CFB0000380,CLI0080,ASG000152,DUD100106,2024-03-02,4,4,4,4,4,4,4,Yes,False,,
CFB0000381,CLI0185,ASG000153,DUD100106,2025-06-13,4,5,3,3,3,4,4,Maybe,False,,
CFB0000382,CLI0185,ASG000153,DUD100106,2025-06-19,2,3,2,3,3,2,2,Yes,False,,
CFB0000383,CLI0185,ASG000153,DUD100106,2024-08-25,3,3,4,3,3,3,2,No,False,,
CFB0000384,CLI0185,ASG000153,DUD100106,2025-02-23,5,4,5,5,4,5,5,Yes,False,,
CFB0000385,CLI0211,ASG000154,DUD100106,2025-10-12,4,4,5,4,4,3,4,Yes,False,,
CFB0000386,CLI0211,ASG000154,DUD100106,2025-11-18,3,2,4,3,4,2,3,Yes,False,,
CFB0000387,CLI0211,ASG000154,DUD100106,2026-03-28,5,5,4,5,5,5,5,Yes,False,,
CFB0000388,CLI0032,ASG000155,DUD100107,2022-08-30,4,4,5,4,4,4,3,Yes,False,,
CFB0000389,CLI0083,ASG000156,DUD100107,2025-03-07,3,2,3,3,4,3,3,No,True,Punctuality,
CFB0000390,CLI0107,ASG000157,DUD100108,2025-05-23,5,5,5,5,5,4,5,Maybe,False,,
CFB0000391,CLI0011,ASG000158,DUD100108,2025-11-23,4,4,5,3,3,5,4,Yes,False,,
CFB0000392,CLI0011,ASG000158,DUD100108,2025-09-30,3,3,3,2,2,4,4,Maybe,False,,
CFB0000393,CLI0011,ASG000158,DUD100108,2025-11-16,4,4,5,4,4,3,3,Yes,False,,
CFB0000394,CLI0273,ASG000159,DUD100109,2023-05-24,4,4,4,4,3,4,5,Maybe,False,,
CFB0000395,CLI0273,ASG000159,DUD100109,2023-05-23,4,4,3,4,3,3,5,Yes,True,Professionalism,
CFB0000396,CLI0273,ASG000159,DUD100109,2023-08-06,5,5,5,5,5,5,5,Yes,False,,
CFB0000397,CLI0273,ASG000159,DUD100109,2023-07-28,5,5,5,5,5,4,5,Yes,False,,
CFB0000398,CLI0144,ASG000160,DUD100109,2023-10-26,5,4,5,5,5,5,5,Maybe,False,,
CFB0000399,CLI0144,ASG000160,DUD100109,2023-11-17,4,4,3,5,4,3,4,Yes,False,,
CFB0000400,CLI0056,ASG000161,DUD100110,2023-09-18,5,5,4,5,4,5,5,Yes,False,,
CFB0000401,CLI0056,ASG000161,DUD100110,2023-07-16,4,5,4,3,4,4,3,Yes,False,,
CFB0000402,CLI0101,ASG000162,DUD100110,2025-10-30,4,5,4,4,3,5,4,Yes,False,,
CFB0000403,CLI0101,ASG000162,DUD100110,2026-07-01,5,4,5,5,4,5,5,Yes,False,,
CFB0000404,CLI0101,ASG000162,DUD100110,2024-09-17,5,5,5,5,5,5,5,Yes,False,,
CFB0000405,CLI0069,ASG000163,DUD100111,2021-02-01,5,4,5,5,5,5,4,Yes,False,,
CFB0000406,CLI0069,ASG000163,DUD100111,2021-02-21,5,5,4,4,4,5,4,Maybe,False,,
CFB0000407,CLI0069,ASG000163,DUD100111,2021-05-07,4,3,5,3,4,3,5,No,False,,
CFB0000408,CLI0147,ASG000164,DUD100111,2022-06-01,4,4,4,5,4,3,3,Maybe,False,,
CFB0000409,CLI0158,ASG000165,DUD100112,2024-01-14,5,5,4,5,4,4,5,Yes,False,,
CFB0000410,CLI0200,ASG000166,DUD100113,2025-08-01,4,4,4,4,3,4,5,Maybe,False,,
CFB0000411,CLI0200,ASG000166,DUD100113,2026-02-16,5,5,4,5,5,4,5,Yes,False,,
CFB0000412,CLI0038,ASG000167,DUD100114,2022-03-31,4,3,5,5,5,3,5,Yes,False,,
CFB0000413,CLI0038,ASG000167,DUD100114,2023-01-11,2,1,3,2,3,2,2,Maybe,False,,
CFB0000414,CLI0038,ASG000167,DUD100114,2022-12-02,3,2,3,4,3,3,3,Yes,False,,
CFB0000415,CLI0038,ASG000167,DUD100114,2022-04-27,4,4,4,4,4,5,4,Yes,False,,
CFB0000416,CLI0121,ASG000168,DUD100115,2025-04-27,4,5,5,4,5,4,4,Yes,False,,
CFB0000417,CLI0121,ASG000168,DUD100115,2025-06-04,5,5,5,5,4,5,5,Yes,False,,
CFB0000418,CLI0121,ASG000168,DUD100115,2025-06-19,4,3,4,4,5,4,5,Yes,False,,
CFB0000419,CLI0121,ASG000168,DUD100115,2025-04-03,4,4,3,4,5,3,4,Yes,False,,
CFB0000420,CLI0046,ASG000169,DUD100115,2025-11-06,5,5,5,5,5,5,5,No,False,,
CFB0000421,CLI0046,ASG000169,DUD100115,2026-06-25,3,2,4,3,4,3,2,Maybe,False,,
CFB0000422,CLI0046,ASG000169,DUD100115,2025-09-21,4,4,4,4,4,5,4,Yes,False,,
CFB0000423,CLI0023,ASG000170,DUD100116,2023-02-28,4,4,4,4,5,4,4,Yes,False,,
CFB0000424,CLI0023,ASG000170,DUD100116,2022-12-23,4,4,3,4,5,4,5,Yes,False,,
CFB0000425,CLI0023,ASG000170,DUD100116,2023-01-29,5,5,5,4,4,5,5,Yes,False,,
CFB0000426,CLI0246,ASG000171,DUD100116,2025-05-29,3,2,4,3,3,2,2,Yes,True,Lesson Quality,
CFB0000427,CLI0246,ASG000171,DUD100116,2023-07-02,5,4,4,5,5,4,5,Maybe,False,,
CFB0000428,CLI0246,ASG000171,DUD100116,2024-08-17,3,4,3,3,3,2,3,Maybe,False,,
CFB0000429,CLI0246,ASG000171,DUD100116,2025-10-19,4,4,4,5,4,3,4,No,False,,
CFB0000430,CLI0242,ASG000172,DUD100117,2021-01-13,3,3,2,3,4,3,3,No,False,,
CFB0000431,CLI0242,ASG000172,DUD100117,2021-09-18,3,3,3,3,2,2,2,Maybe,False,,
CFB0000432,CLI0242,ASG000172,DUD100117,2021-06-19,4,4,5,4,3,5,4,Maybe,False,,
CFB0000433,CLI0115,ASG000173,DUD100118,2023-01-31,3,3,3,3,3,4,4,Maybe,False,,
CFB0000434,CLI0115,ASG000173,DUD100118,2024-12-16,4,4,4,5,3,5,4,Yes,False,,
CFB0000435,CLI0200,ASG000174,DUD100119,2021-09-12,4,4,3,3,4,5,3,Yes,False,,
CFB0000436,CLI0200,ASG000174,DUD100119,2022-01-24,4,3,4,4,3,3,4,Yes,False,,
CFB0000437,CLI0200,ASG000174,DUD100119,2021-08-29,5,5,5,4,5,5,5,Yes,False,,
CFB0000438,CLI0200,ASG000174,DUD100119,2022-01-14,4,5,4,4,5,3,3,Yes,False,,
CFB0000439,CLI0020,ASG000175,DUD100119,2022-10-03,2,3,2,2,1,2,2,Maybe,False,,
CFB0000440,CLI0020,ASG000175,DUD100119,2022-06-05,4,3,3,4,3,3,3,Yes,False,,
CFB0000441,CLI0271,ASG000176,DUD100119,2026-02-03,2,2,1,2,2,1,1,No,False,,
CFB0000442,CLI0271,ASG000176,DUD100119,2025-10-07,5,5,4,5,5,5,5,Yes,False,,
CFB0000443,CLI0271,ASG000176,DUD100119,2024-06-02,4,5,3,4,3,3,4,Yes,False,,
CFB0000444,CLI0271,ASG000176,DUD100119,2024-06-01,5,4,5,4,5,4,5,No,False,,
CFB0000445,CLI0078,ASG000177,DUD100120,2025-06-14,3,3,2,4,3,3,2,No,False,,
CFB0000446,CLI0078,ASG000177,DUD100120,2025-10-03,2,1,2,2,2,1,2,Yes,False,,
CFB0000447,CLI0092,ASG000178,DUD100120,2026-03-04,4,4,5,5,4,5,4,Yes,False,,
CFB0000448,CLI0092,ASG000178,DUD100120,2026-02-08,3,2,3,4,3,3,2,Yes,False,,
CFB0000449,CLI0092,ASG000178,DUD100120,2026-02-11,5,5,5,5,4,5,5,Yes,False,,
CFB0000450,CLI0278,ASG000179,DUD100121,2025-01-22,3,2,3,3,4,4,4,Maybe,False,,
CFB0000451,CLI0278,ASG000179,DUD100121,2025-12-23,4,3,5,3,3,4,5,Yes,False,,
CFB0000452,CLI0278,ASG000179,DUD100121,2026-02-14,5,5,5,5,5,4,5,Yes,False,,
CFB0000453,CLI0278,ASG000179,DUD100121,2025-05-02,4,4,3,5,5,5,4,No,False,,
CFB0000454,CLI0150,ASG000180,DUD100122,2026-02-03,3,3,3,4,4,4,4,Yes,False,,
CFB0000455,CLI0150,ASG000180,DUD100122,2026-06-02,4,4,5,4,4,3,5,Yes,False,,
CFB0000456,CLI0150,ASG000180,DUD100122,2025-03-09,5,5,4,4,5,4,4,Maybe,False,,
CFB0000457,CLI0150,ASG000180,DUD100122,2024-01-22,5,5,5,5,5,4,5,Yes,False,,
CFB0000458,CLI0223,ASG000181,DUD100123,2021-10-25,5,5,5,4,5,5,5,Yes,False,,
CFB0000459,CLI0223,ASG000181,DUD100123,2021-09-08,4,5,3,4,4,5,3,Maybe,False,,
CFB0000460,CLI0223,ASG000181,DUD100123,2021-07-19,4,4,4,4,4,5,5,Yes,False,,
CFB0000461,CLI0268,ASG000182,DUD100123,2022-11-26,4,3,4,3,3,4,5,Yes,False,,
CFB0000462,CLI0125,ASG000183,DUD100124,2024-08-08,4,4,4,4,5,3,5,Yes,False,,
CFB0000463,CLI0125,ASG000183,DUD100124,2024-09-17,5,5,4,5,5,5,4,Yes,False,,
CFB0000464,CLI0125,ASG000183,DUD100124,2024-08-29,4,3,3,3,3,3,3,Yes,False,,
CFB0000465,CLI0125,ASG000183,DUD100124,2024-10-18,2,3,2,2,3,3,3,Yes,True,Punctuality,
CFB0000466,CLI0246,ASG000184,DUD100125,2023-12-12,3,4,3,4,3,2,3,Maybe,False,,
CFB0000467,CLI0246,ASG000184,DUD100125,2023-10-07,4,5,4,4,4,4,4,Maybe,False,,
CFB0000468,CLI0246,ASG000184,DUD100125,2024-03-07,4,4,3,5,3,5,3,Yes,False,,
CFB0000469,CLI0212,ASG000185,DUD100125,2025-10-03,3,2,3,2,2,3,3,No,True,Lesson Quality,
CFB0000470,CLI0140,ASG000186,DUD100126,2025-07-31,4,4,3,4,5,5,4,Yes,False,,
CFB0000471,CLI0140,ASG000186,DUD100126,2025-06-18,4,3,4,5,4,3,4,Maybe,False,,
CFB0000472,CLI0140,ASG000186,DUD100126,2025-04-15,4,3,4,5,5,5,3,Yes,False,,
CFB0000473,CLI0140,ASG000186,DUD100126,2025-04-26,4,4,3,5,4,5,3,Maybe,False,,
CFB0000474,CLI0171,ASG000187,DUD100127,2023-11-20,5,5,5,4,5,5,5,Yes,True,Communication,
CFB0000475,CLI0171,ASG000187,DUD100127,2023-10-04,4,5,4,3,4,3,3,Maybe,False,,
CFB0000476,CLI0171,ASG000187,DUD100127,2023-10-22,4,3,3,5,3,3,3,Maybe,False,,
CFB0000477,CLI0171,ASG000187,DUD100127,2023-12-26,5,5,5,5,5,5,4,Yes,False,,
CFB0000478,CLI0297,ASG000188,DUD100128,2026-07-07,4,4,4,4,4,4,5,Yes,False,,
CFB0000479,CLI0297,ASG000189,DUD100129,2026-01-20,5,5,5,5,5,4,5,Yes,False,,
CFB0000480,CLI0297,ASG000189,DUD100129,2026-04-05,4,5,4,4,4,3,4,Maybe,False,,
CFB0000481,CLI0297,ASG000189,DUD100129,2024-11-25,4,4,3,5,3,5,4,Maybe,False,,
CFB0000482,CLI0021,ASG000190,DUD100130,2026-08-09,4,4,4,4,4,4,3,Yes,False,,
CFB0000483,CLI0021,ASG000190,DUD100130,2027-02-09,3,2,3,2,4,3,4,Maybe,False,,
CFB0000484,CLI0021,ASG000190,DUD100130,2027-04-30,3,2,3,2,2,3,3,Yes,False,,
CFB0000485,CLI0061,ASG000191,DUD100131,2025-10-27,5,5,4,5,5,5,5,Yes,False,,
CFB0000486,CLI0128,ASG000192,DUD100132,2026-04-11,5,5,5,4,5,4,5,Yes,False,,
CFB0000487,CLI0128,ASG000192,DUD100132,2026-03-09,4,4,3,3,4,5,4,Yes,False,,
CFB0000488,CLI0128,ASG000192,DUD100132,2026-08-17,1,2,1,1,1,1,2,Maybe,True,Professionalism,
CFB0000489,CLI0066,ASG000193,DUD100133,2023-04-26,3,2,2,3,2,3,3,Yes,False,,
CFB0000490,CLI0066,ASG000193,DUD100133,2024-06-26,4,4,5,3,4,3,4,Yes,False,,
CFB0000491,CLI0066,ASG000193,DUD100133,2025-03-09,4,4,4,4,4,4,5,Yes,False,,
CFB0000492,CLI0066,ASG000193,DUD100133,2026-04-02,4,5,3,3,4,4,4,Yes,False,,
CFB0000493,CLI0149,ASG000194,DUD100134,2021-09-19,4,4,4,4,5,4,3,Yes,False,,
CFB0000494,CLI0163,ASG000195,DUD100134,2022-12-07,2,3,2,2,2,3,2,Maybe,False,,
CFB0000495,CLI0163,ASG000195,DUD100134,2022-11-20,3,3,3,2,2,3,3,Maybe,False,,
CFB0000496,CLI0169,ASG000196,DUD100134,2024-11-30,3,3,4,3,4,3,3,No,False,,
CFB0000497,CLI0169,ASG000196,DUD100134,2026-04-20,4,4,3,5,4,5,4,Yes,False,,
CFB0000498,CLI0257,ASG000197,DUD100135,2021-12-03,4,4,3,3,5,3,4,Yes,False,,
CFB0000499,CLI0257,ASG000197,DUD100135,2022-08-31,3,2,3,3,3,3,4,Maybe,False,,
CFB0000500,CLI0257,ASG000197,DUD100135,2022-02-03,3,3,2,4,3,2,3,Maybe,False,,
CFB0000501,CLI0016,ASG000198,DUD100135,2024-02-06,4,5,4,4,5,4,4,Maybe,False,,
CFB0000502,CLI0016,ASG000198,DUD100135,2026-03-24,4,4,3,3,5,3,3,Maybe,True,Professionalism,
CFB0000503,CLI0016,ASG000198,DUD100135,2023-05-26,3,3,2,3,3,4,2,Yes,False,,
CFB0000504,CLI0175,ASG000199,DUD100136,2026-03-26,5,5,5,5,4,4,5,Yes,False,,
CFB0000505,CLI0175,ASG000199,DUD100136,2025-12-18,1,1,1,2,1,1,1,Maybe,False,,
CFB0000506,CLI0175,ASG000199,DUD100136,2026-02-10,2,1,3,2,1,3,3,No,True,Classroom Management,
CFB0000507,CLI0244,ASG000200,DUD100136,2026-11-26,2,1,2,1,2,3,2,Maybe,False,,
CFB0000508,CLI0244,ASG000200,DUD100136,2027-02-11,4,4,4,5,4,4,5,Yes,False,,
