training_record_id,employee_id,training_date,training_type,delivery_mode,trainer_employee_id,completion_status,result,training_notes
TRN000245,DUD100018,2024-06-29,General Zoom Training,Zoom,DUD101314,Completed,Passed,Reinforced lesson preparation
TRN000246,DUD100018,2024-12-06,General Zoom Training,Zoom,DUD100052,Completed,Passed,Reinforced classroom management
TRN000247,DUD100018,2025-02-14,General Zoom Training,Zoom,DUD101473,Completed,Passed,Teaching ideas and classroom techniques
TRN000248,DUD100018,2025-05-01,General Zoom Training,Zoom,DUD100939,Completed,Passed,Reinforced lesson preparation
TRN000249,DUD100018,2025-10-03,General Zoom Training,Zoom,DUD100978,Completed,Passed,Reinforced communication and professionalism
TRN000250,DUD100018,2025-12-29,General Zoom Training,Zoom,DUD100733,Completed,Passed,Reinforced classroom management
TRN000251,DUD100018,2026-03-14,General Zoom Training,Zoom,DUD101425,Completed,Passed,Reinforced lesson preparation
TRN000252,DUD100019,2024-12-31,Orientation,In Person,DUD100482,Completed,Passed,Initial training completed
TRN000253,DUD100019,2025-01-07,On-the-Job Training,In Person,DUD100661,Completed,Passed,Two-week initial training
TRN000254,DUD100019,2026-03-02,General Zoom Training,Zoom,DUD101090,Completed,Passed,Reinforced classroom management
TRN000255,DUD100020,2021-07-25,Orientation,In Person,DUD101303,Completed,Passed,Initial training completed
TRN000256,DUD100020,2021-08-01,On-the-Job Training,In Person,DUD101427,Completed,Passed,Two-week initial training
TRN000257,DUD100020,2021-09-30,General Zoom Training,Zoom,DUD100312,Completed,Passed,Reinforced communication and professionalism
TRN000258,DUD100020,2022-01-01,General Zoom Training,Zoom,DUD101057,Completed,Passed,Reinforced classroom management
TRN000259,DUD100020,2022-04-05,General Zoom Training,Zoom,DUD100675,Completed,Passed,Reinforced communication and professionalism
TRN000260,DUD100020,2022-11-13,General Zoom Training,Zoom,DUD100248,Completed,Passed,Reinforced communication and professionalism
TRN000261,DUD100020,2023-01-22,General Zoom Training,Zoom,DUD100460,Completed,Passed,Reinforced classroom management
TRN000262,DUD100020,2023-07-09,General Zoom Training,Zoom,DUD100953,Completed,Passed,Reinforced communication and professionalism
TRN000263,DUD100020,2024-02-29,General Zoom Training,Zoom,DUD100795,Completed,Passed,Reinforced classroom management
TRN000264,DUD100020,2024-05-22,General Zoom Training,Zoom,DUD100721,Completed,Passed,Reinforced communication and professionalism
TRN000265,DUD100020,2024-09-28,General Zoom Training,Zoom,DUD101387,Completed,Passed,Reinforced classroom management
TRN000266,DUD100020,2024-11-30,General Zoom Training,Zoom,DUD100722,Completed,Passed,Reinforced classroom management
TRN000267,DUD100020,2025-02-21,General Zoom Training,Zoom,DUD101088,Completed,Passed,Reinforced classroom management
TRN000268,DUD100020,2025-07-31,General Zoom Training,Zoom,DUD101339,Completed,Passed,Teaching ideas and classroom techniques
TRN000269,DUD100020,2025-09-30,General Zoom Training,Zoom,DUD100697,Completed,Passed,General teaching skills refresher
TRN000270,DUD100020,2025-12-27,General Zoom Training,Zoom,DUD100499,Completed,Passed,Reinforced lesson preparation
TRN000271,DUD100020,2026-03-05,General Zoom Training,Zoom,DUD100845,Completed,Passed,Reinforced classroom management
TRN000272,DUD100021,2023-03-23,Orientation,In Person,DUD100829,Completed,Passed,Initial training completed
TRN000273,DUD100021,2023-03-30,On-the-Job Training,In Person,DUD100482,Completed,Passed,Two-week initial training
TRN000274,DUD100021,2023-06-08,General Zoom Training,Zoom,DUD101465,Completed,Passed,Teaching ideas and classroom techniques
TRN000275,DUD100021,2023-08-27,General Zoom Training,Zoom,DUD101114,Completed,Passed,General teaching skills refresher
TRN000276,DUD100021,2024-04-09,General Zoom Training,Zoom,DUD100665,Completed,Passed,Reinforced classroom management
TRN000277,DUD100021,2024-08-29,General Zoom Training,Zoom,DUD100297,Completed,Passed,General teaching skills refresher
TRN000278,DUD100021,2024-11-21,General Zoom Training,Zoom,DUD101382,Completed,Passed,General teaching skills refresher
TRN000279,DUD100021,2025-01-28,General Zoom Training,Zoom,DUD100805,Completed,Passed,Reinforced classroom management
TRN000280,DUD100021,2025-06-23,General Zoom Training,Zoom,DUD101339,Completed,Passed,Reinforced lesson preparation
TRN000281,DUD100021,2025-09-22,General Zoom Training,Zoom,DUD101465,Completed,Passed,General teaching skills refresher
TRN000282,DUD100021,2025-11-25,General Zoom Training,Zoom,DUD100747,Completed,Passed,Reinforced classroom management
TRN000283,DUD100021,2026-01-30,General Zoom Training,Zoom,DUD100062,Completed,Passed,Reinforced communication and professionalism
TRN000284,DUD100022,2023-10-16,Orientation,In Person,DUD101262,Completed,Passed,Initial training completed
TRN000285,DUD100022,2023-10-23,On-the-Job Training,In Person,DUD100382,Completed,Passed,Two-week initial training
TRN000286,DUD100022,2024-01-10,General Zoom Training,Zoom,DUD100747,Completed,Passed,General teaching skills refresher
TRN000287,DUD100022,2024-03-10,General Zoom Training,Zoom,DUD100519,Completed,Passed,Teaching ideas and classroom techniques
TRN000288,DUD100022,2024-06-02,General Zoom Training,Zoom,DUD100758,Completed,Passed,Teaching ideas and classroom techniques
TRN000289,DUD100022,2024-08-27,General Zoom Training,Zoom,DUD101494,Completed,Passed,Teaching ideas and classroom techniques
TRN000290,DUD100022,2024-11-06,General Zoom Training,Zoom,DUD101090,Completed,Passed,Reinforced classroom management
TRN000291,DUD100022,2025-01-27,General Zoom Training,Zoom,DUD100330,Completed,Passed,Teaching ideas and classroom techniques
TRN000292,DUD100022,2025-04-08,General Zoom Training,Zoom,DUD100248,Completed,Passed,General teaching skills refresher
TRN000293,DUD100022,2025-06-10,General Zoom Training,Zoom,DUD100067,Completed,Passed,Reinforced lesson preparation
TRN000294,DUD100022,2025-08-13,General Zoom Training,Zoom,DUD100795,Completed,Passed,Teaching ideas and classroom techniques
TRN000295,DUD100022,2025-11-01,General Zoom Training,Zoom,DUD100181,Completed,Passed,Reinforced communication and professionalism
TRN000296,DUD100022,2026-01-01,General Zoom Training,Zoom,DUD101293,Completed,Passed,General teaching skills refresher
TRN000297,DUD100022,2026-03-07,General Zoom Training,Zoom,DUD100216,Completed,Passed,Reinforced lesson preparation
TRN000298,DUD100023,2022-10-15,Orientation,In Person,DUD100295,Completed,Passed,Initial training completed
TRN000299,DUD100023,2022-10-22,On-the-Job Training,In Person,DUD101267,Completed,Passed,Two-week initial training
TRN000300,DUD100023,2023-01-09,General Zoom Training,Zoom,DUD101176,Completed,Passed,Teaching ideas and classroom techniques
TRN000301,DUD100023,2023-04-08,General Zoom Training,Zoom,DUD100453,Completed,Passed,General teaching skills refresher
TRN000302,DUD100023,2023-07-06,General Zoom Training,Zoom,DUD100012,Completed,Passed,General teaching skills refresher
TRN000303,DUD100023,2023-09-16,General Zoom Training,Zoom,DUD101059,Completed,Passed,General teaching skills refresher
TRN000304,DUD100023,2023-11-27,General Zoom Training,Zoom,DUD100671,Completed,Passed,Teaching ideas and classroom techniques
TRN000305,DUD100023,2024-02-26,General Zoom Training,Zoom,DUD100822,Completed,Passed,Teaching ideas and classroom techniques
TRN000306,DUD100023,2024-05-18,General Zoom Training,Zoom,DUD100330,Completed,Passed,Teaching ideas and classroom techniques
TRN000307,DUD100023,2024-10-18,General Zoom Training,Zoom,DUD100934,Completed,Passed,Reinforced communication and professionalism
TRN000308,DUD100023,2025-03-31,General Zoom Training,Zoom,DUD100829,Completed,Passed,Reinforced classroom management
TRN000309,DUD100023,2025-06-28,General Zoom Training,Zoom,DUD101465,Completed,Passed,Reinforced communication and professionalism
TRN000310,DUD100023,2025-09-04,General Zoom Training,Zoom,DUD100665,Completed,Passed,General teaching skills refresher
TRN000311,DUD100023,2025-11-18,General Zoom Training,Zoom,DUD101114,Completed,Passed,General teaching skills refresher
TRN000312,DUD100023,2026-01-23,General Zoom Training,Zoom,DUD100330,Completed,Passed,Teaching ideas and classroom techniques
TRN000313,DUD100024,2021-11-26,Orientation,In Person,DUD100062,Completed,Passed,Initial training completed
TRN000314,DUD100024,2021-12-03,On-the-Job Training,In Person,DUD101314,Completed,Passed,Two-week initial training
TRN000315,DUD100024,2022-02-02,General Zoom Training,Zoom,DUD101193,Completed,Passed,Reinforced communication and professionalism
TRN000316,DUD100024,2022-04-11,General Zoom Training,Zoom,DUD100788,Completed,Passed,Reinforced communication and professionalism
TRN000317,DUD100024,2022-06-16,General Zoom Training,Zoom,DUD100589,Completed,Passed,General teaching skills refresher
TRN000318,DUD100024,2022-11-18,General Zoom Training,Zoom,DUD101173,Completed,Passed,Reinforced lesson preparation
TRN000319,DUD100024,2023-02-02,General Zoom Training,Zoom,DUD100328,Completed,Passed,Reinforced classroom management
TRN000320,DUD100024,2023-04-07,General Zoom Training,Zoom,DUD101122,Completed,Passed,Reinforced communication and professionalism
TRN000321,DUD100024,2023-06-10,General Zoom Training,Zoom,DUD101314,Completed,Passed,General teaching skills refresher
TRN000322,DUD100024,2023-09-01,General Zoom Training,Zoom,DUD100644,Completed,Passed,Reinforced communication and professionalism
TRN000323,DUD100024,2023-11-18,General Zoom Training,Zoom,DUD100337,Completed,Passed,Reinforced communication and professionalism
TRN000324,DUD100024,2024-01-22,General Zoom Training,Zoom,DUD101293,Completed,Passed,Teaching ideas and classroom techniques
TRN000325,DUD100024,2024-04-24,General Zoom Training,Zoom,DUD100823,Completed,Passed,General teaching skills refresher
TRN000326,DUD100024,2024-07-27,General Zoom Training,Zoom,DUD100675,Completed,Passed,Reinforced lesson preparation
TRN000327,DUD100024,2024-09-25,General Zoom Training,Zoom,DUD100335,Completed,Passed,Reinforced classroom management
TRN000328,DUD100024,2024-12-07,General Zoom Training,Zoom,DUD101056,Completed,Passed,Reinforced lesson preparation
TRN000329,DUD100024,2025-05-07,General Zoom Training,Zoom,DUD100758,Completed,Passed,Reinforced classroom management
TRN000330,DUD100024,2025-07-25,General Zoom Training,Zoom,DUD101482,Completed,Passed,Teaching ideas and classroom techniques
TRN000331,DUD100024,2025-10-27,General Zoom Training,Zoom,DUD101324,Completed,Passed,General teaching skills refresher
TRN000332,DUD100024,2026-01-20,General Zoom Training,Zoom,DUD100836,Completed,Passed,Reinforced classroom management
TRN000333,DUD100024,2026-03-29,General Zoom Training,Zoom,DUD100415,Completed,Passed,Reinforced lesson preparation
TRN000334,DUD100025,2024-05-03,Orientation,In Person,DUD100733,Completed,Passed,Initial training completed
TRN000335,DUD100025,2024-05-10,On-the-Job Training,In Person,DUD100466,Completed,Passed,Two-week initial training
TRN000336,DUD100025,2024-07-28,General Zoom Training,Zoom,DUD100220,Completed,Passed,Teaching ideas and classroom techniques
TRN000337,DUD100025,2024-10-26,General Zoom Training,Zoom,DUD100747,Completed,Passed,Reinforced communication and professionalism
TRN000338,DUD100025,2025-01-26,General Zoom Training,Zoom,DUD101484,Completed,Passed,Reinforced communication and professionalism
TRN000339,DUD100025,2025-04-28,General Zoom Training,Zoom,DUD100457,Completed,Passed,Teaching ideas and classroom techniques
TRN000340,DUD100025,2025-07-14,General Zoom Training,Zoom,DUD101193,Completed,Passed,Reinforced communication and professionalism
TRN000341,DUD100025,2025-09-22,General Zoom Training,Zoom,DUD101173,Completed,Passed,Reinforced communication and professionalism
TRN000342,DUD100025,2025-11-25,General Zoom Training,Zoom,DUD101088,Completed,Passed,General teaching skills refresher
TRN000343,DUD100025,2026-02-05,General Zoom Training,Zoom,DUD100765,Completed,Passed,Teaching ideas and classroom techniques
TRN000344,DUD100026,2020-02-07,Orientation,In Person,DUD100667,Completed,Passed,Initial training completed
TRN000345,DUD100026,2020-02-14,On-the-Job Training,In Person,DUD100788,Completed,Passed,Two-week initial training
TRN000346,DUD100026,2020-04-27,General Zoom Training,Zoom,DUD100835,Completed,Passed,General teaching skills refresher
TRN000347,DUD100026,2020-07-01,General Zoom Training,Zoom,DUD100297,Completed,Passed,General teaching skills refresher
TRN000348,DUD100026,2020-09-11,General Zoom Training,Zoom,DUD100350,Completed,Passed,General teaching skills refresher
TRN000349,DUD100026,2020-11-29,General Zoom Training,Zoom,DUD100295,Completed,Passed,Reinforced communication and professionalism
TRN000350,DUD100026,2021-02-25,General Zoom Training,Zoom,DUD100671,Completed,Passed,General teaching skills refresher
TRN000351,DUD100026,2021-05-19,General Zoom Training,Zoom,DUD100348,Completed,Passed,General teaching skills refresher
TRN000352,DUD100026,2021-07-18,General Zoom Training,Zoom,DUD100534,Completed,Passed,Reinforced lesson preparation
TRN000353,DUD100026,2021-10-12,General Zoom Training,Zoom,DUD101245,Completed,Passed,Reinforced classroom management
TRN000354,DUD100026,2022-01-01,General Zoom Training,Zoom,DUD101355,Completed,Passed,Reinforced communication and professionalism
TRN000355,DUD100026,2022-04-01,General Zoom Training,Zoom,DUD100761,Completed,Passed,Reinforced lesson preparation
TRN000356,DUD100026,2022-09-10,General Zoom Training,Zoom,DUD100525,Completed,Passed,General teaching skills refresher
TRN000357,DUD100026,2022-11-25,General Zoom Training,Zoom,DUD101283,Completed,Passed,Reinforced communication and professionalism
TRN000358,DUD100026,2023-02-04,General Zoom Training,Zoom,DUD100290,Completed,Passed,General teaching skills refresher
TRN000359,DUD100026,2023-04-26,General Zoom Training,Zoom,DUD100216,Completed,Passed,Reinforced classroom management
TRN000360,DUD100026,2023-07-04,General Zoom Training,Zoom,DUD100487,Completed,Passed,General teaching skills refresher
TRN000361,DUD100026,2023-09-06,General Zoom Training,Zoom,DUD100122,Completed,Passed,General teaching skills refresher
TRN000362,DUD100026,2023-12-06,General Zoom Training,Zoom,DUD100650,Completed,Passed,Teaching ideas and classroom techniques
TRN000363,DUD100026,2024-03-09,General Zoom Training,Zoom,DUD100939,Completed,Passed,Reinforced classroom management
TRN000364,DUD100026,2024-05-12,General Zoom Training,Zoom,DUD100898,Completed,Passed,Teaching ideas and classroom techniques
TRN000365,DUD100026,2024-11-03,General Zoom Training,Zoom,DUD101387,Completed,Passed,General teaching skills refresher
TRN000366,DUD100026,2025-02-03,General Zoom Training,Zoom,DUD100067,Completed,Passed,Reinforced lesson preparation
TRN000367,DUD100026,2025-05-04,General Zoom Training,Zoom,DUD100649,Completed,Passed,General teaching skills refresher
TRN000368,DUD100026,2025-08-03,General Zoom Training,Zoom,DUD101484,Completed,Passed,General teaching skills refresher
TRN000369,DUD100026,2025-10-19,General Zoom Training,Zoom,DUD100861,Completed,Passed,Teaching ideas and classroom techniques
TRN000370,DUD100026,2026-03-23,General Zoom Training,Zoom,DUD101151,Completed,Passed,Reinforced communication and professionalism
TRN000371,DUD100027,2019-09-30,Orientation,In Person,DUD100290,Completed,Passed,Initial training completed
TRN000372,DUD100027,2019-10-07,On-the-Job Training,In Person,DUD100460,Completed,Passed,Two-week initial training
TRN000373,DUD100027,2020-03-04,General Zoom Training,Zoom,DUD100808,Completed,Passed,Reinforced classroom management
TRN000374,DUD100027,2020-05-18,General Zoom Training,Zoom,DUD101113,Completed,Passed,Reinforced classroom management
TRN000375,DUD100027,2020-08-14,General Zoom Training,Zoom,DUD100603,Completed,Passed,Teaching ideas and classroom techniques
