onboarding_id,employee_id,onboarding_start_date,onboarding_end_date,onboarding_type,onboarding_method,duration_days,completion_status,result,onboarding_satisfaction,notes
ONB000982,DUD100982,2021-10-09,2021-10-18,Standard Teacher Onboarding,Hybrid,9,Completed,Passed,4,
ONB000983,DUD100983,2023-11-28,2023-12-13,Standard Teacher Onboarding,Online,15,Completed,Passed,2,
ONB000984,DUD100984,2022-03-21,2022-04-01,Rehire Onboarding,Hybrid,11,Completed,Satisfactory,1,
ONB000985,DUD100985,2023-03-28,2023-04-12,Standard Teacher Onboarding,In-person,15,Completed,Passed,5,
ONB000986,DUD100986,2024-12-30,,Standard Teacher Onboarding,Hybrid,19,Incomplete,Incomplete,,
ONB000987,DUD100987,2024-02-26,2024-03-06,Standard Teacher Onboarding,In-person,9,Completed,Satisfactory,5,
ONB000988,DUD100988,2025-09-14,2025-10-04,Rehire Onboarding,In-person,20,Completed,Needs Improvement,4,
ONB000989,DUD100989,2023-12-25,2024-01-08,Rehire Onboarding,In-person,14,Completed,Passed,5,
ONB000990,DUD100990,2022-10-11,,Experienced Teacher Onboarding,Online,7,Incomplete,Incomplete,,
ONB000991,DUD100991,2024-01-18,2024-01-28,Standard Teacher Onboarding,In-person,10,Completed,Needs Improvement,2,
ONB000992,DUD100992,2026-04-24,2026-05-05,Experienced Teacher Onboarding,Hybrid,11,Completed,Passed,2,
ONB000993,DUD100993,2024-12-24,2025-01-07,Rehire Onboarding,In-person,14,Delayed,Passed,4,
ONB000994,DUD100994,2021-12-24,2022-01-07,Rehire Onboarding,In-person,14,Delayed,Needs Improvement,3,
ONB000995,DUD100995,2026-01-31,2026-02-10,Rehire Onboarding,In-person,10,Completed,Satisfactory,3,
ONB000996,DUD100996,2023-02-12,2023-03-03,Experienced Teacher Onboarding,Online,19,Completed,Passed,2,
ONB000997,DUD100997,2024-05-02,2024-05-12,Experienced Teacher Onboarding,Hybrid,10,Delayed,Satisfactory,2,
ONB000998,DUD100998,2024-06-24,2024-07-04,Experienced Teacher Onboarding,Hybrid,10,Completed,Passed,3,
ONB000999,DUD100999,2024-03-03,2024-03-23,Standard Teacher Onboarding,Hybrid,20,Completed,Passed,1,
ONB001000,DUD101000,2026-07-10,2026-07-25,Experienced Teacher Onboarding,Hybrid,15,Completed,Satisfactory,5,
ONB001001,DUD101001,2025-01-31,2025-02-08,Experienced Teacher Onboarding,Online,8,Completed,Needs Improvement,2,
ONB001002,DUD101002,2025-04-06,2025-04-24,Standard Teacher Onboarding,Online,18,Delayed,Satisfactory,2,
ONB001003,DUD101003,2023-08-06,2023-08-24,Rehire Onboarding,In-person,18,Completed,Needs Improvement,2,
ONB001004,DUD101004,2023-12-26,2024-01-13,Experienced Teacher Onboarding,Hybrid,18,Completed,Passed,2,
ONB001005,DUD101005,2022-04-18,2022-04-26,Experienced Teacher Onboarding,Hybrid,8,Delayed,Satisfactory,2,
ONB001006,DUD101006,2023-08-23,2023-09-08,Experienced Teacher Onboarding,Online,16,Completed,Satisfactory,3,
ONB001007,DUD101007,2025-10-05,2025-10-25,Experienced Teacher Onboarding,In-person,20,Completed,Satisfactory,2,
ONB001008,DUD101008,2022-02-02,2022-02-20,Rehire Onboarding,Online,18,Completed,Passed,3,
ONB001009,DUD101009,2022-01-14,2022-01-29,Experienced Teacher Onboarding,Hybrid,15,Completed,Passed,2,
ONB001010,DUD101010,2024-08-19,2024-08-27,Standard Teacher Onboarding,Hybrid,8,Completed,Satisfactory,5,
ONB001011,DUD101011,2025-09-11,,Experienced Teacher Onboarding,Online,8,Incomplete,Incomplete,,
ONB001012,DUD101012,2021-10-18,2021-10-27,Rehire Onboarding,Online,9,Completed,Passed,1,
ONB001013,DUD101013,2021-09-01,2021-09-12,Rehire Onboarding,Online,11,Delayed,Passed,5,
ONB001014,DUD101014,2025-12-24,2026-01-09,Experienced Teacher Onboarding,Hybrid,16,Completed,Needs Improvement,1,
ONB001015,DUD101015,2023-05-16,2023-05-31,Standard Teacher Onboarding,Online,15,Completed,Passed,4,
ONB001016,DUD101016,2022-06-15,2022-07-01,Standard Teacher Onboarding,Hybrid,16,Completed,Satisfactory,5,
ONB001017,DUD101017,2022-01-01,,Standard Teacher Onboarding,In-person,20,Incomplete,Incomplete,,
ONB001018,DUD101018,2024-11-13,2024-11-24,Rehire Onboarding,Hybrid,11,Completed,Passed,1,
ONB001019,DUD101019,2025-02-16,2025-03-02,Rehire Onboarding,In-person,14,Completed,Satisfactory,5,
ONB001020,DUD101020,2025-03-17,2025-03-27,Standard Teacher Onboarding,In-person,10,Completed,Needs Improvement,4,
ONB001021,DUD101021,2025-07-27,2025-08-06,Experienced Teacher Onboarding,Online,10,Completed,Passed,2,
ONB001022,DUD101022,2022-04-09,2022-04-18,Standard Teacher Onboarding,Online,9,Delayed,Needs Improvement,1,
ONB001023,DUD101023,2023-04-07,,Experienced Teacher Onboarding,Hybrid,7,Incomplete,Incomplete,,
ONB001024,DUD101024,2023-09-10,2023-09-26,Experienced Teacher Onboarding,Online,16,Completed,Needs Improvement,4,
ONB001025,DUD101025,2026-08-09,2026-08-21,Rehire Onboarding,In-person,12,Completed,Satisfactory,3,
ONB001026,DUD101026,2023-07-16,2023-08-01,Experienced Teacher Onboarding,Hybrid,16,Completed,Passed,4,
ONB001027,DUD101027,2024-01-06,2024-01-22,Rehire Onboarding,Hybrid,16,Delayed,Satisfactory,1,
ONB001028,DUD101028,2023-01-21,2023-02-10,Standard Teacher Onboarding,Hybrid,20,Completed,Passed,2,
ONB001029,DUD101029,2024-08-25,2024-09-07,Standard Teacher Onboarding,Hybrid,13,Completed,Passed,2,
ONB001030,DUD101030,2022-11-06,2022-11-20,Experienced Teacher Onboarding,In-person,14,Completed,Needs Improvement,2,
ONB001031,DUD101031,2025-01-19,,Experienced Teacher Onboarding,Online,11,Incomplete,Incomplete,,
ONB001032,DUD101032,2023-02-06,2023-02-25,Rehire Onboarding,Online,19,Completed,Needs Improvement,3,
ONB001033,DUD101033,2022-12-22,2023-01-11,Experienced Teacher Onboarding,Online,20,Delayed,Needs Improvement,1,
ONB001034,DUD101034,2021-04-04,2021-04-14,Standard Teacher Onboarding,Hybrid,10,Delayed,Passed,4,
ONB001035,DUD101035,2024-10-05,,Standard Teacher Onboarding,Hybrid,11,Incomplete,Incomplete,,
ONB001036,DUD101036,2021-03-21,,Standard Teacher Onboarding,In-person,14,Incomplete,Incomplete,,
ONB001037,DUD101037,2023-07-05,2023-07-17,Rehire Onboarding,Hybrid,12,Completed,Passed,2,
ONB001038,DUD101038,2021-02-21,2021-03-06,Rehire Onboarding,Online,13,Completed,Passed,2,
ONB001039,DUD101039,2023-07-12,2023-07-22,Rehire Onboarding,Hybrid,10,Completed,Satisfactory,2,
ONB001040,DUD101040,2023-08-26,2023-09-05,Experienced Teacher Onboarding,Online,10,Completed,Passed,4,
ONB001041,DUD101041,2022-08-31,2022-09-17,Standard Teacher Onboarding,In-person,17,Completed,Needs Improvement,1,
ONB001042,DUD101042,2025-10-22,2025-11-09,Rehire Onboarding,In-person,18,Delayed,Passed,1,
ONB001043,DUD101043,2022-08-11,2022-08-29,Experienced Teacher Onboarding,Hybrid,18,Completed,Passed,3,
ONB001044,DUD101044,2021-06-20,,Experienced Teacher Onboarding,In-person,12,Incomplete,Incomplete,,
ONB001045,DUD101045,2025-03-09,2025-03-28,Rehire Onboarding,Hybrid,19,Completed,Passed,5,
ONB001046,DUD101046,2022-02-14,,Experienced Teacher Onboarding,Online,19,Incomplete,Incomplete,,
ONB001047,DUD101047,2023-12-05,,Experienced Teacher Onboarding,In-person,13,Incomplete,Incomplete,,
ONB001048,DUD101048,2023-02-19,2023-03-01,Rehire Onboarding,Hybrid,10,Completed,Passed,4,
ONB001049,DUD101049,2024-10-31,2024-11-07,Standard Teacher Onboarding,Online,7,Completed,Needs Improvement,1,
ONB001050,DUD101050,2021-01-12,,Standard Teacher Onboarding,In-person,12,Incomplete,Incomplete,,
ONB001051,DUD101051,2025-09-20,2025-10-09,Rehire Onboarding,Hybrid,19,Completed,Passed,5,
ONB001052,DUD101052,2021-03-12,2021-03-29,Standard Teacher Onboarding,Hybrid,17,Delayed,Satisfactory,1,
ONB001053,DUD101053,2024-12-07,,Experienced Teacher Onboarding,Online,17,Incomplete,Incomplete,,
ONB001054,DUD101054,2024-03-28,2024-04-06,Standard Teacher Onboarding,In-person,9,Completed,Passed,5,
ONB001055,DUD101055,2025-07-30,2025-08-14,Rehire Onboarding,Online,15,Delayed,Passed,3,
ONB001056,DUD101056,2024-10-15,2024-10-27,Experienced Teacher Onboarding,Online,12,Completed,Satisfactory,1,
ONB001057,DUD101057,2026-03-06,2026-03-25,Experienced Teacher Onboarding,Hybrid,19,Delayed,Needs Improvement,4,
ONB001058,DUD101058,2025-03-02,2025-03-10,Experienced Teacher Onboarding,Hybrid,8,Delayed,Satisfactory,3,
ONB001059,DUD101059,2023-08-23,2023-09-08,Rehire Onboarding,Hybrid,16,Delayed,Needs Improvement,4,
ONB001060,DUD101060,2025-07-10,2025-07-29,Rehire Onboarding,Online,19,Completed,Passed,2,
ONB001061,DUD101061,2024-06-21,2024-06-28,Standard Teacher Onboarding,Online,7,Completed,Needs Improvement,1,
ONB001062,DUD101062,2025-01-20,2025-02-08,Experienced Teacher Onboarding,Online,19,Completed,Passed,5,
ONB001063,DUD101063,2022-06-15,,Standard Teacher Onboarding,Hybrid,20,Incomplete,Incomplete,,
ONB001064,DUD101064,2021-01-23,2021-02-04,Experienced Teacher Onboarding,Online,12,Delayed,Needs Improvement,1,
ONB001065,DUD101065,2025-12-10,2025-12-24,Rehire Onboarding,In-person,14,Completed,Needs Improvement,2,
ONB001066,DUD101066,2026-05-02,2026-05-12,Rehire Onboarding,Online,10,Completed,Needs Improvement,2,
ONB001067,DUD101067,2025-01-27,2025-02-17,Experienced Teacher Onboarding,Hybrid,21,Completed,Passed,4,
ONB001068,DUD101068,2024-07-25,2024-08-02,Standard Teacher Onboarding,Online,8,Completed,Needs Improvement,1,
ONB001069,DUD101069,2025-11-26,2025-12-09,Experienced Teacher Onboarding,Hybrid,13,Completed,Passed,4,
ONB001070,DUD101070,2022-08-07,2022-08-28,Rehire Onboarding,Hybrid,21,Completed,Passed,5,
ONB001071,DUD101071,2023-12-08,2023-12-27,Rehire Onboarding,Hybrid,19,Delayed,Passed,5,
ONB001072,DUD101072,2025-05-08,2025-05-20,Rehire Onboarding,In-person,12,Completed,Passed,5,
ONB001073,DUD101073,2021-01-22,2021-02-09,Standard Teacher Onboarding,Online,18,Completed,Passed,4,
ONB001074,DUD101074,2025-09-03,2025-09-13,Standard Teacher Onboarding,Hybrid,10,Completed,Passed,3,
ONB001075,DUD101075,2024-02-29,2024-03-15,Standard Teacher Onboarding,Hybrid,15,Completed,Passed,3,
ONB001076,DUD101076,2026-01-24,2026-02-01,Rehire Onboarding,Hybrid,8,Completed,Needs Improvement,3,
ONB001077,DUD101077,2024-11-26,2024-12-13,Rehire Onboarding,Online,17,Completed,Passed,3,
ONB001078,DUD101078,2021-08-10,2021-08-17,Experienced Teacher Onboarding,In-person,7,Completed,Satisfactory,2,
ONB001079,DUD101079,2024-11-08,2024-11-29,Experienced Teacher Onboarding,In-person,21,Completed,Passed,4,
ONB001080,DUD101080,2024-10-08,,Experienced Teacher Onboarding,In-person,14,Incomplete,Incomplete,,
ONB001081,DUD101081,2023-02-24,2023-03-05,Standard Teacher Onboarding,In-person,9,Delayed,Passed,2,
ONB001082,DUD101082,2025-07-04,2025-07-21,Standard Teacher Onboarding,Online,17,Completed,Needs Improvement,1,
ONB001083,DUD101083,2021-11-01,,Rehire Onboarding,Hybrid,15,Incomplete,Incomplete,,
ONB001084,DUD101084,2022-11-01,,Rehire Onboarding,Hybrid,13,Incomplete,Incomplete,,
ONB001085,DUD101085,2024-11-04,2024-11-25,Experienced Teacher Onboarding,Online,21,Completed,Satisfactory,4,
ONB001086,DUD101086,2023-12-23,2024-01-11,Experienced Teacher Onboarding,In-person,19,Completed,Needs Improvement,2,
ONB001087,DUD101087,2024-06-22,2024-06-30,Standard Teacher Onboarding,Online,8,Completed,Passed,1,
ONB001088,DUD101088,2023-07-19,2023-08-09,Experienced Teacher Onboarding,In-person,21,Completed,Satisfactory,3,
ONB001089,DUD101089,2026-05-09,,Experienced Teacher Onboarding,In-person,10,Incomplete,Incomplete,,
ONB001090,DUD101090,2024-01-19,2024-02-04,Rehire Onboarding,Online,16,Completed,Passed,3,
ONB001091,DUD101091,2024-08-21,2024-09-06,Rehire Onboarding,In-person,16,Delayed,Passed,5,
ONB001092,DUD101092,2025-05-17,2025-06-06,Experienced Teacher Onboarding,Online,20,Delayed,Passed,4,
ONB001093,DUD101093,2021-09-28,2021-10-09,Standard Teacher Onboarding,In-person,11,Completed,Passed,5,
ONB001094,DUD101094,2024-12-13,,Rehire Onboarding,Online,9,Incomplete,Incomplete,,
ONB001095,DUD101095,2022-09-01,2022-09-18,Rehire Onboarding,Online,17,Delayed,Passed,5,
ONB001096,DUD101096,2024-07-05,2024-07-19,Rehire Onboarding,Hybrid,14,Completed,Satisfactory,5,
ONB001097,DUD101097,2023-12-30,2024-01-11,Experienced Teacher Onboarding,Hybrid,12,Completed,Needs Improvement,1,
ONB001098,DUD101098,2024-07-21,2024-08-02,Experienced Teacher Onboarding,Online,12,Delayed,Passed,5,
ONB001099,DUD101099,2026-01-04,2026-01-23,Experienced Teacher Onboarding,Online,19,Completed,Passed,3,
ONB001100,DUD101100,2022-09-02,2022-09-16,Experienced Teacher Onboarding,Hybrid,14,Completed,Satisfactory,3,
ONB001101,DUD101101,2021-06-21,2021-07-05,Experienced Teacher Onboarding,Online,14,Completed,Passed,2,
ONB001102,DUD101102,2023-05-02,,Standard Teacher Onboarding,Hybrid,21,Incomplete,Incomplete,,
ONB001103,DUD101103,2025-02-10,,Standard Teacher Onboarding,In-person,12,Incomplete,Incomplete,,
ONB001104,DUD101104,2022-03-09,2022-03-17,Standard Teacher Onboarding,Online,8,Completed,Satisfactory,3,
ONB001105,DUD101105,2023-03-17,2023-04-06,Experienced Teacher Onboarding,In-person,20,Completed,Needs Improvement,2,
ONB001106,DUD101106,2025-09-19,2025-10-09,Standard Teacher Onboarding,Hybrid,20,Delayed,Needs Improvement,3,
ONB001107,DUD101107,2022-12-08,2022-12-24,Standard Teacher Onboarding,In-person,16,Delayed,Passed,3,
ONB001108,DUD101108,2023-11-22,2023-12-13,Experienced Teacher Onboarding,Online,21,Completed,Passed,1,
ONB001109,DUD101109,2025-08-02,,Standard Teacher Onboarding,Hybrid,15,Incomplete,Incomplete,,
ONB001110,DUD101110,2023-03-28,2023-04-12,Standard Teacher Onboarding,Online,15,Completed,Needs Improvement,3,
ONB001111,DUD101111,2022-08-15,2022-08-28,Standard Teacher Onboarding,Hybrid,13,Completed,Passed,1,
ONB001112,DUD101112,2025-03-06,2025-03-20,Standard Teacher Onboarding,In-person,14,Completed,Needs Improvement,4,
ONB001113,DUD101113,2025-01-11,2025-01-25,Experienced Teacher Onboarding,Hybrid,14,Completed,Satisfactory,2,
ONB001114,DUD101114,2024-12-04,2024-12-14,Experienced Teacher Onboarding,Online,10,Completed,Satisfactory,5,
ONB001115,DUD101115,2023-01-12,,Rehire Onboarding,In-person,8,Incomplete,Incomplete,,
ONB001116,DUD101116,2024-02-04,2024-02-16,Standard Teacher Onboarding,Online,12,Completed,Passed,4,
ONB001117,DUD101117,2023-10-06,2023-10-13,Rehire Onboarding,Online,7,Completed,Satisfactory,5,
ONB001118,DUD101118,2025-08-07,2025-08-23,Experienced Teacher Onboarding,Hybrid,16,Completed,Satisfactory,2,
ONB001119,DUD101119,2024-05-15,2024-06-02,Standard Teacher Onboarding,Hybrid,18,Completed,Passed,1,
ONB001120,DUD101120,2024-07-13,2024-08-03,Rehire Onboarding,Hybrid,21,Completed,Satisfactory,4,
ONB001121,DUD101121,2023-01-23,2023-02-02,Experienced Teacher Onboarding,Hybrid,10,Completed,Passed,2,
ONB001122,DUD101122,2024-03-11,,Standard Teacher Onboarding,In-person,20,Incomplete,Incomplete,,
ONB001123,DUD101123,2023-11-29,2023-12-14,Standard Teacher Onboarding,In-person,15,Delayed,Passed,5,
ONB001124,DUD101124,2021-04-01,2021-04-12,Rehire Onboarding,In-person,11,Delayed,Passed,1,
ONB001125,DUD101125,2023-04-15,,Experienced Teacher Onboarding,Online,18,Incomplete,Incomplete,,
ONB001126,DUD101126,2024-08-24,,Standard Teacher Onboarding,Online,21,Incomplete,Incomplete,,
ONB001127,DUD101127,2023-12-25,,Rehire Onboarding,In-person,14,Incomplete,Incomplete,,
ONB001128,DUD101128,2022-10-15,2022-10-31,Experienced Teacher Onboarding,In-person,16,Delayed,Passed,3,
ONB001129,DUD101129,2024-04-16,2024-05-07,Experienced Teacher Onboarding,Online,21,Delayed,Passed,5,
ONB001130,DUD101130,2026-06-27,,Experienced Teacher Onboarding,Online,8,Incomplete,Incomplete,,
ONB001131,DUD101131,2024-06-18,,Experienced Teacher Onboarding,In-person,16,Incomplete,Incomplete,,
ONB001132,DUD101132,2024-04-18,,Rehire Onboarding,Online,18,Incomplete,Incomplete,,
ONB001133,DUD101133,2023-06-06,2023-06-27,Standard Teacher Onboarding,Hybrid,21,Completed,Needs Improvement,3,
ONB001134,DUD101134,2022-01-05,2022-01-21,Standard Teacher Onboarding,Hybrid,16,Completed,Needs Improvement,1,
ONB001135,DUD101135,2022-07-16,2022-08-03,Standard Teacher Onboarding,In-person,18,Completed,Satisfactory,2,
ONB001136,DUD101136,2022-07-27,2022-08-03,Experienced Teacher Onboarding,In-person,7,Completed,Passed,1,
ONB001137,DUD101137,2022-01-14,2022-01-28,Experienced Teacher Onboarding,Hybrid,14,Delayed,Satisfactory,5,
ONB001138,DUD101138,2024-06-10,2024-06-30,Rehire Onboarding,Online,20,Completed,Satisfactory,4,
ONB001139,DUD101139,2023-03-16,2023-03-29,Experienced Teacher Onboarding,In-person,13,Delayed,Needs Improvement,4,
ONB001140,DUD101140,2023-09-24,,Experienced Teacher Onboarding,Online,8,Incomplete,Incomplete,,
ONB001141,DUD101141,2021-04-24,2021-05-10,Rehire Onboarding,In-person,16,Completed,Needs Improvement,3,
ONB001142,DUD101142,2024-05-25,2024-06-02,Rehire Onboarding,Hybrid,8,Delayed,Satisfactory,4,
ONB001143,DUD101143,2024-08-07,2024-08-14,Standard Teacher Onboarding,Online,7,Completed,Satisfactory,4,
ONB001144,DUD101144,2021-05-27,2021-06-13,Experienced Teacher Onboarding,Online,17,Completed,Passed,3,
ONB001145,DUD101145,2024-12-17,2024-12-30,Standard Teacher Onboarding,Hybrid,13,Delayed,Needs Improvement,4,
ONB001146,DUD101146,2026-06-25,2026-07-08,Rehire Onboarding,Hybrid,13,Completed,Needs Improvement,1,
ONB001147,DUD101147,2021-07-12,2021-07-25,Rehire Onboarding,Online,13,Completed,Passed,2,
ONB001148,DUD101148,2023-06-29,2023-07-08,Rehire Onboarding,Hybrid,9,Delayed,Satisfactory,4,
ONB001149,DUD101149,2024-05-13,2024-06-02,Standard Teacher Onboarding,Online,20,Completed,Needs Improvement,4,
ONB001150,DUD101150,2021-08-31,2021-09-18,Standard Teacher Onboarding,In-person,18,Completed,Passed,4,
ONB001151,DUD101151,2026-03-10,2026-03-29,Experienced Teacher Onboarding,Online,19,Completed,Satisfactory,3,
ONB001152,DUD101152,2026-06-26,2026-07-12,Rehire Onboarding,Hybrid,16,Delayed,Passed,1,
ONB001153,DUD101153,2023-01-18,,Standard Teacher Onboarding,Hybrid,8,Incomplete,Incomplete,,
ONB001154,DUD101154,2023-05-08,2023-05-21,Rehire Onboarding,In-person,13,Completed,Needs Improvement,3,
ONB001155,DUD101155,2023-12-09,2023-12-17,Standard Teacher Onboarding,Hybrid,8,Completed,Passed,1,
ONB001156,DUD101156,2025-06-19,,Standard Teacher Onboarding,Hybrid,12,Incomplete,Incomplete,,
ONB001157,DUD101157,2023-05-12,2023-05-31,Standard Teacher Onboarding,Hybrid,19,Completed,Passed,1,
ONB001158,DUD101158,2023-10-21,2023-11-10,Rehire Onboarding,Hybrid,20,Delayed,Satisfactory,4,
ONB001159,DUD101159,2021-03-22,,Rehire Onboarding,Online,8,Incomplete,Incomplete,,
ONB001160,DUD101160,2021-10-26,2021-11-05,Rehire Onboarding,Online,10,Delayed,Passed,5,
ONB001161,DUD101161,2021-04-09,,Standard Teacher Onboarding,In-person,21,Incomplete,Incomplete,,
ONB001162,DUD101162,2021-04-08,2021-04-19,Standard Teacher Onboarding,In-person,11,Completed,Passed,4,
ONB001163,DUD101163,2022-12-08,2022-12-27,Standard Teacher Onboarding,In-person,19,Completed,Passed,2,
ONB001164,DUD101164,2022-09-25,2022-10-03,Standard Teacher Onboarding,Online,8,Completed,Satisfactory,5,
ONB001165,DUD101165,2021-05-29,2021-06-12,Standard Teacher Onboarding,In-person,14,Delayed,Needs Improvement,1,
ONB001166,DUD101166,2024-10-24,2024-11-03,Standard Teacher Onboarding,Hybrid,10,Completed,Passed,4,
ONB001167,DUD101167,2025-02-21,2025-03-06,Standard Teacher Onboarding,In-person,13,Completed,Needs Improvement,4,
ONB001168,DUD101168,2026-01-31,2026-02-09,Rehire Onboarding,Online,9,Delayed,Satisfactory,1,
ONB001169,DUD101169,2022-03-04,2022-03-11,Experienced Teacher Onboarding,Hybrid,7,Completed,Passed,1,
ONB001170,DUD101170,2026-07-21,2026-08-07,Experienced Teacher Onboarding,Online,17,Completed,Passed,5,
ONB001171,DUD101171,2025-12-13,2025-12-31,Rehire Onboarding,Online,18,Delayed,Satisfactory,5,
ONB001172,DUD101172,2021-05-03,2021-05-23,Experienced Teacher Onboarding,Online,20,Completed,Satisfactory,1,
ONB001173,DUD101173,2026-07-03,2026-07-17,Rehire Onboarding,Online,14,Completed,Satisfactory,4,
ONB001174,DUD101174,2026-07-02,2026-07-12,Experienced Teacher Onboarding,Online,10,Completed,Passed,2,
ONB001175,DUD101175,2021-08-25,2021-09-07,Rehire Onboarding,In-person,13,Completed,Passed,3,
ONB001176,DUD101176,2022-05-12,,Experienced Teacher Onboarding,Online,15,Incomplete,Incomplete,,
ONB001177,DUD101177,2021-05-01,2021-05-22,Experienced Teacher Onboarding,Hybrid,21,Completed,Satisfactory,5,
ONB001178,DUD101178,2023-04-14,,Standard Teacher Onboarding,In-person,16,Incomplete,Incomplete,,
ONB001179,DUD101179,2023-05-16,2023-05-28,Rehire Onboarding,In-person,12,Delayed,Passed,4,
ONB001180,DUD101180,2024-11-20,2024-12-09,Standard Teacher Onboarding,Online,19,Completed,Satisfactory,5,
ONB001181,DUD101181,2024-06-15,2024-07-05,Standard Teacher Onboarding,Online,20,Delayed,Needs Improvement,4,
ONB001182,DUD101182,2024-04-02,2024-04-22,Rehire Onboarding,Hybrid,20,Completed,Passed,5,
ONB001183,DUD101183,2025-10-10,2025-10-21,Experienced Teacher Onboarding,Online,11,Completed,Needs Improvement,1,
ONB001184,DUD101184,2025-01-09,2025-01-22,Standard Teacher Onboarding,Online,13,Delayed,Passed,1,
ONB001185,DUD101185,2024-01-15,2024-02-01,Rehire Onboarding,Hybrid,17,Completed,Passed,2,
ONB001186,DUD101186,2024-05-18,2024-05-30,Experienced Teacher Onboarding,In-person,12,Completed,Satisfactory,4,
ONB001187,DUD101187,2025-12-06,2025-12-24,Experienced Teacher Onboarding,Hybrid,18,Delayed,Needs Improvement,3,
ONB001188,DUD101188,2024-05-06,2024-05-20,Rehire Onboarding,Online,14,Completed,Satisfactory,1,
ONB001189,DUD101189,2021-07-14,2021-07-25,Experienced Teacher Onboarding,Hybrid,11,Completed,Satisfactory,2,
ONB001190,DUD101190,2022-08-03,2022-08-19,Standard Teacher Onboarding,Online,16,Completed,Passed,2,
ONB001191,DUD101191,2026-07-28,2026-08-06,Rehire Onboarding,Hybrid,9,Delayed,Passed,1,
ONB001192,DUD101192,2021-03-27,2021-04-05,Standard Teacher Onboarding,Hybrid,9,Completed,Passed,5,
ONB001193,DUD101193,2022-11-06,2022-11-21,Experienced Teacher Onboarding,Online,15,Completed,Passed,3,
ONB001194,DUD101194,2026-08-01,,Rehire Onboarding,Hybrid,10,Incomplete,Incomplete,,
ONB001195,DUD101195,2022-11-04,2022-11-16,Experienced Teacher Onboarding,Online,12,Completed,Passed,5,
ONB001196,DUD101196,2021-01-10,2021-01-30,Rehire Onboarding,In-person,20,Completed,Satisfactory,3,
ONB001197,DUD101197,2023-04-14,2023-04-25,Experienced Teacher Onboarding,Online,11,Completed,Passed,5,
ONB001198,DUD101198,2023-02-24,2023-03-04,Experienced Teacher Onboarding,Hybrid,8,Completed,Satisfactory,3,
ONB001199,DUD101199,2024-09-28,,Experienced Teacher Onboarding,In-person,13,Incomplete,Incomplete,,
ONB001200,DUD101200,2024-06-24,2024-07-08,Rehire Onboarding,Hybrid,14,Completed,Passed,3,
ONB001201,DUD101201,2021-01-05,2021-01-20,Rehire Onboarding,In-person,15,Completed,Passed,5,
ONB001202,DUD101202,2024-08-18,2024-08-29,Rehire Onboarding,Online,11,Completed,Passed,5,
ONB001203,DUD101203,2022-08-02,2022-08-18,Experienced Teacher Onboarding,In-person,16,Completed,Satisfactory,3,
ONB001204,DUD101204,2025-01-15,2025-01-23,Experienced Teacher Onboarding,Online,8,Completed,Needs Improvement,4,
ONB001205,DUD101205,2022-04-20,2022-05-06,Rehire Onboarding,In-person,16,Completed,Passed,1,
ONB001206,DUD101206,2023-03-18,2023-04-05,Standard Teacher Onboarding,In-person,18,Delayed,Needs Improvement,4,
ONB001207,DUD101207,2021-01-22,2021-01-31,Experienced Teacher Onboarding,In-person,9,Completed,Satisfactory,2,
ONB001208,DUD101208,2024-09-13,2024-09-22,Experienced Teacher Onboarding,Online,9,Completed,Satisfactory,5,
ONB001209,DUD101209,2022-02-27,2022-03-12,Experienced Teacher Onboarding,Hybrid,13,Completed,Passed,1,
ONB001210,DUD101210,2025-09-28,2025-10-13,Experienced Teacher Onboarding,Hybrid,15,Completed,Satisfactory,2,
ONB001211,DUD101211,2023-04-23,2023-05-09,Standard Teacher Onboarding,Online,16,Completed,Needs Improvement,4,
ONB001212,DUD101212,2023-01-18,,Experienced Teacher Onboarding,In-person,12,Incomplete,Incomplete,,
ONB001213,DUD101213,2022-05-24,2022-06-06,Rehire Onboarding,Hybrid,13,Completed,Passed,3,
ONB001214,DUD101214,2022-05-19,2022-05-26,Rehire Onboarding,Online,7,Completed,Needs Improvement,5,
ONB001215,DUD101215,2026-04-02,2026-04-11,Experienced Teacher Onboarding,Hybrid,9,Completed,Passed,5,
ONB001216,DUD101216,2021-04-21,2021-05-07,Standard Teacher Onboarding,Hybrid,16,Completed,Satisfactory,4,
ONB001217,DUD101217,2022-03-15,2022-04-02,Rehire Onboarding,Online,18,Completed,Passed,1,
ONB001218,DUD101218,2024-04-20,2024-04-27,Experienced Teacher Onboarding,In-person,7,Completed,Passed,3,
ONB001219,DUD101219,2022-07-20,2022-08-02,Rehire Onboarding,Hybrid,13,Completed,Satisfactory,5,
ONB001220,DUD101220,2022-01-20,,Standard Teacher Onboarding,Online,21,Incomplete,Incomplete,,
ONB001221,DUD101221,2022-07-21,2022-08-01,Standard Teacher Onboarding,Hybrid,11,Completed,Needs Improvement,1,
ONB001222,DUD101222,2024-04-24,2024-05-05,Rehire Onboarding,Online,11,Completed,Satisfactory,4,
ONB001223,DUD101223,2025-04-27,2025-05-07,Standard Teacher Onboarding,Online,10,Delayed,Satisfactory,1,
ONB001224,DUD101224,2022-04-07,2022-04-27,Standard Teacher Onboarding,Online,20,Completed,Passed,4,
ONB001225,DUD101225,2021-12-08,2021-12-22,Standard Teacher Onboarding,Hybrid,14,Completed,Passed,3,
