application_id,candidate_id,application_date,position_applied,recruiter_id,screening_date,interview_date,offer_date,offer_response_date,rejection_date,application_status,rejection_reason
APP000233,CAN000572,2026-07-26,ALT / English Teacher,REC023,2026-08-02,2026-08-14,2026-08-16,2026-08-19,,Hired,
APP000234,CAN001986,2024-02-17,ALT / English Teacher,REC002,2024-02-26,2024-03-04,2024-03-13,2024-03-17,,Hired,
APP000235,CAN001474,2023-08-16,ALT / English Teacher,REC006,2023-08-20,2023-08-22,2023-08-31,2023-09-07,,Hired,
APP000236,CAN001952,2023-04-26,Experienced Teacher,REC003,2023-04-27,2023-05-06,,,,Interviewing,
APP000237,CAN001057,2023-05-13,Experienced Teacher,REC011,2023-05-16,2023-05-23,,,2023-05-30,Rejected,Language Requirements
APP000238,CAN001736,2023-03-21,ALT / English Teacher,REC014,2023-03-22,,,,,Hired,
APP000239,CAN000635,2021-03-11,ALT / English Teacher,REC021,2021-03-15,2021-03-27,2021-04-06,2021-04-08,,Hired,
APP000240,CAN000243,2026-10-08,Senior Teacher,REC005,2026-10-11,,,,,Hired,
APP000241,CAN000748,2024-10-18,Senior Teacher,REC002,2024-10-24,2024-10-29,2024-11-05,2024-11-08,,Hired,
APP000242,CAN001977,2022-03-21,Experienced Teacher,REC020,2022-03-31,2022-04-04,2022-04-12,2022-04-16,,Hired,
APP000243,CAN001911,2023-12-14,Experienced Teacher,REC007,2023-12-23,2023-12-30,2024-01-07,2024-01-08,,Hired,
APP000244,CAN001776,2024-08-15,Experienced Teacher,REC004,2024-08-18,2024-08-28,2024-08-29,2024-09-04,,Hired,
APP000245,CAN000788,2021-04-22,ALT / English Teacher,REC011,2021-04-28,2021-05-01,,,2021-05-20,Rejected,Position Filled
APP000246,CAN001957,2025-03-16,Experienced Teacher,REC012,2025-03-19,2025-03-26,2025-03-28,2025-04-02,,Hired,
APP000247,CAN001312,2023-04-27,Experienced Teacher,REC014,2023-04-28,2023-04-30,,,,Interviewing,
APP000248,CAN001285,2025-06-21,Experienced Teacher,REC019,2025-06-23,,,,,Hired,
APP000249,CAN001083,2023-05-22,Senior Teacher,REC002,2023-05-23,2023-05-31,,,2023-06-12,Rejected,Experience
APP000250,CAN000745,2024-10-10,ALT / English Teacher,REC012,2024-10-13,2024-10-24,,,2024-10-29,Rejected,Position Filled
APP000251,CAN000871,2026-12-28,Experienced Teacher,REC020,2027-01-04,2027-01-13,,,2027-01-24,Rejected,Availability
APP000252,CAN000349,2023-02-05,ALT / English Teacher,REC020,2023-02-10,2023-02-19,2023-02-23,2023-02-25,,Hired,
APP000253,CAN001459,2021-12-21,ALT / English Teacher,REC024,2021-12-23,2021-12-29,,,2022-01-02,Rejected,Interview Result
APP000254,CAN000435,2021-11-17,Senior Teacher,REC021,2021-11-23,2021-11-26,,,2021-12-03,Rejected,Availability
APP000255,CAN001285,2023-07-10,Senior Teacher,REC005,2023-07-19,2023-07-31,,,2023-07-29,Rejected,Interview Result
APP000256,CAN000380,2024-06-22,Senior Teacher,REC024,2024-06-23,2024-06-27,2024-06-28,2024-07-03,,Hired,
APP000257,CAN001934,2024-03-23,ALT / English Teacher,REC014,2024-03-24,2024-04-07,2024-04-15,2024-04-20,,Hired,
APP000258,CAN000845,2022-09-14,Senior Teacher,REC012,,,,,,Withdrawn,
APP000259,CAN001936,2026-05-01,Experienced Teacher,REC014,2026-05-09,2026-05-12,2026-05-16,2026-05-18,,Hired,
APP000260,CAN000902,2025-11-13,Senior Teacher,REC011,,,,,,Withdrawn,
APP000261,CAN001112,2025-06-25,Senior Teacher,REC022,2025-07-05,2025-07-14,2025-07-24,2025-07-28,,Hired,
APP000262,CAN000512,2024-06-12,Senior Teacher,REC008,2024-06-13,2024-06-25,,,2024-06-16,Rejected,Availability
APP000263,CAN000768,2023-06-11,Experienced Teacher,REC011,2023-06-18,,,,,Interviewing,
APP000264,CAN001791,2024-05-25,Senior Teacher,REC024,2024-06-04,2024-06-09,,,2024-06-10,Rejected,Experience
APP000265,CAN001808,2021-03-25,Experienced Teacher,REC013,2021-04-03,2021-04-10,2021-04-14,2021-04-19,,Hired,
APP000266,CAN001852,2021-10-02,ALT / English Teacher,REC021,2021-10-03,2021-10-12,,,2021-10-13,Rejected,Work Eligibility
APP000267,CAN000616,2022-11-02,ALT / English Teacher,REC012,2022-11-10,2022-11-22,2022-11-27,2022-12-04,,Hired,
APP000268,CAN000406,2024-02-09,Experienced Teacher,REC012,2024-02-18,2024-03-03,,,2024-03-08,Rejected,Position Filled
APP000269,CAN000293,2021-07-27,ALT / English Teacher,REC005,2021-07-28,2021-08-09,2021-08-12,2021-08-17,,Hired,
APP000270,CAN001005,2023-07-26,Experienced Teacher,REC018,2023-08-02,2023-08-15,2023-08-22,2023-08-29,,Hired,
APP000271,CAN000257,2022-08-07,Experienced Teacher,REC002,2022-08-13,2022-08-14,2022-08-19,2022-08-21,,Hired,
APP000272,CAN001032,2023-05-08,Experienced Teacher,REC013,2023-05-16,2023-05-18,,,2023-06-03,Rejected,Interview Result
APP000273,CAN000144,2026-03-04,ALT / English Teacher,REC005,,,,,,Withdrawn,
APP000274,CAN001782,2021-05-11,Experienced Teacher,REC002,,,,,,Withdrawn,
APP000275,CAN001128,2026-04-24,Experienced Teacher,REC001,2026-04-29,2026-05-06,2026-05-16,2026-05-20,,Hired,
APP000276,CAN000266,2025-10-23,ALT / English Teacher,REC011,2025-10-29,2025-11-08,2025-11-09,2025-11-11,,Hired,
APP000277,CAN000692,2023-03-08,ALT / English Teacher,REC007,2023-03-11,,,,2023-03-26,Rejected,Availability
APP000278,CAN001582,2024-06-19,Experienced Teacher,REC006,2024-06-21,2024-06-29,,,,Interviewing,
APP000279,CAN000403,2026-02-20,Experienced Teacher,REC007,2026-03-02,2026-03-12,,,2026-03-14,Rejected,Availability
APP000280,CAN001134,2021-11-10,ALT / English Teacher,REC010,2021-11-16,,,,,Hired,
APP000281,CAN000829,2021-03-26,Experienced Teacher,REC001,,,,,,Withdrawn,
APP000282,CAN000175,2024-12-07,ALT / English Teacher,REC019,2024-12-12,2024-12-23,,,,Interviewing,
APP000283,CAN000098,2022-02-06,ALT / English Teacher,REC020,2022-02-08,2022-02-13,,,,Interviewing,
APP000284,CAN000325,2024-09-01,Senior Teacher,REC024,2024-09-10,2024-09-23,2024-09-27,2024-09-30,,Hired,
APP000285,CAN001071,2022-06-23,ALT / English Teacher,REC006,2022-06-29,2022-07-09,2022-07-10,2022-07-14,,Hired,
APP000286,CAN001504,2024-08-12,Experienced Teacher,REC005,2024-08-20,,,,,Hired,
APP000287,CAN001671,2025-02-12,Experienced Teacher,REC015,2025-02-22,2025-03-01,2025-03-07,2025-03-12,,Hired,
APP000288,CAN000034,2023-12-12,Experienced Teacher,REC021,2023-12-15,2023-12-24,2024-01-02,2024-01-06,,Hired,
APP000289,CAN000192,2022-11-19,ALT / English Teacher,REC023,,,,,,Withdrawn,
APP000290,CAN000662,2022-03-07,Experienced Teacher,REC018,2022-03-11,,,,,Hired,
APP000291,CAN001235,2022-01-20,Senior Teacher,REC020,2022-01-24,2022-02-06,2022-02-08,2022-02-14,,Hired,
APP000292,CAN000335,2025-08-05,Experienced Teacher,REC012,2025-08-10,,,,2025-08-26,Rejected,Work Eligibility
APP000293,CAN000990,2023-04-05,Experienced Teacher,REC010,2023-04-10,,,,2023-04-08,Rejected,Interview Result
APP000294,CAN001897,2022-03-03,Experienced Teacher,REC022,2022-03-09,2022-03-23,,,2022-03-28,Rejected,Experience
APP000295,CAN000223,2022-12-05,Senior Teacher,REC018,2022-12-13,2022-12-27,2023-01-03,2023-01-04,,Hired,
APP000296,CAN001717,2021-04-11,Experienced Teacher,REC006,2021-04-21,2021-05-01,,,2021-05-05,Rejected,Interview Result
APP000297,CAN000030,2021-10-16,Senior Teacher,REC019,2021-10-22,2021-11-01,2021-11-11,2021-11-18,,Hired,
APP000298,CAN000609,2025-11-06,Experienced Teacher,REC011,2025-11-11,2025-11-21,2025-11-29,2025-12-03,,Hired,
APP000299,CAN000413,2026-08-01,ALT / English Teacher,REC005,2026-08-03,2026-08-05,2026-08-11,2026-08-15,,Hired,
APP000300,CAN000150,2023-03-22,Senior Teacher,REC001,2023-03-28,2023-03-29,,,2023-04-18,Rejected,Experience
APP000301,CAN001719,2026-05-20,Senior Teacher,REC006,2026-05-26,2026-05-27,2026-06-05,2026-06-06,,Hired,
APP000302,CAN001436,2024-06-27,Experienced Teacher,REC021,2024-07-03,2024-07-05,,,,Interviewing,
APP000303,CAN001267,2022-12-09,Experienced Teacher,REC014,2022-12-15,2022-12-20,,,,Interviewing,
APP000304,CAN001037,2025-12-10,Experienced Teacher,REC005,2025-12-11,2025-12-17,,,,Interviewing,
APP000305,CAN001612,2025-07-23,Senior Teacher,REC025,2025-07-25,2025-07-29,2025-08-05,2025-08-12,,Hired,
APP000306,CAN001668,2025-10-08,Senior Teacher,REC013,2025-10-12,,,,2025-10-19,Rejected,Availability
APP000307,CAN001067,2023-07-02,Experienced Teacher,REC018,2023-07-06,2023-07-14,,,,Interviewing,
APP000308,CAN000199,2026-05-03,Senior Teacher,REC009,2026-05-04,2026-05-05,,,,Interviewing,
APP000309,CAN000482,2022-12-02,Senior Teacher,REC003,2022-12-09,2022-12-16,,,2023-01-01,Rejected,Language Requirements
APP000310,CAN000576,2025-10-10,Experienced Teacher,REC023,2025-10-20,2025-11-02,2025-11-04,2025-11-09,,Hired,
APP000311,CAN001684,2021-06-15,Experienced Teacher,REC005,2021-06-19,2021-06-26,2021-06-28,2021-07-01,,Hired,
APP000312,CAN000605,2024-11-23,Experienced Teacher,REC019,2024-12-02,2024-12-06,,,2024-12-22,Rejected,Work Eligibility
APP000313,CAN001194,2021-04-23,Senior Teacher,REC012,2021-05-03,,,,,Hired,
APP000314,CAN001334,2021-05-04,Experienced Teacher,REC013,2021-05-06,2021-05-11,2021-05-12,2021-05-13,,Hired,
APP000315,CAN000441,2025-01-24,Senior Teacher,REC025,2025-02-01,,,,,Interviewing,
APP000316,CAN001541,2024-11-09,ALT / English Teacher,REC017,2024-11-14,2024-11-21,,,2024-11-12,Rejected,Language Requirements
APP000317,CAN000201,2025-08-17,ALT / English Teacher,REC006,2025-08-25,2025-08-29,,,,Interviewing,
APP000318,CAN001078,2025-05-02,ALT / English Teacher,REC018,2025-05-08,2025-05-18,2025-05-21,2025-05-24,,Hired,
APP000319,CAN001270,2024-01-19,Experienced Teacher,REC023,,,,,,Withdrawn,
APP000320,CAN000245,2021-10-25,Senior Teacher,REC007,2021-10-31,2021-11-09,2021-11-19,2021-11-22,,Hired,
APP000321,CAN000017,2024-09-20,ALT / English Teacher,REC020,2024-09-23,2024-09-30,,,2024-09-28,Rejected,Availability
APP000322,CAN000067,2024-08-19,Senior Teacher,REC011,2024-08-20,2024-08-27,,,,Interviewing,
APP000323,CAN001461,2024-11-21,Senior Teacher,REC002,,,,,,Withdrawn,
APP000324,CAN000498,2023-09-05,Senior Teacher,REC013,2023-09-14,,,,,Hired,
APP000325,CAN001252,2024-02-08,Experienced Teacher,REC022,2024-02-10,2024-02-21,2024-03-01,2024-03-03,,Hired,
APP000326,CAN001888,2025-04-22,ALT / English Teacher,REC023,2025-04-23,2025-04-28,2025-05-01,2025-05-07,,Hired,
APP000327,CAN000628,2021-06-09,ALT / English Teacher,REC025,2021-06-14,2021-06-24,2021-06-25,2021-06-28,,Hired,
APP000328,CAN001416,2025-01-05,Senior Teacher,REC013,2025-01-11,2025-01-17,2025-01-19,2025-01-23,,Hired,
APP000329,CAN001365,2024-08-28,Experienced Teacher,REC006,2024-09-03,2024-09-05,,,2024-09-12,Rejected,Availability
APP000330,CAN000761,2026-02-12,Senior Teacher,REC018,2026-02-20,2026-02-26,,,,Interviewing,
APP000331,CAN000491,2023-08-03,Experienced Teacher,REC014,2023-08-09,,,,2023-08-11,Rejected,Experience
APP000332,CAN001074,2024-04-01,Senior Teacher,REC022,2024-04-02,2024-04-10,2024-04-16,2024-04-21,,Hired,
APP000333,CAN001839,2023-06-09,Senior Teacher,REC002,2023-06-16,2023-06-28,,,2023-06-15,Rejected,Position Filled
APP000334,CAN001712,2023-10-06,ALT / English Teacher,REC016,2023-10-12,,,,2023-10-19,Rejected,Position Filled
APP000335,CAN000017,2025-07-09,Experienced Teacher,REC017,2025-07-12,,,,,Hired,
APP000336,CAN001925,2025-10-13,Experienced Teacher,REC025,2025-10-16,2025-10-28,2025-11-01,2025-11-03,,Hired,
APP000337,CAN001476,2026-12-19,Senior Teacher,REC016,2026-12-27,2026-12-31,2027-01-01,2027-01-06,,Hired,
APP000338,CAN000508,2024-10-20,ALT / English Teacher,REC021,2024-10-29,2024-11-10,,,,Interviewing,
APP000339,CAN001116,2024-05-05,Senior Teacher,REC013,2024-05-11,,,,,Hired,
APP000340,CAN001053,2024-07-28,Experienced Teacher,REC019,,,,,,Withdrawn,
APP000341,CAN001818,2023-12-26,Experienced Teacher,REC001,2024-01-04,2024-01-17,2024-01-24,2024-01-29,,Hired,
APP000342,CAN000922,2025-06-25,ALT / English Teacher,REC018,2025-07-01,2025-07-08,2025-07-15,2025-07-17,,Hired,
APP000343,CAN001844,2026-07-22,ALT / English Teacher,REC021,2026-07-25,2026-07-29,2026-08-02,2026-08-06,,Hired,
APP000344,CAN000493,2022-06-16,Experienced Teacher,REC025,2022-06-23,2022-07-06,2022-07-15,2022-07-19,,Hired,
APP000345,CAN000730,2022-02-24,Experienced Teacher,REC024,2022-02-26,2022-02-27,2022-03-09,2022-03-16,,Hired,
APP000346,CAN000280,2025-07-04,ALT / English Teacher,REC012,2025-07-05,2025-07-14,,,,Interviewing,
APP000347,CAN001136,2023-09-14,Senior Teacher,REC010,,,,,,Withdrawn,
APP000348,CAN001209,2024-02-09,ALT / English Teacher,REC007,2024-02-11,2024-02-13,2024-02-18,2024-02-19,,Hired,
APP000349,CAN000607,2026-09-18,Experienced Teacher,REC003,2026-09-23,,,,,Hired,
APP000350,CAN001645,2026-03-10,ALT / English Teacher,REC008,2026-03-13,,,,,Hired,
APP000351,CAN000887,2021-11-08,ALT / English Teacher,REC007,2021-11-10,2021-11-12,,,2021-12-01,Rejected,Language Requirements
APP000352,CAN000401,2024-10-18,ALT / English Teacher,REC014,2024-10-25,,,,,Interviewing,
APP000353,CAN000864,2026-08-22,Senior Teacher,REC009,2026-08-24,2026-08-29,,,2026-09-11,Rejected,Language Requirements
APP000354,CAN000313,2026-12-23,ALT / English Teacher,REC008,2027-01-02,2027-01-07,,,,Interviewing,
APP000355,CAN001536,2026-07-22,ALT / English Teacher,REC004,2026-07-26,2026-07-29,2026-08-03,2026-08-10,,Hired,
APP000356,CAN001331,2024-01-10,Senior Teacher,REC025,2024-01-13,2024-01-18,2024-01-22,2024-01-29,,Hired,
APP000357,CAN000266,2023-09-06,Senior Teacher,REC023,2023-09-15,2023-09-16,,,,Interviewing,
APP000358,CAN000576,2026-11-09,ALT / English Teacher,REC014,2026-11-17,2026-11-25,,,,Interviewing,
APP000359,CAN001162,2023-06-19,Experienced Teacher,REC006,2023-06-29,,,,,Hired,
APP000360,CAN000054,2023-10-09,ALT / English Teacher,REC001,2023-10-15,2023-10-17,,,2023-10-21,Rejected,Experience
APP000361,CAN000643,2024-02-15,Experienced Teacher,REC020,2024-02-20,2024-02-24,2024-03-02,2024-03-08,,Hired,
APP000362,CAN001830,2023-09-12,ALT / English Teacher,REC002,2023-09-18,2023-09-30,2023-10-05,2023-10-11,,Hired,
APP000363,CAN000613,2026-10-05,Senior Teacher,REC006,2026-10-11,2026-10-23,2026-10-28,2026-10-29,,Hired,
APP000364,CAN000350,2025-11-09,Experienced Teacher,REC019,2025-11-17,2025-11-23,2025-12-03,2025-12-06,,Hired,
APP000365,CAN001409,2021-11-02,Senior Teacher,REC018,2021-11-12,2021-11-22,2021-11-29,2021-12-04,,Hired,
APP000366,CAN001138,2023-05-16,Senior Teacher,REC003,2023-05-24,2023-06-05,,,2023-06-14,Rejected,Language Requirements
APP000367,CAN000840,2021-11-03,ALT / English Teacher,REC025,2021-11-13,2021-11-19,,,2021-11-28,Rejected,Work Eligibility
APP000368,CAN001347,2021-07-07,ALT / English Teacher,REC015,2021-07-14,2021-07-16,,,,Interviewing,
APP000369,CAN000279,2026-01-20,ALT / English Teacher,REC014,2026-01-26,2026-02-06,,,,Interviewing,
APP000370,CAN001231,2024-09-05,ALT / English Teacher,REC016,2024-09-09,2024-09-19,,,2024-09-18,Rejected,Experience
APP000371,CAN001406,2026-09-11,Experienced Teacher,REC003,2026-09-16,2026-09-28,,,,Interviewing,
APP000372,CAN000640,2021-06-17,Senior Teacher,REC024,2021-06-23,2021-06-25,2021-07-01,2021-07-02,,Hired,
APP000373,CAN001506,2021-12-21,ALT / English Teacher,REC016,2021-12-27,2022-01-02,2022-01-05,2022-01-11,,Hired,
APP000374,CAN000888,2021-11-25,ALT / English Teacher,REC016,2021-12-03,,,,,Hired,
APP000375,CAN001727,2023-11-04,Senior Teacher,REC012,2023-11-09,2023-11-20,2023-11-22,2023-11-28,,Hired,
APP000376,CAN000676,2022-09-21,ALT / English Teacher,REC003,2022-09-30,2022-10-13,,,2022-10-21,Rejected,Position Filled
APP000377,CAN001465,2023-09-26,Experienced Teacher,REC005,2023-10-05,2023-10-08,,,2023-10-07,Rejected,Position Filled
APP000378,CAN000701,2025-03-12,Senior Teacher,REC017,2025-03-20,2025-03-22,,,2025-04-07,Rejected,Interview Result
APP000379,CAN000524,2024-06-10,Experienced Teacher,REC011,2024-06-13,,,,2024-07-10,Rejected,Interview Result
APP000380,CAN000490,2025-05-04,Experienced Teacher,REC025,2025-05-08,,,,2025-05-19,Rejected,Availability
APP000381,CAN000621,2021-03-15,ALT / English Teacher,REC018,2021-03-16,2021-03-30,2021-03-31,2021-04-05,,Hired,
APP000382,CAN001481,2021-02-03,ALT / English Teacher,REC011,2021-02-09,2021-02-16,,,2021-02-09,Rejected,Interview Result
APP000383,CAN001746,2024-04-28,Experienced Teacher,REC008,2024-05-03,2024-05-10,,,2024-05-14,Rejected,Interview Result
APP000384,CAN001267,2026-10-13,Experienced Teacher,REC001,2026-10-22,,,,,Hired,
APP000385,CAN001667,2024-08-09,Senior Teacher,REC010,,,,,,Withdrawn,
APP000386,CAN000493,2021-05-24,ALT / English Teacher,REC013,2021-05-29,2021-06-01,2021-06-11,2021-06-18,,Hired,
APP000387,CAN000379,2022-04-18,ALT / English Teacher,REC023,2022-04-19,2022-05-02,2022-05-10,2022-05-17,,Hired,
APP000388,CAN000808,2022-03-09,Experienced Teacher,REC014,2022-03-11,2022-03-16,,,2022-04-03,Rejected,Position Filled
APP000389,CAN000198,2021-04-12,ALT / English Teacher,REC021,2021-04-20,,,,,Hired,
APP000390,CAN001074,2023-08-24,Experienced Teacher,REC014,2023-08-28,2023-08-29,2023-08-30,2023-09-03,,Hired,
APP000391,CAN001432,2026-07-27,Senior Teacher,REC024,2026-07-30,2026-08-09,2026-08-18,2026-08-20,,Hired,
APP000392,CAN000923,2021-08-26,Senior Teacher,REC013,2021-08-29,2021-09-05,2021-09-07,2021-09-11,,Hired,
APP000393,CAN000068,2026-07-15,ALT / English Teacher,REC011,2026-07-24,2026-07-30,,,,Interviewing,
APP000394,CAN000687,2026-05-21,Experienced Teacher,REC010,2026-05-26,2026-06-07,2026-06-11,2026-06-16,,Hired,
APP000395,CAN000355,2022-08-28,Experienced Teacher,REC018,2022-08-31,2022-09-02,2022-09-10,2022-09-16,,Hired,
APP000396,CAN001482,2024-12-21,Senior Teacher,REC021,2024-12-22,,,,,Hired,
APP000397,CAN001590,2026-04-01,Experienced Teacher,REC025,2026-04-08,2026-04-17,,,2026-04-06,Rejected,Interview Result
APP000398,CAN001074,2026-04-24,Senior Teacher,REC010,2026-04-29,2026-05-07,2026-05-13,2026-05-18,,Hired,
APP000399,CAN000009,2023-05-27,ALT / English Teacher,REC008,2023-06-04,2023-06-10,2023-06-14,2023-06-15,,Hired,
APP000400,CAN001201,2023-11-14,Experienced Teacher,REC009,2023-11-20,2023-11-29,,,,Interviewing,
APP000401,CAN000070,2024-02-02,ALT / English Teacher,REC003,2024-02-11,2024-02-16,2024-02-23,2024-02-24,,Hired,
APP000402,CAN001908,2022-02-19,Experienced Teacher,REC007,2022-02-24,,,,,Hired,
APP000403,CAN000660,2024-06-28,ALT / English Teacher,REC012,2024-07-07,2024-07-13,,,2024-07-01,Rejected,Work Eligibility
APP000404,CAN000677,2022-05-04,ALT / English Teacher,REC009,2022-05-12,2022-05-14,2022-05-22,2022-05-27,,Hired,
APP000405,CAN001376,2024-03-13,Experienced Teacher,REC017,2024-03-16,2024-03-26,2024-03-29,2024-04-02,,Hired,
APP000406,CAN001670,2022-10-01,Senior Teacher,REC003,2022-10-10,2022-10-20,,,2022-10-13,Rejected,Work Eligibility
APP000407,CAN001993,2025-06-15,ALT / English Teacher,REC011,2025-06-22,2025-06-30,2025-07-10,2025-07-17,,Hired,
APP000408,CAN001450,2024-09-03,Senior Teacher,REC006,2024-09-04,2024-09-17,,,,Interviewing,
APP000409,CAN001029,2025-03-26,Senior Teacher,REC009,2025-04-03,,,,,Hired,
APP000410,CAN000685,2025-11-24,Senior Teacher,REC019,2025-12-04,,,,,Hired,
APP000411,CAN001432,2022-02-03,Experienced Teacher,REC001,2022-02-09,2022-02-10,,,2022-02-24,Rejected,Interview Result
APP000412,CAN001722,2024-03-09,Senior Teacher,REC021,2024-03-15,,,,,Hired,
APP000413,CAN001610,2026-02-24,ALT / English Teacher,REC024,2026-03-05,2026-03-09,2026-03-18,2026-03-24,,Hired,
APP000414,CAN001973,2025-11-24,Experienced Teacher,REC021,2025-11-28,2025-12-08,,,2025-12-20,Rejected,Availability
APP000415,CAN001945,2021-08-19,ALT / English Teacher,REC017,2021-08-28,2021-09-02,2021-09-05,2021-09-07,,Hired,
APP000416,CAN001657,2025-03-25,Senior Teacher,REC006,2025-04-03,2025-04-07,2025-04-09,2025-04-16,,Hired,
APP000417,CAN001482,2025-05-18,Experienced Teacher,REC015,2025-05-28,2025-05-29,2025-06-06,2025-06-08,,Hired,
APP000418,CAN001945,2025-10-01,Experienced Teacher,REC004,2025-10-07,2025-10-08,2025-10-09,2025-10-10,,Hired,
APP000419,CAN001440,2022-08-09,Senior Teacher,REC002,2022-08-12,2022-08-26,2022-09-01,2022-09-06,,Hired,
APP000420,CAN001941,2022-05-01,Experienced Teacher,REC025,2022-05-10,2022-05-23,,,,Interviewing,
APP000421,CAN000901,2026-12-25,Experienced Teacher,REC013,2026-12-31,2027-01-07,2027-01-17,2027-01-18,,Hired,
APP000422,CAN000770,2025-06-09,Experienced Teacher,REC014,2025-06-17,2025-06-25,2025-07-05,2025-07-11,,Hired,
APP000423,CAN000854,2024-02-22,Experienced Teacher,REC013,2024-03-01,2024-03-09,2024-03-12,2024-03-16,,Hired,
APP000424,CAN000727,2024-06-19,Senior Teacher,REC013,2024-06-25,2024-06-28,2024-07-08,2024-07-09,,Hired,
APP000425,CAN000109,2023-02-13,Experienced Teacher,REC024,2023-02-19,,,,2023-03-14,Rejected,Work Eligibility
APP000426,CAN001977,2024-04-10,Experienced Teacher,REC017,2024-04-16,2024-04-27,,,,Interviewing,
APP000427,CAN001537,2022-07-03,ALT / English Teacher,REC019,2022-07-06,2022-07-17,,,2022-07-20,Rejected,Availability
APP000428,CAN001481,2024-08-22,Senior Teacher,REC017,,,,,,Withdrawn,
APP000429,CAN001736,2024-06-09,Senior Teacher,REC009,2024-06-13,,,,2024-06-29,Rejected,Work Eligibility
APP000430,CAN000169,2022-06-18,Experienced Teacher,REC004,2022-06-25,2022-06-28,,,,Interviewing,
APP000431,CAN001221,2026-12-23,ALT / English Teacher,REC002,2026-12-29,2027-01-03,,,2026-12-31,Rejected,Interview Result
