survey_id,employee_id,survey_date,overall_satisfaction,management_satisfaction,compensation_satisfaction,training_satisfaction,assignment_satisfaction,work_life_balance,career_satisfaction,commute_satisfaction,engagement_score,would_recommend,comments
SURV0000337,DUD100043,2024-05-20,5,5,5,5,5,5,4,5,5,True,
SURV0000338,DUD100043,2024-06-27,2,2,2,2,3,2,2,2,2,False,
SURV0000339,DUD100044,2023-11-24,2,2,2,3,3,2,1,1,2,False,
SURV0000340,DUD100044,2023-12-15,1,1,2,1,2,2,1,2,1,False,
SURV0000341,DUD100044,2024-01-16,4,4,5,3,5,3,5,5,3,True,
SURV0000342,DUD100044,2024-02-01,4,4,4,5,4,4,5,4,4,True,
SURV0000343,DUD100044,2024-03-27,2,2,2,3,2,2,2,2,2,False,
SURV0000344,DUD100044,2024-04-22,2,2,3,2,2,2,2,2,3,False,
SURV0000345,DUD100044,2024-05-14,5,5,4,5,5,5,4,5,4,True,
SURV0000346,DUD100045,2023-05-14,4,4,5,5,4,4,5,4,4,True,
SURV0000347,DUD100045,2023-06-08,2,2,1,1,1,2,3,2,3,False,
SURV0000348,DUD100045,2023-07-21,3,4,3,2,3,3,2,3,3,False,
SURV0000349,DUD100045,2023-08-01,4,4,4,3,4,4,4,4,3,True,
SURV0000350,DUD100045,2023-09-16,3,3,4,3,4,4,4,3,3,False,
SURV0000351,DUD100045,2023-10-03,3,3,3,3,2,4,4,3,3,False,
SURV0000352,DUD100045,2023-11-27,5,5,5,5,4,5,5,5,5,True,
SURV0000353,DUD100046,2022-05-25,4,4,3,3,4,4,3,4,4,True,
SURV0000354,DUD100046,2022-06-28,4,5,4,3,4,4,4,4,5,True,
SURV0000355,DUD100046,2022-07-02,4,5,3,3,4,4,4,5,3,True,
SURV0000356,DUD100046,2022-08-04,2,3,2,3,1,3,3,2,2,False,
SURV0000357,DUD100046,2022-09-01,5,4,5,5,5,5,4,5,4,True,
SURV0000358,DUD100046,2022-10-16,4,5,4,3,5,3,5,4,4,True,
SURV0000359,DUD100046,2022-11-07,3,4,2,3,3,3,4,3,2,False,
SURV0000360,DUD100046,2022-12-19,5,5,5,5,4,4,5,5,5,True,
SURV0000361,DUD100046,2023-01-14,4,3,3,4,3,4,5,3,4,True,
SURV0000362,DUD100046,2023-02-22,3,3,2,2,4,2,4,4,4,False,
SURV0000363,DUD100047,2022-11-18,5,5,5,5,4,5,5,5,4,True,
SURV0000364,DUD100047,2022-12-01,4,4,5,5,4,3,5,4,4,True,
SURV0000365,DUD100047,2023-01-12,3,3,2,3,2,3,3,3,3,False,
SURV0000366,DUD100047,2023-02-19,4,4,5,5,4,3,4,4,4,True,
SURV0000367,DUD100047,2023-03-12,4,4,4,5,3,4,3,5,5,True,
SURV0000368,DUD100047,2023-04-06,5,5,5,5,5,5,5,4,5,True,
SURV0000369,DUD100047,2023-05-08,3,3,3,4,3,2,2,3,4,False,
SURV0000370,DUD100047,2023-06-08,5,5,5,5,5,5,4,5,5,True,
SURV0000371,DUD100047,2023-07-11,1,1,1,2,1,1,1,1,1,False,
SURV0000372,DUD100047,2023-08-22,4,3,4,4,3,4,4,3,4,True,
SURV0000373,DUD100047,2023-09-18,4,5,4,3,3,4,4,4,4,True,
SURV0000374,DUD100048,2023-12-17,5,5,5,5,4,5,5,5,5,True,
SURV0000375,DUD100048,2024-01-20,3,2,2,3,3,4,2,3,3,False,
SURV0000376,DUD100048,2024-02-16,4,4,4,4,4,4,4,5,5,True,
SURV0000377,DUD100048,2024-03-12,3,3,2,4,3,4,4,3,3,False,
SURV0000378,DUD100048,2024-04-02,5,5,5,5,4,5,5,5,5,True,
SURV0000379,DUD100048,2024-05-24,5,5,5,4,5,5,5,4,5,True,
SURV0000380,DUD100048,2024-06-03,3,3,3,4,3,2,3,2,4,False,
SURV0000381,DUD100048,2024-07-01,5,4,5,5,5,5,5,5,4,True,
SURV0000382,DUD100048,2024-08-14,5,5,5,5,4,5,4,5,5,True,
SURV0000383,DUD100048,2024-09-17,4,4,5,3,3,3,5,4,5,True,
SURV0000384,DUD100049,2024-05-12,4,4,4,4,4,4,3,4,5,True,
SURV0000385,DUD100049,2024-06-19,4,4,4,4,3,4,5,4,4,True,
SURV0000386,DUD100049,2024-07-10,4,3,3,3,4,5,5,3,4,True,
SURV0000387,DUD100049,2024-08-23,5,5,4,5,5,5,4,4,5,True,
SURV0000388,DUD100049,2024-09-11,3,3,3,3,3,2,3,3,2,False,
SURV0000389,DUD100049,2024-10-10,3,3,3,3,3,3,2,3,4,False,
SURV0000390,DUD100049,2024-11-03,4,4,3,4,4,5,5,3,5,True,
SURV0000391,DUD100049,2024-12-26,1,1,2,1,1,1,1,2,1,False,
SURV0000392,DUD100050,2022-10-21,5,5,5,5,5,4,5,5,5,True,
SURV0000393,DUD100050,2022-11-06,4,3,5,3,4,3,5,4,4,True,
SURV0000394,DUD100050,2022-12-07,4,3,3,5,4,4,4,5,5,True,
SURV0000395,DUD100050,2023-01-20,4,5,5,4,4,4,5,4,3,True,
SURV0000396,DUD100050,2023-02-10,1,1,2,2,1,1,1,1,1,False,
SURV0000397,DUD100050,2023-03-03,1,1,1,1,1,1,1,1,1,False,
SURV0000398,DUD100050,2023-04-27,3,3,2,2,3,3,3,2,3,False,
SURV0000399,DUD100050,2023-05-15,5,5,5,4,4,5,5,5,5,True,
SURV0000400,DUD100050,2023-06-20,5,5,5,5,4,4,5,4,4,True,
SURV0000401,DUD100050,2023-07-02,5,4,5,4,5,5,5,5,5,True,
SURV0000402,DUD100050,2023-08-15,4,3,5,4,3,4,4,4,3,True,
SURV0000403,DUD100051,2023-12-18,3,3,3,4,4,3,3,3,3,False,
SURV0000404,DUD100051,2024-01-17,5,5,5,5,5,5,5,5,5,True,
SURV0000405,DUD100051,2024-02-08,5,5,5,4,5,5,5,5,5,True,
SURV0000406,DUD100051,2024-03-07,1,1,1,2,1,1,2,1,2,False,
SURV0000407,DUD100051,2024-04-01,3,3,4,4,2,3,4,4,3,False,
SURV0000408,DUD100051,2024-05-10,4,4,4,5,5,3,5,3,5,True,
SURV0000409,DUD100052,2022-05-10,1,1,2,1,2,1,1,1,1,False,
SURV0000410,DUD100052,2022-06-15,4,4,5,3,5,4,4,3,4,True,
SURV0000411,DUD100052,2022-07-26,4,5,3,3,5,4,5,4,3,True,
SURV0000412,DUD100052,2022-08-28,4,4,5,4,5,3,5,3,3,True,
SURV0000413,DUD100052,2022-09-16,5,5,4,4,4,5,4,4,5,True,
SURV0000414,DUD100052,2022-10-12,5,5,5,5,5,5,4,5,5,True,
SURV0000415,DUD100052,2022-11-01,5,5,5,4,5,5,5,4,5,True,
SURV0000416,DUD100052,2022-12-09,5,5,5,4,4,5,5,5,5,True,
SURV0000417,DUD100052,2023-01-07,4,4,3,5,3,4,5,3,4,True,
SURV0000418,DUD100052,2023-02-08,4,3,4,4,5,4,4,4,4,True,
SURV0000419,DUD100052,2023-03-21,4,4,4,5,4,4,5,4,4,True,
SURV0000420,DUD100052,2023-04-02,3,3,2,4,3,4,2,2,3,False,
SURV0000421,DUD100053,2024-07-20,4,4,5,5,5,4,4,5,3,True,
SURV0000422,DUD100053,2024-08-02,1,1,1,1,1,1,1,1,1,False,
SURV0000423,DUD100053,2024-09-23,4,4,4,5,4,3,4,5,3,True,
SURV0000424,DUD100053,2024-10-26,4,4,4,4,3,5,3,3,4,True,
SURV0000425,DUD100053,2024-11-09,5,5,5,5,5,5,4,5,4,True,
SURV0000426,DUD100053,2024-12-10,3,2,4,3,2,4,3,2,3,False,
SURV0000427,DUD100053,2025-01-24,3,2,4,3,4,3,3,4,4,False,
SURV0000428,DUD100053,2025-02-24,4,4,5,5,3,3,4,4,3,True,
SURV0000429,DUD100053,2025-03-22,4,4,4,4,5,4,5,3,4,True,
SURV0000430,DUD100053,2025-04-26,3,4,4,3,4,4,3,4,3,False,
SURV0000431,DUD100053,2025-05-04,2,2,2,1,3,1,3,2,1,False,
SURV0000432,DUD100054,2023-03-14,4,4,5,3,4,4,5,4,3,True,
SURV0000433,DUD100054,2023-04-04,4,5,4,5,3,3,3,4,4,True,
SURV0000434,DUD100054,2023-05-27,4,4,4,4,3,4,3,5,4,True,
SURV0000435,DUD100054,2023-06-22,3,3,4,2,2,2,4,3,3,False,
SURV0000436,DUD100054,2023-07-18,2,2,2,2,2,1,3,3,1,False,
SURV0000437,DUD100054,2023-08-03,3,3,3,3,3,3,3,4,3,False,
SURV0000438,DUD100054,2023-09-06,4,3,3,5,3,3,4,3,4,True,
SURV0000439,DUD100054,2023-10-06,4,4,4,5,3,3,4,4,4,True,
SURV0000440,DUD100054,2023-11-26,4,4,5,4,5,4,3,3,4,True,
SURV0000441,DUD100054,2023-12-13,4,5,5,4,5,3,3,4,4,True,
SURV0000442,DUD100054,2024-01-08,4,4,4,3,4,4,3,3,3,True,
SURV0000443,DUD100054,2024-02-16,3,3,3,4,3,4,3,3,2,False,
SURV0000444,DUD100055,2023-08-20,4,4,3,3,3,5,4,4,5,True,
SURV0000445,DUD100055,2023-09-20,4,3,4,5,5,4,4,5,4,True,
SURV0000446,DUD100055,2023-10-26,4,3,5,4,4,4,4,4,4,True,
SURV0000447,DUD100055,2023-11-12,5,5,5,5,5,5,5,5,4,True,
SURV0000448,DUD100055,2023-12-05,3,3,4,3,2,3,4,3,4,False,
SURV0000449,DUD100055,2024-01-01,3,3,3,4,3,3,4,3,4,False,
SURV0000450,DUD100055,2024-02-07,5,5,5,5,4,4,5,5,4,True,
SURV0000451,DUD100055,2024-03-07,5,5,4,5,4,5,5,5,5,True,
SURV0000452,DUD100055,2024-04-26,3,3,2,4,4,3,3,4,2,False,
SURV0000453,DUD100055,2024-05-18,5,5,5,5,5,5,5,4,4,True,
SURV0000454,DUD100055,2024-06-24,4,4,4,3,5,5,4,5,4,True,
SURV0000455,DUD100055,2024-07-16,3,3,4,3,3,3,3,3,4,False,
SURV0000456,DUD100056,2024-02-23,3,4,3,3,2,3,3,3,3,False,
SURV0000457,DUD100056,2024-03-13,4,3,4,4,4,5,3,5,4,True,
SURV0000458,DUD100056,2024-04-16,3,2,3,3,3,2,3,4,4,False,
SURV0000459,DUD100056,2024-05-27,4,5,4,4,4,4,4,4,4,True,
SURV0000460,DUD100056,2024-06-13,5,5,5,4,5,5,5,5,5,True,
SURV0000461,DUD100057,2022-07-19,2,3,2,1,2,1,2,3,2,False,
SURV0000462,DUD100057,2022-08-08,5,5,5,5,4,5,5,4,5,True,
SURV0000463,DUD100057,2022-09-10,5,5,5,5,5,5,5,5,5,True,
SURV0000464,DUD100057,2022-10-20,2,3,3,2,2,3,1,2,2,False,
SURV0000465,DUD100057,2022-11-13,3,3,2,3,4,3,2,3,2,False,
SURV0000466,DUD100057,2022-12-22,5,5,4,5,5,5,4,5,5,True,
SURV0000467,DUD100057,2023-01-24,4,4,4,3,4,4,4,5,3,True,
SURV0000468,DUD100057,2023-02-13,4,5,4,3,3,4,5,4,5,True,
SURV0000469,DUD100058,2022-01-06,5,5,4,4,4,5,5,4,5,True,
SURV0000470,DUD100058,2022-02-18,4,4,5,3,4,4,3,4,3,True,
SURV0000471,DUD100058,2022-03-12,3,3,3,3,2,4,2,2,2,False,
SURV0000472,DUD100058,2022-04-27,2,3,3,1,1,1,3,2,2,False,
SURV0000473,DUD100059,2022-03-25,3,3,3,3,4,2,3,3,3,False,
SURV0000474,DUD100059,2022-04-16,4,3,4,4,3,3,3,3,4,True,
SURV0000475,DUD100059,2022-05-09,3,3,3,4,4,3,3,3,3,False,
SURV0000476,DUD100059,2022-06-07,3,2,3,2,4,4,2,3,3,False,
SURV0000477,DUD100059,2022-07-14,3,3,3,4,3,4,3,3,3,False,
SURV0000478,DUD100059,2022-08-02,5,5,4,5,5,4,5,5,5,True,
SURV0000479,DUD100059,2022-09-23,3,3,4,4,4,3,3,3,3,False,
SURV0000480,DUD100059,2022-10-13,5,5,5,5,4,5,5,4,5,True,
SURV0000481,DUD100060,2024-09-19,4,4,3,5,5,3,4,3,5,True,
SURV0000482,DUD100060,2024-10-02,1,1,1,1,1,1,1,1,1,False,
SURV0000483,DUD100060,2024-11-08,3,2,4,3,2,2,2,3,2,False,
SURV0000484,DUD100060,2024-12-19,5,5,5,5,5,5,4,5,4,True,
SURV0000485,DUD100060,2025-01-28,5,5,5,4,5,5,5,5,5,True,
SURV0000486,DUD100060,2025-02-26,3,3,3,3,2,3,3,2,2,False,
SURV0000487,DUD100060,2025-03-03,5,5,4,5,5,5,4,5,4,True,
SURV0000488,DUD100060,2025-04-03,1,1,1,1,1,2,1,2,1,False,
SURV0000489,DUD100060,2025-05-24,4,3,4,3,3,3,3,5,4,True,
SURV0000490,DUD100060,2025-06-24,1,1,1,1,1,1,2,2,2,False,
SURV0000491,DUD100060,2025-07-03,4,3,5,4,4,3,3,3,4,True,
SURV0000492,DUD100061,2024-08-20,2,2,2,1,2,3,2,2,2,False,
SURV0000493,DUD100061,2024-09-04,2,3,3,2,1,2,1,1,2,False,
SURV0000494,DUD100061,2024-10-03,4,3,5,4,5,5,5,3,3,True,
SURV0000495,DUD100061,2024-11-08,4,5,4,5,4,4,5,4,4,True,
SURV0000496,DUD100061,2024-12-06,4,3,5,4,4,4,3,4,4,True,
SURV0000497,DUD100062,2021-03-06,2,2,2,3,2,2,1,2,2,False,
SURV0000498,DUD100062,2021-04-16,3,4,3,3,2,4,3,3,3,False,
SURV0000499,DUD100062,2021-05-10,4,5,4,4,5,3,4,4,4,True,
SURV0000500,DUD100062,2021-06-12,4,4,3,5,4,4,4,4,5,True,
SURV0000501,DUD100062,2021-07-14,1,1,1,1,1,1,1,1,1,False,
SURV0000502,DUD100063,2024-07-17,4,3,4,3,4,5,4,4,4,True,
SURV0000503,DUD100063,2024-08-21,4,4,3,4,4,5,3,4,3,True,
SURV0000504,DUD100063,2024-09-10,4,5,5,4,5,3,4,4,3,True,
SURV0000505,DUD100063,2024-10-06,4,3,4,4,3,4,3,4,3,True,
SURV0000506,DUD100063,2024-11-25,3,3,2,3,3,3,3,3,3,False,
SURV0000507,DUD100063,2024-12-13,5,4,4,5,4,5,4,5,5,True,
SURV0000508,DUD100064,2021-05-18,3,3,3,4,4,3,3,3,3,False,
SURV0000509,DUD100064,2021-06-28,5,5,5,5,4,5,5,4,5,True,
SURV0000510,DUD100064,2021-07-17,4,4,4,4,5,3,3,4,4,True,
SURV0000511,DUD100064,2021-08-07,2,2,2,2,1,3,1,3,1,False,
SURV0000512,DUD100064,2021-09-10,5,5,5,5,4,4,5,5,5,True,
SURV0000513,DUD100064,2021-10-12,3,3,2,3,3,3,2,3,3,False,
SURV0000514,DUD100064,2021-11-09,5,5,5,5,5,4,5,5,4,True,
SURV0000515,DUD100064,2021-12-22,5,5,5,5,5,5,4,5,5,True,
SURV0000516,DUD100064,2022-01-17,5,4,5,5,5,5,5,4,5,True,
SURV0000517,DUD100065,2022-02-07,4,3,4,3,4,5,4,4,4,True,
SURV0000518,DUD100065,2022-03-28,4,4,5,5,3,5,4,4,5,True,
SURV0000519,DUD100065,2022-04-08,4,3,5,4,5,3,3,3,5,True,
SURV0000520,DUD100065,2022-05-03,4,5,4,4,4,5,3,4,4,True,
SURV0000521,DUD100065,2022-06-06,4,4,4,4,4,4,5,3,5,True,
SURV0000522,DUD100065,2022-07-20,4,4,4,3,4,4,5,4,3,True,
SURV0000523,DUD100066,2024-09-22,4,4,3,4,4,5,4,5,3,True,
SURV0000524,DUD100066,2024-10-12,4,3,3,5,3,5,5,4,4,True,
SURV0000525,DUD100066,2024-11-17,3,3,2,4,3,3,3,2,3,False,
SURV0000526,DUD100066,2024-12-14,5,5,5,4,5,5,5,5,4,True,
SURV0000527,DUD100067,2022-04-14,2,2,1,3,2,2,1,1,2,False,
SURV0000528,DUD100067,2022-05-06,5,5,5,5,5,4,5,5,5,True,
SURV0000529,DUD100067,2022-06-07,2,2,2,3,3,1,1,3,1,False,
SURV0000530,DUD100067,2022-07-22,2,1,1,2,2,3,1,3,2,False,
SURV0000531,DUD100067,2022-08-09,5,5,5,5,5,4,5,5,5,True,
SURV0000532,DUD100067,2022-09-15,3,2,3,3,3,3,3,3,3,False,
SURV0000533,DUD100067,2022-10-01,5,5,5,5,5,4,4,5,5,True,
SURV0000534,DUD100067,2022-11-17,1,1,1,1,1,1,1,1,1,False,
SURV0000535,DUD100067,2022-12-06,4,4,5,3,4,3,4,5,4,True,
SURV0000536,DUD100068,2024-07-19,4,4,5,4,3,4,3,4,3,True,
SURV0000537,DUD100068,2024-08-16,3,3,4,3,2,2,2,2,4,False,
SURV0000538,DUD100068,2024-09-04,4,4,5,4,5,4,4,4,4,True,
SURV0000539,DUD100068,2024-10-20,5,5,5,5,5,5,5,4,5,True,
SURV0000540,DUD100068,2024-11-23,4,4,4,3,5,3,4,5,4,True,
SURV0000541,DUD100068,2024-12-06,3,3,4,3,3,2,3,3,2,False,
SURV0000542,DUD100068,2025-01-01,4,4,4,4,5,4,3,4,4,True,
SURV0000543,DUD100069,2023-05-17,4,4,4,5,4,5,4,5,4,True,
SURV0000544,DUD100069,2023-06-11,3,3,2,3,4,4,4,4,2,False,
SURV0000545,DUD100069,2023-07-14,3,3,4,3,4,3,3,3,2,False,
SURV0000546,DUD100069,2023-08-25,2,1,2,1,1,1,3,2,3,False,
SURV0000547,DUD100069,2023-09-20,1,1,1,2,1,1,2,2,2,False,
SURV0000548,DUD100069,2023-10-01,4,5,5,4,4,3,4,5,3,True,
SURV0000549,DUD100069,2023-11-28,4,4,4,4,5,4,4,3,3,True,
SURV0000550,DUD100069,2023-12-20,3,3,4,2,4,3,4,3,4,False,
SURV0000551,DUD100070,2021-02-01,3,4,2,3,3,3,3,3,3,False,
SURV0000552,DUD100070,2021-03-24,4,4,4,4,5,4,3,3,3,True,
SURV0000553,DUD100070,2021-04-06,3,3,3,3,2,4,3,3,3,False,
SURV0000554,DUD100070,2021-05-18,5,4,5,5,5,5,5,5,4,True,
SURV0000555,DUD100070,2021-06-27,3,2,4,3,3,4,3,4,3,False,
SURV0000556,DUD100070,2021-07-26,4,4,3,4,4,4,5,5,3,True,
SURV0000557,DUD100071,2022-07-18,3,3,2,3,4,4,2,4,2,False,
SURV0000558,DUD100071,2022-08-13,5,5,5,5,4,5,4,5,5,True,
SURV0000559,DUD100071,2022-09-02,4,3,4,4,4,4,4,3,4,True,
SURV0000560,DUD100071,2022-10-27,3,4,2,2,3,3,4,3,4,False,
SURV0000561,DUD100071,2022-11-25,4,5,4,4,5,4,4,3,4,True,
SURV0000562,DUD100071,2022-12-01,3,3,2,3,4,3,4,2,3,False,
SURV0000563,DUD100071,2023-01-15,4,5,4,5,4,4,5,4,3,True,
SURV0000564,DUD100072,2022-07-14,4,4,4,4,3,4,4,4,5,True,
SURV0000565,DUD100072,2022-08-14,5,5,5,5,4,5,5,5,5,True,
SURV0000566,DUD100072,2022-09-01,2,2,2,1,2,2,1,1,2,False,
SURV0000567,DUD100072,2022-10-01,3,3,3,3,3,4,2,4,3,False,
SURV0000568,DUD100072,2022-11-07,3,4,4,4,4,2,2,3,3,False,
SURV0000569,DUD100072,2022-12-07,4,5,4,5,5,5,5,4,3,True,
SURV0000570,DUD100072,2023-01-01,5,5,5,5,4,5,5,4,5,True,
SURV0000571,DUD100072,2023-02-10,4,4,3,4,4,5,3,5,4,True,
SURV0000572,DUD100072,2023-03-23,5,5,5,5,5,5,5,4,4,True,
SURV0000573,DUD100072,2023-04-11,4,3,5,4,3,4,4,4,5,True,
SURV0000574,DUD100072,2023-05-23,5,4,5,5,5,5,5,5,5,True,
SURV0000575,DUD100072,2023-06-07,3,2,4,3,3,4,3,3,3,False,
SURV0000576,DUD100073,2023-12-18,5,5,5,4,5,5,4,5,5,True,
SURV0000577,DUD100073,2024-01-20,2,2,1,3,2,2,3,2,1,False,
SURV0000578,DUD100073,2024-02-05,4,5,5,3,3,3,4,3,5,True,
SURV0000579,DUD100073,2024-03-25,5,5,5,5,5,5,5,5,5,True,
SURV0000580,DUD100074,2022-03-14,3,3,3,2,3,3,4,4,2,False,
SURV0000581,DUD100074,2022-04-27,5,5,5,5,5,5,4,4,5,True,
SURV0000582,DUD100074,2022-05-24,4,5,5,4,5,4,3,4,4,True,
SURV0000583,DUD100074,2022-06-26,5,5,5,5,5,5,5,5,5,True,
SURV0000584,DUD100074,2022-07-19,1,1,1,1,2,1,1,1,1,False,
SURV0000585,DUD100074,2022-08-06,4,3,4,4,4,4,5,3,4,True,
SURV0000586,DUD100074,2022-09-14,5,4,5,5,5,5,4,4,5,True,
SURV0000587,DUD100074,2022-10-07,1,1,2,1,1,2,2,1,1,False,
SURV0000588,DUD100074,2022-11-15,4,4,3,4,5,4,5,3,4,True,
SURV0000589,DUD100074,2022-12-05,4,4,4,5,5,4,4,4,5,True,
SURV0000590,DUD100074,2023-01-15,3,3,4,2,3,2,2,4,3,False,
SURV0000591,DUD100075,2023-02-19,3,2,3,3,4,2,3,3,3,False,
SURV0000592,DUD100075,2023-03-18,4,4,4,5,4,4,4,4,4,True,
SURV0000593,DUD100075,2023-04-23,4,4,5,4,3,5,4,4,4,True,
SURV0000594,DUD100075,2023-05-18,3,3,2,2,2,3,3,4,2,False,
SURV0000595,DUD100075,2023-06-22,4,3,3,4,4,5,4,5,3,True,
SURV0000596,DUD100075,2023-07-05,4,4,4,3,3,4,4,5,4,True,
SURV0000597,DUD100076,2022-01-07,1,1,1,1,1,1,1,2,1,False,
SURV0000598,DUD100076,2022-02-01,5,4,5,5,5,5,4,5,5,True,
SURV0000599,DUD100076,2022-03-09,4,3,5,4,5,4,4,4,4,True,
SURV0000600,DUD100076,2022-04-26,5,4,5,5,5,5,5,5,5,True,
SURV0000601,DUD100076,2022-05-07,4,4,3,4,4,5,3,4,4,True,
SURV0000602,DUD100077,2021-04-16,4,4,4,3,5,3,3,4,4,True,
SURV0000603,DUD100077,2021-05-11,3,4,3,2,4,4,3,4,4,False,
SURV0000604,DUD100077,2021-06-27,5,4,5,5,5,5,5,4,4,True,
SURV0000605,DUD100077,2021-07-08,4,4,4,5,3,4,3,4,5,True,
SURV0000606,DUD100077,2021-08-28,4,3,5,4,4,4,3,4,4,True,
SURV0000607,DUD100077,2021-09-23,2,3,3,1,2,2,2,2,2,False,
SURV0000608,DUD100077,2021-10-04,3,4,3,4,4,3,3,4,2,False,
SURV0000609,DUD100077,2021-11-20,4,4,4,5,4,4,3,4,5,True,
SURV0000610,DUD100077,2021-12-02,4,4,4,3,4,5,4,4,4,True,
SURV0000611,DUD100077,2022-01-09,3,3,2,3,4,3,2,4,3,False,
SURV0000612,DUD100078,2024-07-05,3,4,4,3,3,4,3,3,3,False,
SURV0000613,DUD100078,2024-08-12,5,5,5,5,5,4,5,4,5,True,
SURV0000614,DUD100078,2024-09-06,4,4,5,4,4,5,4,4,4,True,
SURV0000615,DUD100078,2024-10-28,4,4,4,4,4,4,4,3,4,True,
SURV0000616,DUD100078,2024-11-02,5,4,5,5,5,5,4,5,4,True,
SURV0000617,DUD100078,2024-12-11,4,5,5,5,3,5,3,5,4,True,
SURV0000618,DUD100078,2025-01-27,1,2,1,1,1,1,2,1,2,False,
SURV0000619,DUD100078,2025-02-02,4,4,4,3,5,4,4,4,5,True,
SURV0000620,DUD100078,2025-03-03,4,4,4,5,4,4,3,4,3,True,
SURV0000621,DUD100078,2025-04-07,3,3,2,4,4,3,3,3,3,False,
SURV0000622,DUD100078,2025-05-10,4,4,4,5,4,3,5,4,4,True,
SURV0000623,DUD100078,2025-06-20,4,5,4,4,3,4,4,4,3,True,
SURV0000624,DUD100079,2022-12-14,4,4,4,4,4,4,4,3,3,True,
SURV0000625,DUD100079,2023-01-10,4,4,4,3,4,3,4,5,5,True,
SURV0000626,DUD100079,2023-02-09,2,2,3,2,1,3,2,3,1,False,
SURV0000627,DUD100079,2023-03-21,3,3,4,4,2,4,3,3,2,False,
SURV0000628,DUD100079,2023-04-19,4,4,4,4,5,5,4,4,4,True,
SURV0000629,DUD100079,2023-05-22,2,2,3,3,2,1,1,3,3,False,
SURV0000630,DUD100079,2023-06-19,4,4,3,4,3,4,5,4,4,True,
SURV0000631,DUD100080,2024-06-02,2,2,2,2,3,1,3,1,1,False,
SURV0000632,DUD100080,2024-07-15,5,4,5,5,5,5,5,5,4,True,
SURV0000633,DUD100080,2024-08-08,3,3,3,3,2,3,3,2,2,False,
SURV0000634,DUD100080,2024-09-09,2,1,2,2,2,2,2,2,3,False,
SURV0000635,DUD100080,2024-10-28,4,5,5,4,5,5,5,5,4,True,
SURV0000636,DUD100080,2024-11-06,3,3,3,2,3,3,3,2,3,False,
SURV0000637,DUD100080,2024-12-05,4,4,3,4,3,4,3,5,4,True,
SURV0000638,DUD100080,2025-01-21,4,3,4,5,3,5,4,5,3,True,
SURV0000639,DUD100080,2025-02-02,4,5,5,4,5,4,4,4,4,True,
SURV0000640,DUD100080,2025-03-13,5,5,5,5,4,5,5,5,4,True,
SURV0000641,DUD100081,2022-12-15,1,1,1,1,2,1,2,1,1,False,
SURV0000642,DUD100081,2023-01-01,4,5,4,3,4,4,3,4,4,True,
SURV0000643,DUD100081,2023-02-26,4,5,4,4,4,4,3,5,4,True,
SURV0000644,DUD100081,2023-03-18,5,5,5,5,4,4,5,5,4,True,
SURV0000645,DUD100081,2023-04-18,5,4,5,5,4,5,5,5,4,True,
SURV0000646,DUD100081,2023-05-26,3,3,3,3,3,2,2,3,3,False,
SURV0000647,DUD100081,2023-06-22,4,5,4,5,4,4,4,5,5,True,
SURV0000648,DUD100081,2023-07-13,4,4,4,5,3,4,5,3,4,True,
SURV0000649,DUD100081,2023-08-28,4,5,3,5,4,4,4,4,5,True,
SURV0000650,DUD100082,2023-09-10,3,3,4,3,2,3,4,3,3,False,
SURV0000651,DUD100082,2023-10-16,2,2,2,3,2,1,2,2,2,False,
SURV0000652,DUD100082,2023-11-13,3,3,2,4,3,2,3,4,2,False,
SURV0000653,DUD100082,2023-12-07,1,1,1,1,1,1,1,1,2,False,
SURV0000654,DUD100082,2024-01-22,4,4,4,5,4,4,5,5,4,True,
SURV0000655,DUD100082,2024-02-06,5,5,4,5,5,5,5,5,5,True,
SURV0000656,DUD100082,2024-03-05,4,3,3,4,4,3,4,4,4,True,
SURV0000657,DUD100082,2024-04-28,4,5,3,4,4,4,4,4,5,True,
SURV0000658,DUD100082,2024-05-10,3,2,2,4,3,3,3,3,3,False,
SURV0000659,DUD100082,2024-06-17,4,3,4,4,4,4,4,4,4,True,
SURV0000660,DUD100083,2021-07-12,1,1,1,1,2,1,2,1,1,False,
SURV0000661,DUD100083,2021-08-23,5,5,4,5,5,5,5,5,5,True,
SURV0000662,DUD100083,2021-09-27,4,3,5,4,5,5,4,3,3,True,
SURV0000663,DUD100083,2021-10-11,2,2,2,2,1,2,1,2,1,False,
SURV0000664,DUD100083,2021-11-09,4,5,4,4,3,3,3,3,5,True,
SURV0000665,DUD100084,2021-04-25,5,5,5,5,4,5,5,5,5,True,
SURV0000666,DUD100084,2021-05-15,3,3,4,4,2,2,4,4,4,False,
SURV0000667,DUD100084,2021-06-22,4,4,3,4,4,3,3,4,4,True,
SURV0000668,DUD100084,2021-07-02,4,5,4,4,4,3,3,5,5,True,
SURV0000669,DUD100084,2021-08-21,5,4,4,5,5,5,5,5,5,True,
SURV0000670,DUD100084,2021-09-02,5,4,5,5,4,5,4,5,5,True,
SURV0000671,DUD100084,2021-10-07,3,4,3,2,4,4,3,4,3,False,
SURV0000672,DUD100084,2021-11-19,4,4,5,4,3,5,4,4,4,True,
SURV0000673,DUD100084,2021-12-23,4,5,5,3,3,5,3,3,5,True,
SURV0000674,DUD100084,2022-01-16,3,4,3,3,4,4,3,3,2,False,
SURV0000675,DUD100084,2022-02-20,1,1,1,1,1,1,1,1,1,False,
