qualification_id,employee_id,qualification_name,qualification_type,issuing_organization,issue_date,expiry_date,qualification_status
QUAL001392,DUD101093,BA Education,Degree,University,2021-07-28,,Active
QUAL001393,DUD101093,MA Education,Degree,University,2023-05-18,,Active
QUAL001394,DUD101094,CELTA,Teaching Certification,Cambridge English,2021-09-13,2023-10-12,Expired
QUAL001395,DUD101095,TEFL,Teaching Certification,International TEFL Academy,2019-11-05,,Active
QUAL001396,DUD101096,MA Education,Degree,University,2025-11-05,,Active
QUAL001397,DUD101097,TEFL,Teaching Certification,International TEFL Academy,2020-06-07,,Active
QUAL001398,DUD101098,MA Education,Degree,University,2024-09-21,,Active
QUAL001399,DUD101099,BA English,Degree,University,2025-09-04,,Active
QUAL001400,DUD101100,MA Education,Degree,University,2021-06-08,,Active
QUAL001401,DUD101101,MA Education,Degree,University,2023-07-15,,Active
QUAL001402,DUD101102,BA English,Degree,University,2022-07-15,,Active
QUAL001403,DUD101103,BA English,Degree,University,2025-09-09,,Active
QUAL001404,DUD101104,BA Linguistics,Degree,University,2018-08-17,,Active
QUAL001405,DUD101105,MA Education,Degree,University,2023-03-26,,Active
QUAL001406,DUD101106,CELTA,Teaching Certification,Cambridge English,2023-10-23,,Active
QUAL001407,DUD101107,BA English,Degree,University,2020-05-18,,Active
QUAL001408,DUD101108,BA English,Degree,University,2020-10-14,,Active
QUAL001409,DUD101109,BA Linguistics,Degree,University,2020-03-04,,Active
QUAL001410,DUD101110,BA English,Degree,University,2020-11-15,,Active
QUAL001411,DUD101111,BA Linguistics,Degree,University,2024-02-25,,Active
QUAL001412,DUD101111,CELTA,Teaching Certification,Cambridge English,2019-04-11,,Active
QUAL001413,DUD101112,CELTA,Teaching Certification,Cambridge English,2020-11-06,,Active
QUAL001414,DUD101113,CELTA,Teaching Certification,Cambridge English,2021-04-23,,Active
QUAL001415,DUD101114,BA English,Degree,University,2025-08-14,,Active
QUAL001416,DUD101115,BA Education,Degree,University,2024-11-20,,Active
QUAL001417,DUD101115,TEFL,Teaching Certification,International TEFL Academy,2025-10-28,2028-08-06,Active
QUAL001418,DUD101116,MA Education,Degree,University,2021-03-04,,Active
QUAL001419,DUD101117,TEFL,Teaching Certification,International TEFL Academy,2022-03-25,,Active
QUAL001420,DUD101118,TEFL,Teaching Certification,International TEFL Academy,2022-06-12,,Active
QUAL001421,DUD101118,CELTA,Teaching Certification,Cambridge English,2023-05-24,2026-07-16,Expired
QUAL001422,DUD101119,BA Education,Degree,University,2023-11-14,,Active
QUAL001423,DUD101120,TEFL,Teaching Certification,International TEFL Academy,2019-06-21,,Active
QUAL001424,DUD101121,BA English,Degree,University,2024-05-24,,Active
QUAL001425,DUD101122,MA Education,Degree,University,2019-04-22,,Active
QUAL001426,DUD101123,CELTA,Teaching Certification,Cambridge English,2021-06-06,,Active
QUAL001427,DUD101123,TEFL,Teaching Certification,International TEFL Academy,2018-07-18,,Active
QUAL001428,DUD101124,MA Education,Degree,University,2018-11-22,,Active
QUAL001429,DUD101125,MA Education,Degree,University,2025-02-09,,Active
QUAL001430,DUD101126,TEFL,Teaching Certification,International TEFL Academy,2024-04-28,,Active
QUAL001431,DUD101127,BA Linguistics,Degree,University,2018-01-15,,Active
QUAL001432,DUD101127,BA Education,Degree,University,2025-03-08,,Active
QUAL001433,DUD101128,BA English,Degree,University,2019-02-04,,Active
QUAL001434,DUD101129,BA Linguistics,Degree,University,2021-09-08,,Active
QUAL001435,DUD101130,BA Education,Degree,University,2024-10-28,,Active
QUAL001436,DUD101131,BA English,Degree,University,2022-06-19,,Active
QUAL001437,DUD101132,TEFL,Teaching Certification,International TEFL Academy,2020-04-24,,Active
QUAL001438,DUD101133,TEFL,Teaching Certification,International TEFL Academy,2019-05-18,,Active
QUAL001439,DUD101134,TEFL,Teaching Certification,International TEFL Academy,2020-05-10,,Active
QUAL001440,DUD101134,BA English,Degree,University,2023-06-07,,Active
QUAL001441,DUD101135,TEFL,Teaching Certification,International TEFL Academy,2025-05-24,2027-05-08,Active
QUAL001442,DUD101136,BA Linguistics,Degree,University,2024-05-13,,Active
QUAL001443,DUD101137,TESOL,Teaching Certification,TESOL International Association,2019-09-19,2022-10-16,Expired
QUAL001444,DUD101137,CELTA,Teaching Certification,Cambridge English,2019-12-04,2023-08-15,Expired
QUAL001445,DUD101138,BA Education,Degree,University,2025-10-17,,Active
QUAL001446,DUD101139,MA Education,Degree,University,2025-04-20,,Active
QUAL001447,DUD101139,BA Education,Degree,University,2019-10-12,,Active
QUAL001448,DUD101140,CELTA,Teaching Certification,Cambridge English,2019-02-18,,Active
QUAL001449,DUD101141,BA Education,Degree,University,2019-11-11,,Active
QUAL001450,DUD101141,BA Linguistics,Degree,University,2023-06-14,,Active
QUAL001451,DUD101142,BA Linguistics,Degree,University,2021-10-14,,Active
QUAL001452,DUD101143,CELTA,Teaching Certification,Cambridge English,2023-06-19,,Active
QUAL001453,DUD101144,MA Education,Degree,University,2023-06-04,,Active
QUAL001454,DUD101144,TESOL,Teaching Certification,TESOL International Association,2020-10-12,,Active
QUAL001455,DUD101145,MA Education,Degree,University,2023-07-27,,Active
QUAL001456,DUD101146,BA Education,Degree,University,2019-01-17,,Active
QUAL001457,DUD101147,BA English,Degree,University,2021-02-11,,Active
QUAL001458,DUD101147,BA Education,Degree,University,2021-02-10,,Active
QUAL001459,DUD101148,BA Education,Degree,University,2024-08-14,,Active
QUAL001460,DUD101149,MA Education,Degree,University,2022-02-12,,Active
QUAL001461,DUD101150,TEFL,Teaching Certification,International TEFL Academy,2023-09-20,,Active
QUAL001462,DUD101150,CELTA,Teaching Certification,Cambridge English,2021-08-20,,Active
QUAL001463,DUD101151,BA English,Degree,University,2023-07-04,,Active
QUAL001464,DUD101152,BA English,Degree,University,2019-09-11,,Active
QUAL001465,DUD101153,MA Education,Degree,University,2025-02-19,,Active
QUAL001466,DUD101154,TESOL,Teaching Certification,TESOL International Association,2022-05-25,,Active
QUAL001467,DUD101155,TEFL,Teaching Certification,International TEFL Academy,2020-01-15,,Active
QUAL001468,DUD101155,MA Education,Degree,University,2019-04-24,,Active
QUAL001469,DUD101156,TESOL,Teaching Certification,TESOL International Association,2018-09-09,2022-12-06,Expired
QUAL001470,DUD101157,BA Education,Degree,University,2019-06-26,,Active
QUAL001471,DUD101158,BA Linguistics,Degree,University,2019-07-10,,Active
QUAL001472,DUD101159,TESOL,Teaching Certification,TESOL International Association,2024-07-01,,Active
QUAL001473,DUD101160,TESOL,Teaching Certification,TESOL International Association,2018-05-27,,Active
QUAL001474,DUD101161,BA Linguistics,Degree,University,2022-11-19,,Active
QUAL001475,DUD101162,BA Education,Degree,University,2025-10-24,,Active
QUAL001476,DUD101163,TEFL,Teaching Certification,International TEFL Academy,2023-01-25,,Active
QUAL001477,DUD101164,TEFL,Teaching Certification,International TEFL Academy,2021-02-17,,Active
QUAL001478,DUD101165,MA Education,Degree,University,2021-08-03,,Active
QUAL001479,DUD101166,BA Linguistics,Degree,University,2024-09-01,,Active
QUAL001480,DUD101166,TEFL,Teaching Certification,International TEFL Academy,2024-12-22,,Active
QUAL001481,DUD101167,TESOL,Teaching Certification,TESOL International Association,2022-06-10,,Active
QUAL001482,DUD101168,MA Education,Degree,University,2025-12-19,,Active
QUAL001483,DUD101169,TEFL,Teaching Certification,International TEFL Academy,2025-02-24,,Active
QUAL001484,DUD101169,BA English,Degree,University,2024-10-08,,Active
QUAL001485,DUD101170,CELTA,Teaching Certification,Cambridge English,2025-02-04,2028-05-29,Active
QUAL001486,DUD101171,CELTA,Teaching Certification,Cambridge English,2021-08-13,,Active
QUAL001487,DUD101171,BA Education,Degree,University,2024-12-14,,Active
QUAL001488,DUD101172,BA English,Degree,University,2025-04-07,,Active
QUAL001489,DUD101172,TEFL,Teaching Certification,International TEFL Academy,2022-12-26,,Active
QUAL001490,DUD101173,TEFL,Teaching Certification,International TEFL Academy,2024-02-12,,Active
QUAL001491,DUD101173,MA Education,Degree,University,2021-05-24,,Active
QUAL001492,DUD101174,MA Education,Degree,University,2018-03-12,,Active
QUAL001493,DUD101175,TEFL,Teaching Certification,International TEFL Academy,2024-06-02,2027-12-25,Active
QUAL001494,DUD101175,TESOL,Teaching Certification,TESOL International Association,2020-04-08,,Active
QUAL001495,DUD101176,CELTA,Teaching Certification,Cambridge English,2018-12-16,,Active
QUAL001496,DUD101176,BA English,Degree,University,2022-02-02,,Active
QUAL001497,DUD101177,BA Education,Degree,University,2025-12-02,,Active
QUAL001498,DUD101178,BA Linguistics,Degree,University,2020-10-11,,Active
QUAL001499,DUD101178,MA Education,Degree,University,2023-07-13,,Active
QUAL001500,DUD101179,BA Education,Degree,University,2025-10-08,,Active
QUAL001501,DUD101180,TEFL,Teaching Certification,International TEFL Academy,2023-06-28,,Active
QUAL001502,DUD101180,BA Education,Degree,University,2021-02-12,,Active
QUAL001503,DUD101181,MA Education,Degree,University,2018-12-20,,Active
QUAL001504,DUD101181,BA Linguistics,Degree,University,2018-06-18,,Active
QUAL001505,DUD101182,TESOL,Teaching Certification,TESOL International Association,2025-06-15,2028-07-20,Active
QUAL001506,DUD101183,CELTA,Teaching Certification,Cambridge English,2018-06-12,,Active
QUAL001507,DUD101184,BA Linguistics,Degree,University,2019-04-04,,Active
QUAL001508,DUD101185,BA Education,Degree,University,2020-05-18,,Active
QUAL001509,DUD101186,TESOL,Teaching Certification,TESOL International Association,2018-02-25,,Active
QUAL001510,DUD101187,BA English,Degree,University,2019-10-09,,Active
QUAL001511,DUD101187,BA Education,Degree,University,2019-07-11,,Active
QUAL001512,DUD101188,BA English,Degree,University,2023-03-22,,Active
QUAL001513,DUD101189,BA English,Degree,University,2023-04-05,,Active
QUAL001514,DUD101190,CELTA,Teaching Certification,Cambridge English,2022-09-24,,Active
QUAL001515,DUD101191,CELTA,Teaching Certification,Cambridge English,2024-09-09,,Active
QUAL001516,DUD101191,BA Linguistics,Degree,University,2024-02-04,,Active
QUAL001517,DUD101192,BA Education,Degree,University,2018-03-17,,Active
QUAL001518,DUD101193,TESOL,Teaching Certification,TESOL International Association,2019-04-06,,Active
QUAL001519,DUD101194,BA English,Degree,University,2022-05-27,,Active
QUAL001520,DUD101194,TESOL,Teaching Certification,TESOL International Association,2022-10-04,,Active
QUAL001521,DUD101195,CELTA,Teaching Certification,Cambridge English,2023-07-18,,Active
QUAL001522,DUD101195,BA Linguistics,Degree,University,2021-12-12,,Active
QUAL001523,DUD101196,TESOL,Teaching Certification,TESOL International Association,2018-04-06,2021-12-04,Expired
QUAL001524,DUD101197,CELTA,Teaching Certification,Cambridge English,2018-11-01,,Active
QUAL001525,DUD101197,TESOL,Teaching Certification,TESOL International Association,2023-12-12,,Active
QUAL001526,DUD101198,BA Education,Degree,University,2024-05-16,,Active
QUAL001527,DUD101199,CELTA,Teaching Certification,Cambridge English,2019-08-25,2022-01-17,Expired
QUAL001528,DUD101200,TEFL,Teaching Certification,International TEFL Academy,2024-12-16,,Active
QUAL001529,DUD101200,BA English,Degree,University,2025-05-18,,Active
QUAL001530,DUD101201,BA Linguistics,Degree,University,2021-09-12,,Active
QUAL001531,DUD101201,BA Education,Degree,University,2024-11-14,,Active
QUAL001532,DUD101202,TEFL,Teaching Certification,International TEFL Academy,2020-12-27,,Active
QUAL001533,DUD101203,MA Education,Degree,University,2019-05-24,,Active
QUAL001534,DUD101204,MA Education,Degree,University,2019-06-04,,Active
QUAL001535,DUD101205,BA English,Degree,University,2023-09-03,,Active
QUAL001536,DUD101206,MA Education,Degree,University,2021-11-03,,Active
QUAL001537,DUD101207,BA English,Degree,University,2020-06-08,,Active
QUAL001538,DUD101208,MA Education,Degree,University,2021-02-02,,Active
QUAL001539,DUD101209,MA Education,Degree,University,2020-09-26,,Active
QUAL001540,DUD101210,MA Education,Degree,University,2020-05-18,,Active
QUAL001541,DUD101210,TEFL,Teaching Certification,International TEFL Academy,2020-10-14,2024-10-02,Expired
QUAL001542,DUD101211,BA English,Degree,University,2024-06-02,,Active
QUAL001543,DUD101212,MA Education,Degree,University,2021-08-16,,Active
QUAL001544,DUD101213,TEFL,Teaching Certification,International TEFL Academy,2025-08-02,,Active
QUAL001545,DUD101214,BA Linguistics,Degree,University,2019-03-02,,Active
QUAL001546,DUD101214,TEFL,Teaching Certification,International TEFL Academy,2019-04-06,,Active
QUAL001547,DUD101215,BA Linguistics,Degree,University,2021-07-02,,Active
QUAL001548,DUD101215,TESOL,Teaching Certification,TESOL International Association,2018-09-16,2020-12-29,Expired
QUAL001549,DUD101216,TEFL,Teaching Certification,International TEFL Academy,2024-02-01,,Active
QUAL001550,DUD101217,CELTA,Teaching Certification,Cambridge English,2025-02-04,,Active
QUAL001551,DUD101217,BA English,Degree,University,2024-10-17,,Active
QUAL001552,DUD101218,TEFL,Teaching Certification,International TEFL Academy,2019-05-08,2022-11-26,Expired
QUAL001553,DUD101218,BA English,Degree,University,2019-08-24,,Active
QUAL001554,DUD101219,BA English,Degree,University,2020-02-12,,Active
QUAL001555,DUD101220,TESOL,Teaching Certification,TESOL International Association,2023-12-12,,Active
QUAL001556,DUD101221,BA Linguistics,Degree,University,2025-08-11,,Active
QUAL001557,DUD101222,MA Education,Degree,University,2022-04-15,,Active
QUAL001558,DUD101223,BA English,Degree,University,2021-06-02,,Active
QUAL001559,DUD101224,BA Education,Degree,University,2021-01-15,,Active
QUAL001560,DUD101225,TEFL,Teaching Certification,International TEFL Academy,2022-03-28,,Active
QUAL001561,DUD101226,MA Education,Degree,University,2018-02-24,,Active
QUAL001562,DUD101227,TEFL,Teaching Certification,International TEFL Academy,2023-06-01,,Active
QUAL001563,DUD101228,TESOL,Teaching Certification,TESOL International Association,2023-07-14,,Active
QUAL001564,DUD101229,BA Linguistics,Degree,University,2024-10-27,,Active
QUAL001565,DUD101230,MA Education,Degree,University,2018-08-15,,Active
QUAL001566,DUD101230,BA Education,Degree,University,2018-06-13,,Active
QUAL001567,DUD101231,BA Education,Degree,University,2023-07-26,,Active
QUAL001568,DUD101231,BA English,Degree,University,2018-06-05,,Active
QUAL001569,DUD101232,BA English,Degree,University,2018-05-28,,Active
QUAL001570,DUD101232,TESOL,Teaching Certification,TESOL International Association,2022-05-09,2026-08-23,Active
QUAL001571,DUD101233,MA Education,Degree,University,2025-07-18,,Active
QUAL001572,DUD101234,TEFL,Teaching Certification,International TEFL Academy,2021-04-27,,Active
QUAL001573,DUD101234,CELTA,Teaching Certification,Cambridge English,2022-05-15,,Active
QUAL001574,DUD101235,TESOL,Teaching Certification,TESOL International Association,2021-03-08,,Active
QUAL001575,DUD101236,TESOL,Teaching Certification,TESOL International Association,2025-06-21,,Active
QUAL001576,DUD101237,MA Education,Degree,University,2024-04-13,,Active
QUAL001577,DUD101237,TEFL,Teaching Certification,International TEFL Academy,2021-08-23,,Active
QUAL001578,DUD101238,BA Education,Degree,University,2021-03-21,,Active
QUAL001579,DUD101239,MA Education,Degree,University,2024-04-16,,Active
QUAL001580,DUD101240,MA Education,Degree,University,2018-08-16,,Active
QUAL001581,DUD101241,BA English,Degree,University,2022-03-01,,Active
QUAL001582,DUD101242,TESOL,Teaching Certification,TESOL International Association,2022-09-05,,Active
QUAL001583,DUD101243,TESOL,Teaching Certification,TESOL International Association,2021-05-04,,Active
QUAL001584,DUD101244,BA Education,Degree,University,2021-03-10,,Active
QUAL001585,DUD101245,BA Education,Degree,University,2025-03-04,,Active
QUAL001586,DUD101246,BA Education,Degree,University,2021-04-11,,Active
QUAL001587,DUD101247,TEFL,Teaching Certification,International TEFL Academy,2025-11-25,,Active
QUAL001588,DUD101248,BA Linguistics,Degree,University,2023-11-09,,Active
QUAL001589,DUD101248,MA Education,Degree,University,2023-05-26,,Active
QUAL001590,DUD101249,BA English,Degree,University,2024-10-19,,Active
QUAL001591,DUD101250,MA Education,Degree,University,2018-01-28,,Active
QUAL001592,DUD101251,BA Linguistics,Degree,University,2018-08-27,,Active
QUAL001593,DUD101252,CELTA,Teaching Certification,Cambridge English,2019-04-24,,Active
QUAL001594,DUD101253,TEFL,Teaching Certification,International TEFL Academy,2020-04-19,,Active
QUAL001595,DUD101254,BA Linguistics,Degree,University,2023-06-02,,Active
QUAL001596,DUD101255,BA Education,Degree,University,2019-12-16,,Active
QUAL001597,DUD101256,MA Education,Degree,University,2021-11-01,,Active
QUAL001598,DUD101257,BA Linguistics,Degree,University,2022-10-20,,Active
QUAL001599,DUD101258,BA Education,Degree,University,2020-05-06,,Active
QUAL001600,DUD101259,TEFL,Teaching Certification,International TEFL Academy,2019-07-27,,Active
QUAL001601,DUD101260,BA English,Degree,University,2025-02-25,,Active
QUAL001602,DUD101260,MA Education,Degree,University,2019-03-01,,Active
QUAL001603,DUD101261,TESOL,Teaching Certification,TESOL International Association,2020-03-10,,Active
QUAL001604,DUD101262,TEFL,Teaching Certification,International TEFL Academy,2022-04-27,,Active
QUAL001605,DUD101263,MA Education,Degree,University,2022-09-02,,Active
QUAL001606,DUD101263,CELTA,Teaching Certification,Cambridge English,2025-04-12,,Active
QUAL001607,DUD101264,BA Linguistics,Degree,University,2019-09-20,,Active
QUAL001608,DUD101265,BA Linguistics,Degree,University,2023-08-11,,Active
QUAL001609,DUD101266,TESOL,Teaching Certification,TESOL International Association,2019-09-20,,Active
QUAL001610,DUD101266,TEFL,Teaching Certification,International TEFL Academy,2024-12-13,,Active
QUAL001611,DUD101267,BA Linguistics,Degree,University,2022-09-21,,Active
QUAL001612,DUD101268,BA Education,Degree,University,2019-11-02,,Active
QUAL001613,DUD101269,TESOL,Teaching Certification,TESOL International Association,2018-10-18,,Active
QUAL001614,DUD101270,CELTA,Teaching Certification,Cambridge English,2024-09-02,,Active
QUAL001615,DUD101271,TESOL,Teaching Certification,TESOL International Association,2021-03-09,,Active
QUAL001616,DUD101272,TEFL,Teaching Certification,International TEFL Academy,2022-03-04,,Active
QUAL001617,DUD101273,TESOL,Teaching Certification,TESOL International Association,2019-05-17,,Active
QUAL001618,DUD101273,BA Linguistics,Degree,University,2021-12-22,,Active
QUAL001619,DUD101274,BA Linguistics,Degree,University,2024-02-24,,Active
QUAL001620,DUD101274,TEFL,Teaching Certification,International TEFL Academy,2022-10-09,,Active
QUAL001621,DUD101275,BA Linguistics,Degree,University,2018-02-10,,Active
QUAL001622,DUD101276,BA English,Degree,University,2021-04-04,,Active
QUAL001623,DUD101277,BA Education,Degree,University,2025-04-09,,Active
QUAL001624,DUD101277,BA English,Degree,University,2022-07-02,,Active
QUAL001625,DUD101278,CELTA,Teaching Certification,Cambridge English,2022-03-19,,Active
QUAL001626,DUD101279,TEFL,Teaching Certification,International TEFL Academy,2018-04-19,,Active
QUAL001627,DUD101280,TESOL,Teaching Certification,TESOL International Association,2025-04-14,,Active
QUAL001628,DUD101281,CELTA,Teaching Certification,Cambridge English,2018-02-14,,Active
QUAL001629,DUD101282,MA Education,Degree,University,2018-07-21,,Active
QUAL001630,DUD101282,BA Linguistics,Degree,University,2018-10-20,,Active
QUAL001631,DUD101283,BA Linguistics,Degree,University,2019-12-24,,Active
QUAL001632,DUD101283,TESOL,Teaching Certification,TESOL International Association,2019-12-08,,Active
QUAL001633,DUD101284,CELTA,Teaching Certification,Cambridge English,2020-05-18,2022-11-08,Expired
QUAL001634,DUD101284,BA English,Degree,University,2018-10-26,,Active
QUAL001635,DUD101285,BA English,Degree,University,2021-08-23,,Active
QUAL001636,DUD101285,BA Linguistics,Degree,University,2021-07-08,,Active
QUAL001637,DUD101286,BA Education,Degree,University,2025-06-05,,Active
QUAL001638,DUD101287,CELTA,Teaching Certification,Cambridge English,2019-06-03,,Active
QUAL001639,DUD101288,BA Linguistics,Degree,University,2018-08-09,,Active
QUAL001640,DUD101289,MA Education,Degree,University,2022-08-12,,Active
QUAL001641,DUD101290,TEFL,Teaching Certification,International TEFL Academy,2021-08-17,,Active
QUAL001642,DUD101291,BA Education,Degree,University,2018-06-06,,Active
QUAL001643,DUD101292,BA English,Degree,University,2025-12-24,,Active
QUAL001644,DUD101293,BA Education,Degree,University,2023-02-10,,Active
QUAL001645,DUD101294,BA Linguistics,Degree,University,2024-09-05,,Active
QUAL001646,DUD101295,BA English,Degree,University,2020-12-24,,Active
QUAL001647,DUD101296,MA Education,Degree,University,2022-05-26,,Active
QUAL001648,DUD101297,TEFL,Teaching Certification,International TEFL Academy,2025-05-19,,Active
QUAL001649,DUD101297,BA Linguistics,Degree,University,2018-01-18,,Active
QUAL001650,DUD101298,BA Linguistics,Degree,University,2023-06-23,,Active
QUAL001651,DUD101299,MA Education,Degree,University,2024-08-03,,Active
QUAL001652,DUD101300,CELTA,Teaching Certification,Cambridge English,2019-06-15,,Active
QUAL001653,DUD101301,TESOL,Teaching Certification,TESOL International Association,2025-08-05,,Active
QUAL001654,DUD101301,BA Education,Degree,University,2019-09-19,,Active
QUAL001655,DUD101302,BA English,Degree,University,2019-02-02,,Active
QUAL001656,DUD101303,TEFL,Teaching Certification,International TEFL Academy,2024-09-24,2027-07-12,Active
QUAL001657,DUD101303,CELTA,Teaching Certification,Cambridge English,2025-09-01,,Active
QUAL001658,DUD101304,BA Education,Degree,University,2020-05-07,,Active
QUAL001659,DUD101305,BA English,Degree,University,2018-05-07,,Active
QUAL001660,DUD101306,CELTA,Teaching Certification,Cambridge English,2019-08-01,,Active
QUAL001661,DUD101306,BA Education,Degree,University,2025-05-03,,Active
QUAL001662,DUD101307,BA Education,Degree,University,2023-10-07,,Active
QUAL001663,DUD101308,TESOL,Teaching Certification,TESOL International Association,2021-10-09,,Active
QUAL001664,DUD101309,BA Linguistics,Degree,University,2024-09-01,,Active
QUAL001665,DUD101309,MA Education,Degree,University,2020-10-14,,Active
QUAL001666,DUD101310,BA Education,Degree,University,2024-07-02,,Active
QUAL001667,DUD101311,TESOL,Teaching Certification,TESOL International Association,2023-02-25,,Active
QUAL001668,DUD101311,BA Education,Degree,University,2019-04-15,,Active
QUAL001669,DUD101312,TESOL,Teaching Certification,TESOL International Association,2019-01-20,,Active
QUAL001670,DUD101313,MA Education,Degree,University,2019-07-14,,Active
QUAL001671,DUD101314,BA English,Degree,University,2020-08-09,,Active
QUAL001672,DUD101314,BA Linguistics,Degree,University,2018-10-25,,Active
QUAL001673,DUD101315,TESOL,Teaching Certification,TESOL International Association,2020-09-06,,Active
QUAL001674,DUD101316,BA English,Degree,University,2025-05-11,,Active
QUAL001675,DUD101317,MA Education,Degree,University,2025-11-22,,Active
QUAL001676,DUD101318,BA Education,Degree,University,2019-06-02,,Active
QUAL001677,DUD101319,TEFL,Teaching Certification,International TEFL Academy,2021-08-08,,Active
QUAL001678,DUD101319,TESOL,Teaching Certification,TESOL International Association,2024-10-13,,Active
QUAL001679,DUD101320,TESOL,Teaching Certification,TESOL International Association,2019-09-05,,Active
QUAL001680,DUD101321,MA Education,Degree,University,2025-01-16,,Active
QUAL001681,DUD101322,TESOL,Teaching Certification,TESOL International Association,2022-10-23,,Active
QUAL001682,DUD101323,BA Education,Degree,University,2020-01-15,,Active
QUAL001683,DUD101324,MA Education,Degree,University,2024-08-04,,Active
QUAL001684,DUD101325,BA Education,Degree,University,2024-08-27,,Active
QUAL001685,DUD101326,CELTA,Teaching Certification,Cambridge English,2025-07-02,2027-08-21,Active
QUAL001686,DUD101327,BA English,Degree,University,2025-04-16,,Active
QUAL001687,DUD101328,BA English,Degree,University,2024-11-07,,Active
QUAL001688,DUD101328,BA Education,Degree,University,2025-08-02,,Active
QUAL001689,DUD101329,MA Education,Degree,University,2024-12-15,,Active
QUAL001690,DUD101330,CELTA,Teaching Certification,Cambridge English,2019-06-19,,Active
QUAL001691,DUD101331,TEFL,Teaching Certification,International TEFL Academy,2018-10-01,,Active
QUAL001692,DUD101332,BA Linguistics,Degree,University,2023-10-10,,Active
QUAL001693,DUD101332,BA Education,Degree,University,2019-06-11,,Active
QUAL001694,DUD101333,TEFL,Teaching Certification,International TEFL Academy,2020-07-14,,Active
QUAL001695,DUD101333,BA Linguistics,Degree,University,2022-05-21,,Active
QUAL001696,DUD101334,BA English,Degree,University,2018-02-28,,Active
QUAL001697,DUD101335,BA English,Degree,University,2021-07-13,,Active
QUAL001698,DUD101336,CELTA,Teaching Certification,Cambridge English,2020-04-14,,Active
QUAL001699,DUD101337,TEFL,Teaching Certification,International TEFL Academy,2024-01-13,,Active
QUAL001700,DUD101338,BA Education,Degree,University,2020-01-06,,Active
QUAL001701,DUD101338,MA Education,Degree,University,2022-07-14,,Active
QUAL001702,DUD101339,MA Education,Degree,University,2018-04-26,,Active
QUAL001703,DUD101340,MA Education,Degree,University,2023-11-26,,Active
QUAL001704,DUD101341,TESOL,Teaching Certification,TESOL International Association,2021-05-24,2025-05-15,Expired
QUAL001705,DUD101342,BA English,Degree,University,2022-03-23,,Active
QUAL001706,DUD101343,MA Education,Degree,University,2024-11-13,,Active
QUAL001707,DUD101343,BA Linguistics,Degree,University,2025-07-07,,Active
QUAL001708,DUD101344,TEFL,Teaching Certification,International TEFL Academy,2025-07-05,,Active
QUAL001709,DUD101345,TEFL,Teaching Certification,International TEFL Academy,2024-01-18,,Active
QUAL001710,DUD101346,TEFL,Teaching Certification,International TEFL Academy,2023-07-11,,Active
QUAL001711,DUD101347,TEFL,Teaching Certification,International TEFL Academy,2024-10-23,,Active
QUAL001712,DUD101348,BA English,Degree,University,2018-03-22,,Active
QUAL001713,DUD101348,BA Education,Degree,University,2020-06-01,,Active
QUAL001714,DUD101349,MA Education,Degree,University,2021-08-09,,Active
QUAL001715,DUD101350,CELTA,Teaching Certification,Cambridge English,2023-10-06,,Active
QUAL001716,DUD101350,BA Linguistics,Degree,University,2025-02-10,,Active
QUAL001717,DUD101351,CELTA,Teaching Certification,Cambridge English,2022-08-01,,Active
QUAL001718,DUD101351,BA English,Degree,University,2019-01-07,,Active
QUAL001719,DUD101352,BA English,Degree,University,2018-08-12,,Active
QUAL001720,DUD101353,BA Education,Degree,University,2025-04-13,,Active
QUAL001721,DUD101354,BA Education,Degree,University,2021-04-27,,Active
QUAL001722,DUD101355,BA Linguistics,Degree,University,2025-03-09,,Active
QUAL001723,DUD101355,BA English,Degree,University,2023-07-17,,Active
QUAL001724,DUD101356,CELTA,Teaching Certification,Cambridge English,2022-06-10,,Active
QUAL001725,DUD101357,TESOL,Teaching Certification,TESOL International Association,2018-02-02,,Active
QUAL001726,DUD101358,BA English,Degree,University,2020-01-15,,Active
QUAL001727,DUD101359,BA English,Degree,University,2023-08-07,,Active
QUAL001728,DUD101359,CELTA,Teaching Certification,Cambridge English,2023-05-02,,Active
QUAL001729,DUD101360,BA Linguistics,Degree,University,2023-07-16,,Active
QUAL001730,DUD101361,TEFL,Teaching Certification,International TEFL Academy,2019-02-23,,Active
QUAL001731,DUD101362,TESOL,Teaching Certification,TESOL International Association,2022-08-10,2025-10-10,Expired
QUAL001732,DUD101362,BA Linguistics,Degree,University,2025-02-15,,Active
QUAL001733,DUD101363,BA English,Degree,University,2019-05-14,,Active
QUAL001734,DUD101363,MA Education,Degree,University,2020-04-05,,Active
QUAL001735,DUD101364,BA Linguistics,Degree,University,2023-02-24,,Active
QUAL001736,DUD101365,BA English,Degree,University,2019-09-27,,Active
QUAL001737,DUD101366,BA Education,Degree,University,2023-08-09,,Active
QUAL001738,DUD101367,TESOL,Teaching Certification,TESOL International Association,2022-10-15,,Active
QUAL001739,DUD101368,BA English,Degree,University,2021-02-22,,Active
QUAL001740,DUD101369,BA Linguistics,Degree,University,2025-11-07,,Active
QUAL001741,DUD101369,BA English,Degree,University,2024-05-03,,Active
QUAL001742,DUD101370,TEFL,Teaching Certification,International TEFL Academy,2022-05-07,,Active
QUAL001743,DUD101371,CELTA,Teaching Certification,Cambridge English,2018-03-07,,Active
