assignment_id,employee_id,client_id,assignment_start_date,assignment_end_date,assignment_status,position,commute_minutes,contract_type,renewal_flag,replacement_flag,assignment_reason
ASG000227,DUD100153,CLI0124,2026-08-06,NULL,Active,ALT / English Teacher,108,Monthly,0,0,Staffing Demand
ASG000228,DUD100154,CLI0092,2021-01-23,2022-05-10,Transferred,Senior Teacher,95,Three-Month,0,0,Transfer
ASG000229,DUD100154,CLI0191,2022-05-17,NULL,Active,ALT / English Teacher,47,Three-Month,0,0,Replacement
ASG000230,DUD100155,CLI0157,2024-07-12,2025-07-15,Ended,Experienced Teacher,98,Annual,0,0,Transfer
ASG000231,DUD100156,CLI0057,2022-10-18,2023-01-21,Renewed,ALT / English Teacher,37,Six-Month,0,0,Replacement
ASG000232,DUD100156,CLI0153,2023-02-01,2023-07-31,Renewed,Senior Teacher,119,Six-Month,0,0,Staffing Demand
ASG000233,DUD100156,CLI0214,2023-08-05,NULL,Active,Senior Teacher,66,Annual,0,0,Replacement
ASG000234,DUD100157,CLI0075,2021-10-06,2022-06-11,Ended,Senior Teacher,81,Annual,0,0,Replacement
ASG000235,DUD100158,CLI0253,2023-03-25,2024-08-24,Transferred,Experienced Teacher,32,Monthly,0,0,Replacement
ASG000236,DUD100158,CLI0110,2024-09-05,2025-05-01,Renewed,Experienced Teacher,95,Six-Month,0,0,Initial Assignment
ASG000237,DUD100158,CLI0004,2025-05-22,NULL,Active,ALT / English Teacher,72,Six-Month,0,0,Replacement
ASG000238,DUD100159,CLI0033,2021-04-05,2021-11-25,Completed,ALT / English Teacher,33,Six-Month,0,0,Client Request
ASG000239,DUD100159,CLI0047,2021-12-13,NULL,Active,ALT / English Teacher,37,Monthly,0,0,Replacement
ASG000240,DUD100160,CLI0048,2021-10-22,2022-03-13,Ended,ALT / English Teacher,98,Six-Month,0,0,Replacement
ASG000241,DUD100160,CLI0261,2022-04-03,NULL,Active,ALT / English Teacher,55,Three-Month,0,0,Replacement
ASG000242,DUD100161,CLI0112,2021-05-06,2021-12-07,Completed,Experienced Teacher,51,Three-Month,0,0,Staffing Demand
ASG000243,DUD100161,CLI0135,2021-12-26,2022-11-15,Renewed,Senior Teacher,43,Monthly,0,0,Transfer
ASG000244,DUD100162,CLI0126,2023-11-15,2024-02-19,Completed,ALT / English Teacher,109,Six-Month,0,0,Transfer
ASG000245,DUD100163,CLI0199,2021-08-04,NULL,Active,ALT / English Teacher,59,Monthly,0,0,Replacement
ASG000246,DUD100164,CLI0069,2024-12-30,2025-08-31,Transferred,ALT / English Teacher,105,Annual,0,0,Client Request
ASG000247,DUD100164,CLI0023,2025-09-07,2026-10-28,Transferred,Senior Teacher,81,Six-Month,0,0,Staffing Demand
ASG000248,DUD100164,CLI0043,2026-11-18,NULL,Active,Trainer,82,Three-Month,0,0,Transfer
ASG000249,DUD100165,CLI0014,2023-01-15,2023-10-03,Renewed,ALT / English Teacher,102,Six-Month,0,0,Initial Assignment
ASG000250,DUD100166,CLI0286,2025-07-19,2026-05-27,Renewed,ALT / English Teacher,80,Three-Month,0,0,Initial Assignment
ASG000251,DUD100166,CLI0267,2026-06-26,NULL,Active,ALT / English Teacher,23,Three-Month,0,0,Initial Assignment
ASG000252,DUD100167,CLI0054,2022-12-26,NULL,Active,Trainer,101,Three-Month,0,0,Transfer
ASG000253,DUD100168,CLI0185,2021-09-04,2023-02-13,Ended,ALT / English Teacher,23,Three-Month,0,0,Client Request
ASG000254,DUD100168,CLI0044,2023-02-19,NULL,Active,Experienced Teacher,55,Three-Month,0,0,Transfer
ASG000255,DUD100169,CLI0271,2024-12-16,2026-05-14,Ended,ALT / English Teacher,79,Three-Month,0,0,Transfer
ASG000256,DUD100170,CLI0061,2024-03-15,2025-08-31,Completed,Experienced Teacher,22,Monthly,0,0,Staffing Demand
ASG000257,DUD100171,CLI0031,2021-04-04,NULL,Active,ALT / English Teacher,113,Annual,0,0,Staffing Demand
ASG000258,DUD100172,CLI0072,2025-07-27,NULL,Active,Senior Teacher,29,Monthly,0,0,Initial Assignment
ASG000259,DUD100173,CLI0013,2024-06-25,NULL,Active,ALT / English Teacher,20,Annual,0,0,Transfer
ASG000260,DUD100174,CLI0241,2021-11-12,NULL,Active,ALT / English Teacher,30,Three-Month,0,0,Initial Assignment
ASG000261,DUD100175,CLI0065,2025-05-15,NULL,Active,Experienced Teacher,44,Annual,0,0,Replacement
ASG000262,DUD100176,CLI0148,2023-08-07,2024-05-26,Transferred,Senior Teacher,72,Monthly,0,0,Transfer
ASG000263,DUD100176,CLI0110,2024-05-31,2025-11-07,Ended,Experienced Teacher,63,Six-Month,0,0,Staffing Demand
ASG000264,DUD100176,CLI0056,2025-11-30,NULL,Active,ALT / English Teacher,39,Monthly,0,0,Replacement
ASG000265,DUD100177,CLI0111,2022-04-25,2023-05-20,Ended,Experienced Teacher,78,Monthly,0,0,Initial Assignment
ASG000266,DUD100177,CLI0151,2023-06-09,NULL,Active,ALT / English Teacher,84,Monthly,0,0,Client Request
ASG000267,DUD100178,CLI0270,2024-05-01,2024-09-03,Renewed,Trainer,100,Monthly,0,0,Replacement
ASG000268,DUD100179,CLI0160,2025-03-07,2025-11-13,Renewed,Experienced Teacher,104,Six-Month,0,0,Initial Assignment
ASG000269,DUD100179,CLI0124,2025-12-05,2027-05-15,Ended,Experienced Teacher,104,Three-Month,0,0,Transfer
ASG000270,DUD100180,CLI0168,2022-01-15,NULL,Active,Experienced Teacher,74,Monthly,0,0,Replacement
ASG000271,DUD100181,CLI0261,2025-11-25,2027-05-11,Transferred,ALT / English Teacher,67,Three-Month,0,0,Staffing Demand
ASG000272,DUD100181,CLI0287,2027-05-19,NULL,Active,ALT / English Teacher,119,Six-Month,0,0,Staffing Demand
ASG000273,DUD100182,CLI0193,2023-06-28,NULL,Active,ALT / English Teacher,74,Annual,0,0,Replacement
ASG000274,DUD100183,CLI0192,2025-06-20,NULL,Active,ALT / English Teacher,30,Three-Month,0,0,Client Request
ASG000275,DUD100184,CLI0003,2025-10-14,2027-02-17,Ended,Senior Teacher,120,Three-Month,0,0,Staffing Demand
ASG000276,DUD100184,CLI0250,2027-03-04,NULL,Active,Senior Teacher,89,Annual,0,0,Transfer
ASG000277,DUD100185,CLI0064,2022-07-05,NULL,Active,Senior Teacher,35,Annual,0,0,Transfer
ASG000278,DUD100186,CLI0045,2024-08-17,2025-09-02,Ended,Senior Teacher,113,Three-Month,0,0,Client Request
ASG000279,DUD100186,CLI0262,2025-09-04,2026-02-07,Renewed,ALT / English Teacher,83,Six-Month,0,0,Initial Assignment
ASG000280,DUD100186,CLI0088,2026-02-23,NULL,Active,Trainer,60,Six-Month,0,0,Client Request
ASG000281,DUD100187,CLI0082,2024-07-07,2025-03-31,Renewed,ALT / English Teacher,18,Three-Month,0,0,Transfer
ASG000282,DUD100187,CLI0278,2025-04-09,NULL,Active,Experienced Teacher,51,Annual,0,0,Initial Assignment
ASG000283,DUD100188,CLI0028,2022-05-09,2023-06-16,Completed,Experienced Teacher,95,Annual,0,0,Initial Assignment
ASG000284,DUD100188,CLI0154,2023-07-10,NULL,Active,Experienced Teacher,49,Three-Month,0,0,Staffing Demand
ASG000285,DUD100189,CLI0291,2025-01-06,2026-03-11,Ended,Senior Teacher,110,Three-Month,0,0,Replacement
ASG000286,DUD100189,CLI0124,2026-03-22,2027-08-15,Renewed,Senior Teacher,67,Annual,0,0,Replacement
ASG000287,DUD100190,CLI0290,2024-09-21,NULL,Active,ALT / English Teacher,97,Six-Month,0,0,Initial Assignment
ASG000288,DUD100191,CLI0197,2025-03-23,NULL,Active,ALT / English Teacher,41,Three-Month,0,0,Client Request
ASG000289,DUD100192,CLI0126,2025-10-04,NULL,Active,Senior Teacher,47,Monthly,0,0,Staffing Demand
ASG000290,DUD100193,CLI0192,2025-04-17,2025-09-18,Ended,ALT / English Teacher,104,Annual,0,0,Staffing Demand
ASG000291,DUD100194,CLI0077,2025-01-06,NULL,Active,ALT / English Teacher,52,Six-Month,0,0,Staffing Demand
ASG000292,DUD100195,CLI0147,2025-03-22,2025-07-24,Renewed,Senior Teacher,118,Annual,0,0,Client Request
ASG000293,DUD100196,CLI0104,2021-12-14,2022-11-19,Ended,Senior Teacher,116,Annual,0,0,Initial Assignment
ASG000294,DUD100196,CLI0014,2022-12-09,2024-02-19,Completed,Experienced Teacher,41,Monthly,0,0,Staffing Demand
ASG000295,DUD100196,CLI0186,2024-03-04,NULL,Active,Senior Teacher,106,Three-Month,0,0,Staffing Demand
ASG000296,DUD100197,CLI0241,2023-10-07,2024-01-14,Renewed,ALT / English Teacher,84,Six-Month,0,0,Staffing Demand
ASG000297,DUD100197,CLI0050,2024-02-04,2024-09-08,Transferred,Senior Teacher,98,Monthly,0,0,Initial Assignment
ASG000298,DUD100198,CLI0244,2023-06-30,2024-08-09,Completed,ALT / English Teacher,109,Annual,0,0,Client Request
ASG000299,DUD100198,CLI0056,2024-08-22,2024-12-31,Renewed,Experienced Teacher,76,Monthly,0,0,Replacement
ASG000300,DUD100198,CLI0104,2025-01-05,2026-06-24,Transferred,ALT / English Teacher,46,Monthly,0,0,Initial Assignment
ASG000301,DUD100199,CLI0080,2024-09-14,NULL,Active,Senior Teacher,105,Three-Month,0,0,Staffing Demand
ASG000302,DUD100200,CLI0261,2023-06-11,NULL,Active,ALT / English Teacher,101,Three-Month,0,0,Replacement
ASG000303,DUD100201,CLI0169,2023-08-16,2024-09-25,Renewed,Experienced Teacher,102,Three-Month,0,0,Initial Assignment
ASG000304,DUD100202,CLI0114,2023-11-22,NULL,Active,ALT / English Teacher,108,Annual,0,0,Replacement
ASG000305,DUD100203,CLI0015,2022-10-04,NULL,Active,ALT / English Teacher,45,Three-Month,0,0,Client Request
ASG000306,DUD100204,CLI0104,2024-12-08,NULL,Active,ALT / English Teacher,24,Three-Month,0,0,Transfer
ASG000307,DUD100205,CLI0028,2021-09-11,NULL,Active,ALT / English Teacher,63,Six-Month,0,0,Client Request
ASG000308,DUD100206,CLI0298,2022-11-11,2023-05-28,Renewed,ALT / English Teacher,44,Annual,0,0,Initial Assignment
ASG000309,DUD100206,CLI0209,2023-05-30,NULL,Active,Senior Teacher,99,Monthly,0,0,Replacement
ASG000310,DUD100207,CLI0033,2022-05-06,2023-02-13,Completed,Experienced Teacher,87,Monthly,0,0,Client Request
ASG000311,DUD100207,CLI0203,2023-02-27,NULL,Active,ALT / English Teacher,115,Monthly,0,0,Initial Assignment
ASG000312,DUD100208,CLI0140,2022-11-21,2023-09-14,Ended,Experienced Teacher,120,Six-Month,0,0,Client Request
ASG000313,DUD100208,CLI0061,2023-10-03,2024-07-04,Renewed,ALT / English Teacher,63,Three-Month,0,0,Replacement
ASG000314,DUD100209,CLI0030,2024-07-10,NULL,Active,Experienced Teacher,40,Three-Month,0,0,Replacement
ASG000315,DUD100210,CLI0066,2022-12-10,2023-11-08,Ended,Experienced Teacher,85,Three-Month,0,0,Transfer
ASG000316,DUD100211,CLI0276,2021-02-16,NULL,Active,ALT / English Teacher,19,Six-Month,0,0,Replacement
ASG000317,DUD100212,CLI0232,2025-07-29,2026-01-06,Renewed,ALT / English Teacher,110,Six-Month,0,0,Staffing Demand
ASG000318,DUD100212,CLI0236,2026-01-28,2026-06-10,Transferred,Experienced Teacher,33,Monthly,0,0,Client Request
ASG000319,DUD100212,CLI0162,2026-07-04,NULL,Active,Experienced Teacher,48,Monthly,0,0,Initial Assignment
ASG000320,DUD100213,CLI0022,2023-07-18,NULL,Active,Senior Teacher,83,Monthly,0,0,Staffing Demand
ASG000321,DUD100214,CLI0033,2023-11-05,NULL,Active,ALT / English Teacher,27,Three-Month,0,0,Replacement
ASG000322,DUD100215,CLI0083,2021-07-19,NULL,Active,Senior Teacher,59,Annual,0,0,Transfer
ASG000323,DUD100216,CLI0154,2025-02-16,NULL,Active,Experienced Teacher,107,Annual,0,0,Transfer
ASG000324,DUD100217,CLI0265,2023-08-22,NULL,Active,ALT / English Teacher,60,Three-Month,0,0,Replacement
ASG000325,DUD100218,CLI0198,2025-03-24,2026-04-15,Completed,Experienced Teacher,79,Monthly,0,0,Transfer
ASG000326,DUD100218,CLI0275,2026-05-03,2026-09-17,Ended,ALT / English Teacher,63,Six-Month,0,0,Client Request
ASG000327,DUD100218,CLI0099,2026-09-21,NULL,Active,ALT / English Teacher,15,Monthly,0,0,Transfer
ASG000328,DUD100219,CLI0051,2022-04-27,2023-01-16,Ended,Trainer,46,Three-Month,0,0,Transfer
ASG000329,DUD100219,CLI0014,2023-02-07,NULL,Active,Experienced Teacher,75,Six-Month,0,0,Staffing Demand
ASG000330,DUD100220,CLI0278,2023-09-24,2025-01-07,Renewed,ALT / English Teacher,78,Annual,0,0,Transfer
ASG000331,DUD100221,CLI0130,2025-01-24,2025-11-14,Renewed,Senior Teacher,104,Three-Month,0,0,Transfer
ASG000332,DUD100221,CLI0151,2025-12-05,2026-08-19,Transferred,Experienced Teacher,62,Three-Month,0,0,Replacement
ASG000333,DUD100222,CLI0183,2023-02-01,NULL,Active,Experienced Teacher,50,Three-Month,0,0,Initial Assignment
ASG000334,DUD100223,CLI0209,2021-12-18,2022-09-11,Ended,Senior Teacher,57,Six-Month,0,0,Transfer
ASG000335,DUD100223,CLI0093,2022-09-30,2024-01-03,Transferred,Experienced Teacher,82,Six-Month,0,0,Transfer
ASG000336,DUD100224,CLI0029,2024-04-18,NULL,Active,Senior Teacher,110,Annual,0,0,Transfer
ASG000337,DUD100225,CLI0126,2024-09-02,2025-03-09,Ended,Experienced Teacher,105,Monthly,0,0,Replacement
ASG000338,DUD100225,CLI0196,2025-04-07,NULL,Active,ALT / English Teacher,83,Six-Month,0,0,Transfer
ASG000339,DUD100226,CLI0276,2025-08-11,2026-07-13,Transferred,Experienced Teacher,63,Annual,0,0,Client Request
ASG000340,DUD100226,CLI0243,2026-08-06,2026-12-04,Completed,Senior Teacher,31,Monthly,0,0,Replacement
ASG000341,DUD100226,CLI0097,2027-01-02,2027-12-14,Renewed,ALT / English Teacher,28,Three-Month,0,0,Transfer
ASG000342,DUD100227,CLI0154,2023-05-13,2024-04-16,Completed,ALT / English Teacher,48,Monthly,0,0,Staffing Demand
ASG000343,DUD100227,CLI0221,2024-04-20,2025-06-08,Transferred,ALT / English Teacher,88,Monthly,0,0,Initial Assignment
ASG000344,DUD100228,CLI0178,2022-01-17,NULL,Active,ALT / English Teacher,104,Six-Month,0,0,Replacement
ASG000345,DUD100229,CLI0158,2024-08-29,NULL,Active,ALT / English Teacher,79,Three-Month,0,0,Initial Assignment
ASG000346,DUD100230,CLI0066,2025-01-13,2025-06-03,Ended,ALT / English Teacher,44,Six-Month,0,0,Initial Assignment
ASG000347,DUD100230,CLI0151,2025-06-08,2026-10-24,Transferred,Experienced Teacher,36,Annual,0,0,Transfer
ASG000348,DUD100230,CLI0235,2026-11-14,NULL,Active,ALT / English Teacher,54,Six-Month,0,0,Replacement
ASG000349,DUD100231,CLI0158,2022-04-20,2022-09-19,Ended,Senior Teacher,36,Six-Month,0,0,Staffing Demand
ASG000350,DUD100231,CLI0051,2022-10-16,NULL,Active,ALT / English Teacher,85,Annual,0,0,Transfer
ASG000351,DUD100232,CLI0056,2025-05-26,NULL,Active,ALT / English Teacher,30,Monthly,0,0,Initial Assignment
ASG000352,DUD100233,CLI0140,2022-04-06,NULL,Active,Experienced Teacher,112,Annual,0,0,Client Request
ASG000353,DUD100234,CLI0203,2022-06-06,NULL,Active,ALT / English Teacher,56,Annual,0,0,Staffing Demand
ASG000354,DUD100235,CLI0140,2024-09-17,NULL,Active,Experienced Teacher,47,Monthly,0,0,Staffing Demand
ASG000355,DUD100236,CLI0113,2022-07-17,2023-05-31,Transferred,ALT / English Teacher,37,Annual,0,0,Transfer
ASG000356,DUD100236,CLI0132,2023-06-16,2024-03-13,Transferred,ALT / English Teacher,54,Monthly,0,0,Client Request
ASG000357,DUD100237,CLI0006,2025-04-30,2025-10-01,Transferred,Experienced Teacher,48,Six-Month,0,0,Transfer
ASG000358,DUD100237,CLI0257,2025-10-02,2026-08-21,Renewed,Experienced Teacher,37,Annual,0,0,Initial Assignment
ASG000359,DUD100237,CLI0134,2026-09-03,2027-09-28,Transferred,ALT / English Teacher,119,Monthly,0,0,Replacement
ASG000360,DUD100238,CLI0034,2022-03-16,2023-07-27,Ended,ALT / English Teacher,98,Three-Month,0,0,Client Request
ASG000361,DUD100238,CLI0154,2023-07-28,NULL,Active,ALT / English Teacher,108,Three-Month,0,0,Transfer
ASG000362,DUD100239,CLI0137,2022-12-07,2023-10-26,Renewed,ALT / English Teacher,58,Monthly,0,0,Staffing Demand
ASG000363,DUD100239,CLI0108,2023-11-04,2024-11-06,Renewed,ALT / English Teacher,83,Annual,0,0,Staffing Demand
ASG000364,DUD100239,CLI0174,2024-12-01,NULL,Active,ALT / English Teacher,29,Six-Month,0,0,Initial Assignment
ASG000365,DUD100240,CLI0139,2021-09-09,2022-03-11,Transferred,ALT / English Teacher,105,Annual,0,0,Client Request
ASG000366,DUD100240,CLI0020,2022-03-24,NULL,Active,Experienced Teacher,34,Three-Month,0,0,Transfer
ASG000367,DUD100241,CLI0113,2022-08-09,NULL,Active,Trainer,91,Three-Month,0,0,Client Request
ASG000368,DUD100242,CLI0113,2025-12-21,NULL,Active,ALT / English Teacher,47,Monthly,0,0,Staffing Demand
ASG000369,DUD100243,CLI0107,2022-05-19,NULL,Active,ALT / English Teacher,62,Annual,0,0,Client Request
ASG000370,DUD100244,CLI0074,2024-02-14,NULL,Active,Senior Teacher,106,Six-Month,0,0,Staffing Demand
ASG000371,DUD100245,CLI0082,2023-04-08,2024-03-13,Transferred,Experienced Teacher,109,Monthly,0,0,Client Request
ASG000372,DUD100245,CLI0268,2024-03-14,2024-11-08,Renewed,ALT / English Teacher,30,Six-Month,0,0,Replacement
ASG000373,DUD100245,CLI0256,2024-11-09,NULL,Active,ALT / English Teacher,101,Annual,0,0,Replacement
ASG000374,DUD100246,CLI0261,2025-06-03,NULL,Active,Senior Teacher,49,Three-Month,0,0,Transfer
ASG000375,DUD100247,CLI0160,2023-04-28,NULL,Active,Trainer,40,Six-Month,0,0,Transfer
ASG000376,DUD100248,CLI0212,2025-09-07,2026-05-09,Ended,ALT / English Teacher,61,Monthly,0,0,Initial Assignment
ASG000377,DUD100248,CLI0230,2026-05-30,2026-09-05,Renewed,ALT / English Teacher,89,Six-Month,0,0,Staffing Demand
ASG000378,DUD100248,CLI0107,2026-10-03,2027-04-20,Transferred,Experienced Teacher,59,Monthly,0,0,Transfer
ASG000379,DUD100249,CLI0089,2025-05-28,2026-09-26,Completed,ALT / English Teacher,40,Monthly,0,0,Transfer
ASG000380,DUD100249,CLI0200,2026-10-23,2028-01-04,Transferred,ALT / English Teacher,81,Six-Month,0,0,Transfer
ASG000381,DUD100250,CLI0051,2021-03-26,2021-08-12,Ended,ALT / English Teacher,41,Three-Month,0,0,Replacement
ASG000382,DUD100250,CLI0058,2021-09-04,NULL,Active,ALT / English Teacher,101,Monthly,0,0,Staffing Demand
ASG000383,DUD100251,CLI0293,2021-10-07,2022-04-03,Ended,ALT / English Teacher,40,Monthly,0,0,Staffing Demand
ASG000384,DUD100251,CLI0138,2022-04-18,2022-12-24,Transferred,ALT / English Teacher,83,Monthly,0,0,Replacement
ASG000385,DUD100251,CLI0116,2022-12-25,2023-04-08,Completed,Senior Teacher,45,Three-Month,0,0,Staffing Demand
ASG000386,DUD100252,CLI0001,2023-12-02,NULL,Active,Senior Teacher,76,Monthly,0,0,Client Request
ASG000387,DUD100253,CLI0285,2022-11-25,2023-08-07,Transferred,ALT / English Teacher,120,Annual,0,0,Replacement
ASG000388,DUD100254,CLI0152,2023-04-28,2024-07-14,Renewed,ALT / English Teacher,96,Monthly,0,0,Initial Assignment
ASG000389,DUD100254,CLI0017,2024-08-07,NULL,Active,Senior Teacher,55,Three-Month,0,0,Staffing Demand
ASG000390,DUD100255,CLI0001,2021-02-16,2022-05-12,Ended,ALT / English Teacher,38,Three-Month,0,0,Staffing Demand
ASG000391,DUD100255,CLI0134,2022-05-21,NULL,Active,Experienced Teacher,53,Three-Month,0,0,Initial Assignment
ASG000392,DUD100256,CLI0294,2025-06-17,2026-01-19,Transferred,ALT / English Teacher,108,Six-Month,0,0,Staffing Demand
ASG000393,DUD100256,CLI0274,2026-02-07,2026-08-28,Ended,Senior Teacher,52,Three-Month,0,0,Replacement
ASG000394,DUD100256,CLI0163,2026-09-22,2027-01-03,Renewed,Experienced Teacher,106,Annual,0,0,Staffing Demand
ASG000395,DUD100257,CLI0291,2021-08-31,NULL,Active,ALT / English Teacher,70,Six-Month,0,0,Staffing Demand
ASG000396,DUD100258,CLI0052,2022-11-10,NULL,Active,ALT / English Teacher,76,Six-Month,0,0,Client Request
ASG000397,DUD100259,CLI0240,2021-07-29,2022-07-14,Renewed,ALT / English Teacher,87,Monthly,0,0,Staffing Demand
ASG000398,DUD100259,CLI0156,2022-07-29,2023-03-22,Transferred,Experienced Teacher,36,Monthly,0,0,Replacement
ASG000399,DUD100259,CLI0271,2023-04-09,2024-08-19,Completed,ALT / English Teacher,110,Monthly,0,0,Staffing Demand
ASG000400,DUD100260,CLI0155,2021-08-07,2022-02-01,Completed,ALT / English Teacher,16,Monthly,0,0,Initial Assignment
ASG000401,DUD100260,CLI0113,2022-02-20,NULL,Active,ALT / English Teacher,58,Monthly,0,0,Staffing Demand
ASG000402,DUD100261,CLI0047,2023-12-09,2024-11-15,Transferred,Senior Teacher,97,Monthly,0,0,Transfer
ASG000403,DUD100261,CLI0267,2024-12-14,2025-06-23,Renewed,ALT / English Teacher,95,Six-Month,0,0,Transfer
ASG000404,DUD100262,CLI0004,2025-12-15,2026-10-05,Ended,ALT / English Teacher,97,Annual,0,0,Client Request
ASG000405,DUD100262,CLI0082,2026-10-07,NULL,Active,ALT / English Teacher,70,Six-Month,0,0,Staffing Demand
ASG000406,DUD100263,CLI0138,2026-03-16,2027-06-10,Ended,ALT / English Teacher,93,Monthly,0,0,Replacement
ASG000407,DUD100263,CLI0264,2027-06-29,2028-09-08,Completed,ALT / English Teacher,60,Annual,0,0,Replacement
ASG000408,DUD100263,CLI0220,2028-09-10,2029-07-31,Ended,Experienced Teacher,109,Monthly,0,0,Staffing Demand
ASG000409,DUD100264,CLI0118,2021-07-10,2022-02-24,Completed,Experienced Teacher,76,Monthly,0,0,Replacement
ASG000410,DUD100264,CLI0161,2022-03-23,2022-12-17,Transferred,ALT / English Teacher,110,Monthly,0,0,Replacement
ASG000411,DUD100265,CLI0297,2023-06-29,2023-10-04,Transferred,ALT / English Teacher,109,Six-Month,0,0,Initial Assignment
ASG000412,DUD100265,CLI0134,2023-11-02,NULL,Active,ALT / English Teacher,23,Three-Month,0,0,Initial Assignment
ASG000413,DUD100266,CLI0284,2023-08-30,2024-04-18,Renewed,Experienced Teacher,55,Three-Month,0,0,Transfer
ASG000414,DUD100266,CLI0197,2024-04-30,2025-04-19,Ended,ALT / English Teacher,114,Monthly,0,0,Initial Assignment
ASG000415,DUD100267,CLI0005,2022-03-15,NULL,Active,ALT / English Teacher,67,Annual,0,0,Replacement
ASG000416,DUD100268,CLI0144,2024-06-29,2025-06-02,Ended,ALT / English Teacher,20,Six-Month,0,0,Transfer
ASG000417,DUD100268,CLI0159,2025-06-23,2026-03-28,Transferred,ALT / English Teacher,120,Monthly,0,0,Initial Assignment
ASG000418,DUD100268,CLI0192,2026-04-26,NULL,Active,Senior Teacher,72,Six-Month,0,0,Client Request
ASG000419,DUD100269,CLI0008,2023-11-07,2024-03-24,Transferred,ALT / English Teacher,24,Monthly,0,0,Client Request
ASG000420,DUD100269,CLI0285,2024-04-05,NULL,Active,Senior Teacher,62,Three-Month,0,0,Initial Assignment
ASG000421,DUD100270,CLI0058,2021-08-15,2022-11-14,Completed,ALT / English Teacher,90,Three-Month,0,0,Client Request
